symbol	company	yayk	nayk	mayk	yay	nay	may	desc
5MZ.SI	Kingsmen Creatives Ltd	3	0	1	clojure.lang.LazySeq@da499cd	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Kingsmen Creatives Ltd., an investment holding company, engages in exhibitions and thematic, retail and corporate interiors, research and design, and alternative marketing businesses. It also provides corporate marketing and other related services. The company's Exhibitions and Thematic segment produces exhibition displays for trade shows and promotional events; interiors and displays for museums and visitor centers; and thematic and scenic displays for theme parks, as well as develops, owns, and markets intellectual property for experimental and themed attractions. Its Retail and Corporate Interiors segment provides interior fitting-out services to retail and commercial properties. The company's Research and Design segment offers design works for upmarket specialty stores, departmental stores, eateries, museums, visitors' centers, corporate offices, showrooms, trade shows, events, promotional functions, and festivals. Its Alternative Marketing segment provides event management, branding consultancy, and custom publishing services. In addition, the company provides design consultancy and planning management, advertising, marketing communications, electrical engineering, and graphic design and production services, as well as design and construction facilities to exhibitors. Further, it designs and produces architectural interiors, decorations, and museums; and operates as an advertising contractor and agent. Additionally, the company is involved in the manufacture, wholesale, and trade of interior and exhibition furniture, fixtures, and displays. It operates in South Asia, North Asia, the Middle East, the United States, Canada, Europe, and internationally. Kingsmen Creatives Ltd. was founded in 1976 and is headquartered in Singapore.
NEX.SI	Reclaims Global Limited	3	0	0	clojure.lang.LazySeq@9b689cef	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Reclaims Global Limited operates as an eco-friendly integrated service provider in the construction industry in Singapore. The company operates through three segments: Recycling, Excavation Services, and Logistics and Leasing. The Recycling segment focuses on the reclaiming and recycling of construction and demolition of waste for sale as recycled building materials. This segments recycled products include recycled concrete aggregates, such as recycled graded stone, recycled quarry dust, and 20-mm recycled aggregate used for foundations and roads, and ready-mixed concrete production. The Excavation Services segment offers earth moving, mass excavation, deep basement excavation, foundation, pile cap excavation, and land reshaping services for contractors who are involved in public sector projects and works. The Logistics and Leasing segment provides material transportation and disposal services using its fleet of tipper trucks. This segment also leases machinery and equipment, such as excavators, articulated dump trucks, mobile jaw crushers, tipper trucks, and mobile screeners. The company was founded in 2009 and is headquartered in Singapore.
K3DD.SI	Sinopec Petrochemical Adr 10	3	14	1	clojure.lang.LazySeq@7308253f	clojure.lang.LazySeq@69c2a13e	clojure.lang.LazySeq@3021d5	Sinopec Shanghai Petrochemical Company Limited, together with its subsidiaries, manufactures and sells petrochemical products in the People's Republic of China. It operates through five segments: Synthetic Fibres, Resins and Plastics, Intermediate Petrochemical Products, Petroleum Products, and Trading of Petrochemical Products. The Synthetic Fibres segment produces polyesters, acrylic fibers, and carbon fibers that are primarily used in the textile and apparel industries. The Resins and Plastics segment produces polyester chips that are used to produce polyester fibers, coating, and containers; polyethylene resins and plastics, which are used to produce insulated cables and mulching films, as well as molded products, such as housewares and toys; and polypropylene resins that are used for films and sheets, as well as molded products, such as housewares, toys, consumer electronics, and automobile parts; and PVA granules. The Intermediate Petrochemical Products segment produces p-xylene, benzene, and ethylene oxide, which are used as raw materials in the production of other petrochemicals, resins, plastics, and synthetic fibers. The Petroleum Products segment operates crude oil distillation facilities that produce vacuum and atmospheric gas oils used as feedstock; and residual oil and low octane gasoline fuels, as well as produces various fuels, such as diesel oil, jet fuel, heavy oil, and liquefied petroleum gas for transportation, industry, and household heating applications. The Trading of Petrochemical Products segment is involved in the import and export of petrochemical products. The company was founded in 1972 and is based in Shanghai, the People's Republic of China. Sinopec Shanghai Petrochemical Company Limited is a subsidiary of China Petroleum & Chemical Corporation.
1J4.SI	Jep Holdings Ltd.	3	2	3	clojure.lang.LazySeq@ed09ff4d	clojure.lang.LazySeq@7841533c	clojure.lang.LazySeq@6740c715	JEP Holdings Ltd., an investment holding company, engages in precision machining, equipment manufacturing, and trading and other businesses. Its Precision Machining segment provides precision machining services for aerospace, oil and gas, electronics, and automotive industries. The company's Trading and Other segment sells machines; and offers customized cutting tools. Its Equipment Manufacturing segment provides large format precision engineering and equipment fabrication services. The company also manufactures, imports and exports, trades in, and repairs precision machineries, carbide cutting tools, hardware, and industrial equipment, as well as undertakes engineering works. It has operations in Singapore, the People's Republic of China, Malaysia, the United States, Canada, India, Switzerland, France, Norway, the Middle East, and Southeast Asia. The company was formerly known as Alantac Technology Ltd. and changed its name to JEP Holdings Ltd. in May 2010. JEP Holdings Ltd. was incorporated in 1994 and is headquartered in Singapore.
NC2.SI	Sri Trang Agro-industry Pcl	3	1	1	clojure.lang.LazySeq@20de2768	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@86da3fbe	Sri Trang Agro-Industry Public Company Limited manufactures and distributes natural rubber products in Thailand, Indonesia, Singapore, the United States, China, Vietnam, and Myanmar. The company operates in four segments: Natural Rubber Products, Engineering Business, Plantation, and Other Businesses. The Natural Rubber Products segment manufactures and sells ribbed smoked sheets, concentrated latex, and block rubbers, as well as powdered and powdered-free latex examination gloves, escalator handrails, rubber-injection-molded goods, and high pressure hydraulic hoses. The Engineering Business segment provides engineering services that include research and development of machinery and production processes, as well as provides information system services. The Plantation segment engages in the plantation activities, such as rubber, palm, and temperate fruits. The Other Businesses segment offers logistic and other services. Sri Trang Agro-Industry Public Company Limited was founded in 1987 and is headquartered in Hat Yai, Thailand.
558.SI	Ums Holdings Limited	3	4	1	clojure.lang.LazySeq@3c271e44	clojure.lang.LazySeq@18a4b2ba	clojure.lang.LazySeq@86da3fbe	UMS Holdings Limited, an investment holding company, provides high precision front-end semiconductor components, and electromechanical assembly and final testing services. It operates in two segments, Semiconductor and Others. The Semiconductor segment offers precision machining components and equipment modules for semiconductor equipment manufacturers. The Others segment provides water disinfection systems shipment services; and supplies base components to oil and gas original equipment manufacturers, as well as trades in nonferrous metal alloys. The company also offers precision machining services, including milling, lathe, horizontal, cleaning, anodizing, and CMM; metal finishing services, such as electroless and selective nickel, anodizing, plating, e-polish, chemical cleaning, and parts refurbishment; and system integration, refurbishment, prototyping, and vendor managed inventory services, as well as electroplating services. In addition, it is involved in the assembly and integration of equipment and automated assembly lines; manufacture and assembly of stainless steel gaslines and weldment products; manufacture and repair of waste water treatment equipment; and holding of investment properties. The company serves semiconductor, electronic, machine tools, aerospace, and oil and gas industries. It operates in Singapore, Malaysia, Taiwan, the United States, South Korea, the People's Republic of China, and internationally. UMS Holdings Limited was incorporated in 2001 and is headquartered in Singapore.
UD2.SI	Japfa Ltd.	3	22	1	clojure.lang.LazySeq@ae676696	clojure.lang.LazySeq@6d1c0393	clojure.lang.LazySeq@381a0ed4	Japfa Ltd., an agri-food company, produces and sells dairy products, protein staples, and packaged food products in Singapore, Indonesia, Vietnam, China, India, and Myanmar. The company operates through six segments; Animal feed, Poultry Breeding, Commercial Farm and Poultry Processing, Aquaculture, Beef, and Trading and Others segment. The company offers poultry feed products, under Comfeed and Benefeed brand names; broiler and layer day old chicks (DOCs); broiler farming and chicken slaughter activity, as well as chicken meat processing into consumer products; and fresh chicken meat ready for distribution to corporate customers, distributors, and retail market under Best Chicken brand. Further, the company provides sausages, meat balls, cornets and chicken scallops under Tora Duo brand. Additionally, it provides beef cattle breeding, beef cattle feedlot, slaughterhouse and meat production under brand Tokusen Wagyu Beef brand to hotel, restaurant, catering, and domestic supermarket chain. The company also offers fish, shrimp, and eel feeds; shrimp and fresh water fish breeding, shrimp, eel, and fresh water fish farming; fish processing; and cold storage. It engages in production of woven plastic bags; copra pelletizing and export of crude coconut oil; transportation of raw materials, supporting materials, and finished products; and production of animal vaccines, animal medicines, and livestock equipment. The company offer fresh milk and dairy products under Greenfields brand name. Japfa Ltd. was incorporated in 2008 and is headquartered in Singapore. Japfa Ltd. operates as a subsidiary of Rangi Management Limited.
BPF.SI	Yhi International Limited	2	1	3	clojure.lang.LazySeq@cf51cbc1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@fc5f56a9	YHI International Limited, an investment holding company, distributes automotive and industrial products in Singapore, Malaysia, China, Hong Kong, Taiwan, Australia, New Zealand, and internationally. It operates through three segments: Manufacturing, Distribution, and Rental. The company distributes automotive products, including tires and alloy wheels; industrial power products comprising automotive and rechargeable batteries for commercial and industrial use, as well as golf and utility buggies; and other industrial power products, such as solar panels, chargers, invertors, and uninterruptible power supply products. It also designs, develops, manufactures, advertises, promotes, distributes, and sells alloy wheels. In addition, the company engages in the rental of investment property; and provision of consultancy, marketing, and technology related services. The company distributes tires under the Yokohama, Nitto, Nankang, Nexen, Pirelli, Achilles, ATG Tires, Mickey Thompson, and Neuton Tyres brand names; alloy wheels under the Enkei, OZ, Konig, Breyton, and Advanti Racing brands; industrial power products under the Hitachi, Trojan, CSB, Crown, Vision, FIAMM, Neuton Power, Benning, Delta Q, and Jinko Solar brand names; and buggies and utility vehicles under the E-Z-GO, Cushman, and Neuton Electric brands. The company was founded in 1948 and is headquartered in Singapore. YHI International Limited is a subsidiary of YHI Holdings Pte Ltd.
K6S.SI	Prudential Plc	2	0	1	clojure.lang.LazySeq@ca931d33	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Prudential plc, through its subsidiaries, provides a range of long-term savings and protection products in Asia, the United States, and Africa. The company offers health and protection, as well as savings products, such as participating, linked, and other traditional products; and life insurance. It also provides variable, fixed, and fixed index annuities; and guaranteed investment contracts and funding agreements. In addition, the company offers retirement and asset management solutions; insurance against risks of illness, death, or critical life events; and investment funds. It serves young and middle-aged people or people in the retirement phase of life. Prudential plc provides its products and services through a network of independent agents, banks, independent broker-dealers, regional broker-dealers, and wirehouses. The company was founded in 1848 and is headquartered in London, the United Kingdom.
H22.SI	Hong Leong Asia Ltd.	2	8	1	clojure.lang.LazySeq@8150b5cf	clojure.lang.LazySeq@db177d4c	clojure.lang.LazySeq@98e16a50	Hong Leong Asia Ltd., an investment holding company, manufactures and distributes diesel engines and related products, building materials, rigid packaging products, and air-conditioning systems in the People's Republic of China, Singapore, Malaysia, and internationally. Its Diesel Engines segment offers light-duty, medium-duty, and heavy-duty engines for trucks, buses, passenger vehicles, industrial equipment, and marine and agriculture applications; engines for diesel-powered generators; automobile spare parts; and maintenance and retrofitting services. This segment offers diesel-powered generators, industrial engines, marine engines, and natural gas engines. The company's Building Materials segment manufactures, trades in, and distributes cement, pre-cast concrete products, ready-mix concrete, and quarry products for the construction industry. Its Rigid Plastic Packaging segment provides rigid plastic packaging products, such as bottles, closures, jerry cans, pails, and drums for the industrial and consumer packaging markets, including personal care, household, food and beverage, lubricant, and chemical markets; and container components. The company's Air-conditioning Systems segment offers central air-conditioning, multi-split, residential heat pump, floor heating, and variable refrigerant flow systems; fan coils; air cooled and water cooled chillers; and air handling units under the Airwell and Fedders brands for use in residential, commercial, and industrial applications, as well as in private households. The company is also involved in the hospitality and property development activities. It also exports its products. The company was founded in 1941 and is headquartered in Singapore. Hong Leong Asia Ltd. operates as a subsidiary of Hong Leong Corporation Holdings Pte Ltd.
K75.SI	Koh Brothers Group Limited	2	0	3	clojure.lang.LazySeq@bf0b13e8	clojure.lang.LazySeq@1	clojure.lang.LazySeq@56d0a6a7	Koh Brothers Group Limited, an investment holding company, engages in the construction and building materials, leisure and hospitality, and real estate businesses in Singapore, Malaysia, Indonesia, and internationally. The company engages in the construction activities for building and civil engineering, and water and wastewater treatment, as well as hydro-engineering, and bio-refinery and bio-energy engineering projects. It also manufactures and supplies building materials, including ready-mix concrete, cement, and pre-cast products, such as facades, household shelters, bathroom units, columns, and planks; and equipment rental services. In addition, the company is involved in the real estate development activities; and the rental of properties. Further, it owns and operates Oxford Hotel with approximately 130 hotel rooms; and The Alocassia, a resort-styled service apartments with 45 suites in Singapore. Additionally, the company offers construction and project management, travel management, and commission agent services. Koh Brothers Group Limited was founded in 1966 and is based in Singapore.
BQM.SI	Tiong Woon Corp Holding Ltd	2	2	0	clojure.lang.LazySeq@892bc7f5	clojure.lang.LazySeq@7841533c	clojure.lang.LazySeq@1	Tiong Woon Corporation Holding Ltd, an investment holding company, provides integrated services for the oil and gas, petrochemical, infrastructure, and construction sectors. The company operates through three segments: Heavy Lift and Haulage, Marine Transportation, and Trading. It offers heavy lift and haulage, marine transportation, and inland transportation services; equipment installation services, such as trays and structures; project engineering services for heavy lifting and haulage requirements; maintenance and repair services; and wall tie installation, foundation anchor, and jacking up services. The company also leases heavy haulage equipment that consists of prime movers, low beds, self-propelled modular trailers, tow trucks, and trailers for the transportation of heavy process equipment, such as modules and structures; supplies various models of tower cranes for sale and rent; and refurbishes, delivers, maintains, jack downs, dismantles, and erects tower cranes. In addition, it provides tug and barge services for various sea transportation projects; and trades in crawler, mobile, and tower cranes. Further, the company sells and hires cranes and transport; manages marine and industrial plant projects; and sells, services, and leases equipment. Additionally, it is involved in providing mechanical and infrastructure engineering, structural work, freight forwarding, and logistics related services. As of June 30, 2020, the company had a fleet of 537 cranes and 287 haulage assets; and 7 tugboats and 9 barges. It operates in Singapore, Brunei, the Middle East, India, Malaysia, Thailand, Indonesia, China, Bangladesh, Myanmar, the Philippines, Sri Lanka, and Vietnam. The company was founded in 1978 and is headquartered in Singapore.
5DS.SI	Megachem Limited	2	2	3	clojure.lang.LazySeq@1df6bdd8	clojure.lang.LazySeq@7841533c	clojure.lang.LazySeq@35f35c7b	Megachem Limited trades in chemicals and chemical-related products in Singapore, Malaysia, Indonesia, the United Kingdom, China, Vietnam, the Philippines, the Middle East, India, and Australia. It distributes performance coatings and polymers; advanced polymer composites; and surface technology, biotech, oil and gas, mining, and lifestyle chemicals. The company also engages in mixing and blending of chemicals according to customers' formulations. Its chemical contract manufacturing services include liquid and solid blending, and repacking services, as well as packaging and relabeling, raw material supply, used drums/tanks washing, lab analysis, and containers stuffing/unstuffing services. The company was founded in 1988 and is headquartered in Singapore.
P8Z.SI	Bumitama Agri Ltd.	2	5	3	clojure.lang.LazySeq@bae86c98	clojure.lang.LazySeq@7a0b6ac1	clojure.lang.LazySeq@9ed8cfc3	Bumitama Agri Ltd., an investment holding company, produces and trades in crude palm oil (CPO), palm kernel (PK), and related products for refineries in Indonesia. The company operates through two segments; Plantations and Palm Oil Mills and Downstream Biodiesel Refinery. It is involves in cultivation and maintenance of oil palm plantations and operation of palm oil mills; and processing biodiesel plant and sells biodiesel products from the refinery. The company also engages in harvesting and processing fresh palm fruit bunches (FFB) into CPO and PK; and business and management consultancy services. It manages a total land area of approximately 187,567 hectares in Central Kalimantan, West Kalimantan, and Riau provinces. The company was founded in 1996 and is based in South Jakarta, Indonesia. Bumitama Agri Ltd. is a subsidiary of Wellpoint Pacific Holdings Ltd.
BS6.SI	Yangzijiang Shipbldg Hldgs Ltd	2	4	1	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@2bee0a11	clojure.lang.LazySeq@5ead63b2	Yangzijiang Shipbuilding (Holdings) Ltd., an investment holding company, operates in the shipbuilding activities in the People's Republic of China, Taiwan, Germany, Greece, Norway, Canada, Korea, Bahamas, other Asian and European countries, and internationally. The company operates through Shipbuilding, Investments, Trading, and Others segments. It produces a range of commercial vessels, such as containerships, dry bulk carriers, oil tankers, and liquefied natural gas (LNG) carriers. The company also engages in the production and processing of steel structures. In addition, it facilitates the sale and export of ships for the ship builder; trades in ship related equipment and shipbuilding related materials/supplies; provides microcredit to enterprises and individuals; and supplies marine equipment and materials, as well as engages in debt and other investment activities. Further, the company is involved in the supplying of gas; and ship demolition and vessel owning activities. The company was founded in 1956 and is based in Jingjiang, China.
L02.SI	Manhattan Resources Limited	2	4	2	clojure.lang.LazySeq@95003d41	clojure.lang.LazySeq@1bfb49a1	clojure.lang.LazySeq@ff6f0dc1	Manhattan Resources Limited, an investment holding company, engages in the provision of logistics, marine transportation, and support services to the coal mining and resources industries in Indonesia. It operates through five segments: Power Plant, Shipping, Property Development, Mineral Resources, and Corporate and Others. The company is involved in the ship chartering activities; and the provision of barging services, as well as freight services primarily for coal carrying activities. It also owns and operates coal fired steam power plant. In addition, the company acquires, constructs, operates, and maintains power plants; and produces and sells electric power. Further, it engages in the property development, and mineral resources and mining activities in the People's Republic of China. Additionally, the company offers overburden removal and equipment leasing services; and operates and maintains electrical installations. Manhattan Resources Limited was incorporated in 1990 and is headquartered in Singapore.
544.SI	Cse Global Ltd	2	1	4	clojure.lang.LazySeq@cbf93bcd	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@3039bd83	CSE Global Limited, an investment holding company, provides integrated industrial automation, information technology, and intelligent transport solutions in the Asia Pacific, the Americas, Europe, the Middle East, and Africa. The company offers automation solutions, including process control, safety shutdown, fire and gas detection, supervisory control and data acquisition (SCADA), wellhead and subsea control, process skid, electrical drive and high/medium voltage, electrical protection and control, real-time information, and intelligent transport systems, as well as I&E construction and safe secure solutions. It also provides environmental solutions comprising multiple hearth furnaces, fluid bed incinerators, carbon and energy recovery systems, and rotary kiln incinerators. In addition, the company offers telecommunication solutions, including construction communications, fiber optic, microwave radio, conventional and trunked radio, and public address and general alarm systems; VSAT satellite communications, telephone, local and wide area, Internet protocol based, and SCADA and telemetry networks; and CCTV, access control, and FIDS systems. Further, it provides e-business integration, research and development, and computer system integration services; computer network systems; computer systems; automation hardware products; infrastructure engineering services; data telecommunications and marine survey certification services; plant and environmental engineering services; and contracting resources and permanent placement services. Additionally, the company distributes electrical engineering equipment; designs and installs high temperature thermal process and incineration systems; designs and develops water treatment and disposal technology; and leases office and warehouse space. It serves oil and gas, petrochemical, utilities, public infrastructure, environmental, and healthcare industries. CSE Global Limited was founded in 1985 and is headquartered in Singapore.
5QT.SI	Charisma Energy	2	3	5	clojure.lang.LazySeq@a000d315	clojure.lang.LazySeq@1b015d0a	clojure.lang.LazySeq@3f29d7df	Charisma Energy Services Limited, an investment holding company, generates and sells power and energy services in Singapore, the Middle East, Australia, Sri Lanka, and China. The company is involved in the ownership and leasing of hydropower generation equipment and accommodation modules; trading of oil and gas related products; and development, ownership, and operations of solar power plants. It also offers ship owning and chartering services; shipping agency services; and offshore logistics chartering and management services, as well as generates and supplies hydroelectric power. The company was formerly known as YHM Group Limited and changed its name to Charisma Energy Services Limited in November 2013. Charisma Energy Services Limited was incorporated in 1997 and is based in Singapore.
41H.SI	Blackgold Natural Resourcesltd	2	2	1	clojure.lang.LazySeq@48b604e1	clojure.lang.LazySeq@5d5b6a1	clojure.lang.LazySeq@bffb786f	BlackGold Natural Resources Limited, an investment holding company, engages in the exploration and mining of coal in Indonesia. The company holds interest in PT Samantaka Batubara concession covering an area of approximately 15,000 hectares located in Riau, Sumatra. It focuses on supplying coal to power plants located in Riau. BlackGold Natural Resources Limited is based in Singapore.
1H3.SI	Clearbridge Health Limited	2	1	2	clojure.lang.LazySeq@49d8e721	clojure.lang.LazySeq@ae7a2e9f	clojure.lang.LazySeq@1d9c3339	Clearbridge Health Limited, an investment holding company, operates as a healthcare company in Singapore, the Philippines, Indonesia, Hong Kong, Malaysia, and internationally. It offers various clinical diagnostic test services, such as health screening and management, cancer diagnosis, biomarker diagnostics, and treatment monitoring and prognosis; and renal care and clinical laboratory services. The company also owns and operates medical clinics and centers; and invests in precision medical technology companies. In addition, it engages in the manufacturing of optical instrument and photographic equipment; biotechnology and life sciences business; provision of critical care medical services and devices; distribution of medical devices and related services; and provision of management consultancy for healthcare organization. Further, the company offers general medicine; biomedical image system research services; and dental and ancillary services, as well as supplies medical consumable related to haemodialysis activity. The company was incorporated in 2010 and is based in Singapore.
L5I.SI	Abterra Ltd	2	4	3	clojure.lang.LazySeq@e9dc05b3	clojure.lang.LazySeq@1bfb49a1	clojure.lang.LazySeq@5a074fbf	Abterra Ltd., an investment holding company, operates as a supply chain manager in the natural resources business in Singapore, China, Macau, Indonesia, India, and Australia. It trades in iron ore, coking coal, and coke products. The company also engages in iron ore and coal mining business. In addition, it is involved in general trading and mining contracting activities; and logistics business, as well as imports and sells coal. The company was formerly known as Hua Kok International Ltd. and changed its name to Abterra Ltd. in October 2005. Abterra Ltd. was incorporated in 1999 and is headquartered in Singapore.
BVA.SI	Top Glove Corporation Bhd	2	1	2	clojure.lang.LazySeq@cfe3e7b9	clojure.lang.LazySeq@cf8edd7f	clojure.lang.LazySeq@3c36a745	Top Glove Corporation Bhd., an investment holding company, researches, develops, manufactures, and trades in gloves and rubber goods in Malaysia. The company offers medical examination, surgical, vinyl, and nitrile gloves; concentrate latex, formers, chemicals and chemical compounds, rubber dental dams, exercise bands, condoms, and rubber related products; packaging materials, boxes, and cartons; and disposable and medical face masks, engineering parts and rubber glove machinery, functional fillers, healthcare products, and homecare and personal care products. It also provides property investment, consultancy services, and electrical engineering works; clinical and specialist medical services; advisory and management services; management services in plantation sector, and processing of plantation produce; general trading; and industrial forest plantation, as well as forestry and industry services. In addition, the company trades in gloves and healthcare related products; distributes medical gloves, medical devices, and other hospital related products; operates as a special purpose vehicle solely for issuance of Perpetual Sukuk; organizes in-house trainings and public trainings/programs; and establishes and maintains fitness related business, including healthcare, slimming centers, gymnasiums, and other related activities. Further, it generates and supplies energy and electricity using biomass technology; and offers E-commerce activities for glove trading and other healthcare products. The company also exports its products to 195 countries worldwide. Top Glove Corporation Bhd. was founded in 1991 and is headquartered in Shah Alam, Malaysia.
567.SI	Colex Holdings Limited	2	0	0	clojure.lang.LazySeq@6f26d5c1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Colex Holdings Limited, an investment holding company, provides waste management services in Singapore. It operates in Waste Disposal and Contract Cleaning segments. The company primarily engages in the provision of waste disposal services for domestic, commercial, and industrial waste; the sale and rental of equipment; and the repair of waste compactors. It also offers contract cleaning services for commercial, industrial, and residential buildings. In addition, it offers recycling, material recovery, refuse disposal, and general cleaning services. Colex Holdings Limited provides its waste disposal and recycling services for various clients, including commercial offices, shopping complexes, food courts, cineplexes, residential buildings, and warehouses. The company was incorporated in 1971 and is headquartered in Singapore. Colex Holdings Limited is a subsidiary of Bonvests Holdings Limited.
BWM.SI	China Jinjiang Env Hldg Co Ltd	2	4	3	clojure.lang.LazySeq@ce48241a	clojure.lang.LazySeq@72c12d41	clojure.lang.LazySeq@85e06207	Zheneng Jinjiang Environment Holding Company Limited plans, develops, constructs, operats, and manages waste-to-energy (WTE) facilities and energy management contracting (EMC) projects in the People's Republic of China, India, and internationally. The company operates through Waste-To-Energy Project Construction and Operation; and Project Technical and Management Service, Equipment Selection, and EMC Business segments. It generates and sells electricity and steam. The company also provides waste treatment services; project management, technical consulting and advisory, equipment selection, and EMC services; and construction services under service concession arrangement. In addition, it operates a thermal power plants. As of December 31, 2019, it operated 21 WTE facilities and four resource recycling projects in 13 provinces, autonomous regions, and centrally-administered municipalities in China with a total waste treatment capacity of 30,380 tons/day and an installed electricity power generation capacity of 632 MW. The company was formerly known as China Jinjiang Environment Holding Company Limited and changed its name to Zheneng Jinjiang Environment Holding Company Limited in November 2019. Zheneng Jinjiang Environment Holding Company Limited was founded in 1998 and is based in Hangzhou, the People's Republic of China.
RS1.SI	China Environmental Res Gp Ltd	2	4	3	clojure.lang.LazySeq@6e6e7409	clojure.lang.LazySeq@72c12d41	clojure.lang.LazySeq@838311ef	China Environmental Resources Group Limited, an investment holding company, engages in the distribution and trading of motor vehicles and accessories in the People's Republic of China and internationally. It is also involved in metal recycle; car parking spaces rental; and money lending businesses. In addition, the company engages in the research, development, and application of technology solutions, as well as the manufacture, sale, and trading of products, materials, systems, and services for the environmental, agricultural, organic, and green technology markets; securities trading and investment; and property investment. Further, it sells golden flower tea products; and plantation materials and products, as well as provides financial services. The company was formerly known as Benefun International Holdings Limited and changed its name to China Environmental Resources Group Limited in December 2009. China Environmental Resources Group Limited was founded in 1986 and is based in Kowloon, Hong Kong.
554.SI	King Wan Corporation Limited	2	1	0	clojure.lang.LazySeq@d758a6a1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@1	King Wan Corporation Limited, an investment holding company, provides mechanical and electrical engineering services for the building and construction industry in Singapore, China, and Thailand. Its Plumbing and Sanitary segment offers plumbing and sanitary services, including the design and installation of water distribution systems, and pipe network for sewage and waste water drainage. The company's Electrical segment provides electrical engineering services, such as the design and installation of electricity distribution, fire protection, alarm, and communications and security systems, as well as air conditioning and mechanical ventilation systems. Its Toilet Rental segment is involved in the operation and rental of mobile lavatories and other facilities. The company is also involved in the development, marketing, sale, and management of residential and commercial properties; vessel ownership and chartering; workers' dormitory operation businesses; and equity securities investment activities. King Wan Corporation Limited was founded in 1977 and is based in Singapore.
C31.SI	Capitaland Limited	2	1	6	clojure.lang.LazySeq@1df6bdd8	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@d7770481	CapitaLand Limited, together with its subsidiaries, develops, owns, leases, manages, and sells real estate properties in Singapore, rest of Asia, North America, Europe, the United Kingdom, and internationally. The company operates through CapitaLand Singapore & International, CapitaLand China, CapitaLand India, CapitaLand Lodging, and CapitaLand Financial segments. Its real estate portfolio includes commercial and retail properties; business parks; shopping malls; offices; homes; industrial and logistics properties; integrated and urban developments; and lodging and residential properties, as well as real estate investment trusts (REITs), business trusts, and private funds. The company also invests in real estate financial products and assets; and provides investment advisory and management services, as well as real estate asset management and trust management services. In addition, it offers management support and consultancy services. The company was formerly known as Pidemco Land Limited and changed its name to CapitaLand Limited in November 2000. CapitaLand Limited was founded in 1989 and is headquartered in Singapore. CapitaLand Limited operates as a subsidiary of CLA Real Estate Holdings Pte Ltd.
GRQ.SI	Don Agro	2	6	2	clojure.lang.LazySeq@b1b99fc1	clojure.lang.LazySeq@35bb85e9	clojure.lang.LazySeq@c650400	Don Agro International Limited, together with its subsidiaries, operates as an agricultural company in the Rostov region in Russia. It operates through two segments, Crops and Livestock. The Crops segment produces and sells agricultural produce, which include winter wheat, sunflower, sorghum, corn, and flax. This segment sells its agricultural produce primarily to international and local grain traders and exporters. The Livestock segment produces and sells raw milk to dairy processing companies. This segment also engages in the sale of livestock. The company is also involved in asset leasing and construction of livestock building activities. Don Agro International Limited was incorporated in 2018 and is headquartered in Millerovo, Russia.
42D.SI	Nauticawt Limited	2	5	4	clojure.lang.LazySeq@83069d92	clojure.lang.LazySeq@80a24d3d	clojure.lang.LazySeq@d9fd3a81	NauticAWT Limited provides offshore and marine engineering services. It operates through Renewables, Ports and Offshore, Energy & Mining, and Civil Structures segments. The Renewables segment provides ultra-high performance concrete and composite (UHPC) materials for the installation of onshore and offshore wind turbines. The Ports and Offshore segment offers engineering and contracting services for greenfield and brownfield offshore and marine infrastructure projects. The Energy & Mining segment provides UHPC materials for well integrity and remediation of production wells. The Civil Structures segment offers UHPC and high performance concrete and composite materials for the civil structures, facades, and claddings. The company operates in Australasia, India, rest of Asia, the Middle East, Africa, the Americas, and Europe. NauticAWT Limited was founded in 2011 and is based in Singapore.
