symbol	company	yayk	nayk	mayk	wyay	wnay	wmay	desc
NXRT	Nexpoint Residential Trust Inc	0	0	3	#{}	#{}	#{"Real Estate" "United States" "real estate"}	NexPoint Residential Trust is a publicly traded REIT, with its shares listed on the New York Stock Exchange under the symbol "NXRT," primarily focused on acquiring, owning and operating well-located middle-income multifamily properties with "value-add" potential in large cities and suburban submarkets of large cities, primarily in the Southeastern and Southwestern United States. NXRT is externally advised by NexPoint Real Estate Advisors, L.P., an affiliate of NexPoint Advisors, L.P., an SEC-registered investment advisor, which has extensive real estate experience.
WFC	Wells Fargo & Company	0	0	3	#{}	#{}	#{"United States" "real estate"}	Wells Fargo & Company, a diversified financial services company, provides banking, investment, mortgage, and consumer and commercial finance products and services to individuals, businesses, and institutions in the United States and internationally. It operates in three segments: Community Banking, Wholesale Banking, and Wealth and Investment Management. The Community Banking segment offers checking and savings accounts; credit and debit cards; and automobile, student, mortgage, home equity, and small business lending products. The Wholesale Banking segment provides commercial, corporate, capital markets, cash management, and real estate banking products and services, including traditional commercial loans and lines of credit, letters of credit, asset-based lending, equipment leasing, international trade facilities, trade financing, collection services, foreign exchange services, treasury management, institutional fixed-income sales, interest rate, commodity and equity risk management, online/electronic products, corporate trust fiduciary and agency services, and investment banking services. It also offers commercial and residential development, land acquisition and development, rehabilitation, permanent securitization, and commercial real estate loans; secured and unsecured lines of credit; affordable housing loans and letters of credit; and interim financing arrangements. The Wealth and Investment Management segment provides personalized wealth management, investment, and retirement products and services; and delivers financial planning, private banking, credit, investment management, and fiduciary services. The company also offers brokerage, and Internet and mobile banking services; and has collaboration with National LGBT Chamber of Commerce. As of March 16, 2020, it operated through 7,400 locations; approximately 13,000 ATMs; and offices in 32 countries and territories. The Company was founded in 1852 and is headquartered in San Francisco, California.
TSI	Tcw Strategic	0	0	3	#{}	#{}	#{"United States"}	TCW Strategic Income Fund, Inc. is a close-ended balanced mutual fund launched by The TCW Group, Inc. The fund is managed by TCW Investment Management Company. It invests in the public equity and fixed income markets of the United States. The fund makes its investments in securities of companies operating across diversified sectors. For its equity investments, it seeks to invest in growth and value stocks of companies. The fund's fixed income investments are comprised of mortgage related securities, asset-backed securities, money market securities, convertible securities, high yield bonds, collateralized debt obligations (CDOs), and securities issued or guaranteed by the United States Government, its agencies and instrumentalities. It benchmarks the performance of its portfolio against the S&P 500 Index, NASDAQ, and a customized benchmark comprised of Barclays U.S. Aggregate Bond Index, Citigroup High Yield Cash Pay Index, S&P 500 Index, and BofA Merrill Lynch All Convertibles All Qualities. The fund was previously known as TCW Convertible Securities Fund, Inc. TCW Strategic Income Fund, Inc. was formed on January 13, 1987 and is domiciled in the United States.
EARN	Ellington Residential Mortgage	0	0	3	#{}	#{}	#{"real estate"}	Ellington Residential Mortgage REIT, a real estate investment trust, specializes in acquiring, investing in, and managing residential mortgage-and real estate-related assets. It acquires and manages residential mortgage-backed securities (RMBS), including agency pools and agency collateralized mortgage obligations (CMOs); and non-agency RMBS comprising non-agency CMOs, such as investment grade and non-investment grade. The company has elected to be taxed as a real estate investment trust. As a result, it would not be subject to corporate income tax on that portion of its net income that is distributed to shareholders. Ellington Residential Mortgage REIT was founded in 2012 and is based in Old Greenwich, Connecticut.
IHIT	Invesco High Income 2023 Target Term Fund	0	0	3	#{}	#{}	#{"United States" "real estate"}	Invesco High Income 2023 Target Term Fund is a closed ended fixed income mutual fund launched and managed by Invesco Advisers, Inc. The fund invests in fixed income markets of the United States. It also invests in real estate debt securities including commercial mortgage-backed securities. The fund employs fundamental analysis with bottom-up approach to create its portfolio. It conducts both in-house and external research to make its investments. Invesco High Income 2023 Target Term Fund was formed on November 23, 2016 and is domiciled in the United States.
IGR	VOYA Clarion Global Real Estate	0	0	3	#{}	#{}	#{"Australia" "Real Estate" "real estate"}	CBRE Clarion Global Real Estate Income Fund specializes in investments in various property types, including office, retail, diversified, apartments, industrials, hotels, healthcare, and storage. It invests in the public equity markets across the developed markets of North America, Europe, Australia, and Asia. The fund seeks to invest in stocks of companies operating across the real estate sector including REITs. It invests in stocks of companies across diversified market capitalizations. The fund employs fundamental analysis to create its portfolio. It conducts in-house research to make its investments.
CHMI	Cherry Hill Mortgage Investmen	0	0	3	#{}	#{}	#{"United States" "real estate"}	Cherry Hill Mortgage Investment Corporation, a residential real estate finance company, acquires, invests in, and manages residential mortgage assets in the United States. The company operates through Investments in RMBS, Investments in Servicing Related Assets, and All Other segments. It manages a portfolio of servicing related assets, residential mortgage-backed securities (RMBS), and invest in prime residential mortgage loans, as well as other residential mortgage assets. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. Cherry Hill Mortgage Investment Corporation was founded in 2012 and is based in Farmingdale, New Jersey.
EPR	Entertainment Properties Trust	0	0	3	#{}	#{}	#{"real estate"}	EPR Properties is a leading experiential net lease real estate investment trust (REIT), specializing in select enduring experiential properties in the real estate industry. We focus on real estate venues which create value by facilitating out of home leisure and recreation experiences where consumers choose to spend their discretionary time and money. We have nearly $6.7 billion in total investments across 44 states. We adhere to rigorous underwriting and investing criteria centered on key industry, property and tenant level cash flow standards. We believe our focused approach provides a competitive advantage and the potential for stable and attractive returns.
EOD	Wells Fargo Global Dividend Opportunity	0	0	3	#{}	#{}	#{"energy" "utilities" "United States"}	Wells Fargo Advantage Funds - Wells Fargo Global Dividend Opportunity Fund is a closed-ended equity mutual fund launched and managed by Wells Fargo Funds Management, LLC. It is co-managed by Crow Point Partners, LLC and Wells Capital Management Incorporated. The fund invests in the public equity markets across the globe. It invests in stocks of companies operating across diversified sectors with an emphasis on utilities, telecom, and energy sectors. The fund primarily invests in dividend paying stocks of companies. It was formerly known as Evergreen Equity Trust - Evergreen Small-Mid Growth Fund. Wells Fargo Advantage Funds - Wells Fargo Global Dividend Opportunity Fund was formed on March 28, 2007 and is domiciled in the United States.
DNP	Duff & Phelps Utilities Income	0	0	3	#{}	#{}	#{"United States" "Utilities"}	DNP Select Income Fund Inc. is a closed ended balanced mutual fund launched by Virtus Investment Partners, Inc. The fund is managed by Duff & Phelps Investment Management Co. It invests in the public equity and fixed income markets of the United States. For the fixed income portion, the fund invests in bonds. It seeks to invest in stocks of companies operating in the Utility sector. The fund invests in stocks of companies across all market capitalizations. It benchmarks the performance of its portfolio against the S&P 500 Utilities Index and Barclays Capital U.S. Utility Bond Index. DNP Select Income Fund Inc. was formed on November 26, 1986 and is domiciled in the United States.
MITT	Ag Mortgage Investment Trust	0	0	3	#{}	#{}	#{"United States" "real estate"}	AG Mortgage Investment Trust, Inc., a real estate investment trust, invests in a portfolio of residential mortgage-backed securities and credit investments in the United States. Its investment portfolio includes residential mortgage-backed securities; residential investments, including credit risk transfer securities, re/non-performing loans, interest only securities, non-qualifying mortgages loans, and land related financing; commercial investments, such as commercial mortgage-backed securities (CMBS), interest only securities, and CMBS principal-only securities; and asset backed securities. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was incorporated in 2011 and is based in New York, New York.
FLC	Flaherty & Crumrine/Claymore Total Return	0	0	3	#{}	#{}	#{"utilities" "United States"}	Flaherty & Crumrine Total Return Fund Inc. is a closed-ended balanced mutual fund launched and managed by Flaherty & Crumrine Incorporated. The fund invests in the public equity and fixed income markets of the United States. It seeks to invest in stocks of companies operating across utilities and banking sectors. The fund primarily invests in investment-grade securities consisting of preferred securities and other income-producing securities comprising of various debt securities. It benchmarks the performance of its portfolio against the Barclays Capital U.S. Aggregate Index and the S&P 500 Index. The fund was formerly known as Flaherty & Crumrine/Claymore Total Return Fund, Inc. Flaherty & Crumrine Total Return Fund Inc. was formed on August 26, 2003 and is domiciled in the United States.
WMC	Western Asset Mortgage Capital	0	0	3	#{}	#{}	#{"United States" "real estate"}	Western Asset Mortgage Capital Corporation operates as a real estate investment trust in the United States. It focuses on acquiring, investing in, financing, and managing a portfolio of agency and non-agency residential mortgage-backed securities and commercial mortgage-backed securities, residential whole-loans, residential bridge loans, securitized commercial loans, and other financial assets. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was founded in 2009 and is based in Pasadena, California.
MAC	Macerich Company	0	0	3	#{}	#{}	#{"United States" "real estate"}	Macerich is a fully integrated, self-managed and self-administered real estate investment trust, which focuses on the acquisition, leasing, management, development and redevelopment of regional malls throughout the United States. Macerich currently owns 51 million square feet of real estate consisting primarily of interests in 47 regional shopping centers. Macerich specializes in successful retail properties in many of the country's most attractive, densely populated markets with significant presence in the West Coast, Arizona, Chicago and the Metro New York to Washington, DC corridor. A recognized leader in sustainability, Macerich has achieved the #1 GRESB ranking in the North American Retail Sector for five straight years (2015 Â– 2019).
ADCT	Adc Therapeutics Sa	0	0	3	#{}	#{}	#{"lead" "biotechnology" "Switzerland"}	ADC Therapeutics SA, a clinical-stage oncology-focused biotechnology company, develops antibody drug conjugates (ADC) for patients suffering from hematological malignancies and solid tumors. Its lead product candidates are ADCT-402, an ADC that is in a Phase II clinical trial for the treatment of relapsed or refractory diffuse large B-cell lymphoma; and ADCT-301, an ADC that is in a pivotal Phase II clinical trial for the treatment of relapsed or refractory Hodgkin lymphoma, non-Hodgkin lymphoma, and solid tumors. The company also develops clinical-stage product candidates, such as ADCT-601 and ADCT-602, as well as preclinical product candidates, including ADCT-701 and ADCT-901. ADC Therapeutics SA has a collaboration and license agreement with Genmab A/S. The company was incorporated in 2011 and is headquartered in Epalinges, Switzerland.
FOF	Cohen & Steers Closed-End Opportunity Fund	0	0	3	#{}	#{}	#{"energy" "United States" "real estate"}	Cohen & Steers Closed-End Opportunity Fund, Inc. is a close-ended fund of funds launched by Cohen & Steers Inc. It is managed by Cohen & Steers Capital Management, Inc. The fund invests in funds investing in public equity markets. It also invests in funds investing in convertible securities, preferred securities, high yield securities and real estate, energy, utility, and other equity or income-oriented strategies. The fund makes its investments in funds investing across diversified sectors. It seeks to invest in undervalued funds with market capitalization generally greater than $200 million. The fund employs quantitative analysis to make its investments. It benchmarks the performance of its portfolio against the S&P 500 Index and the Morningstar U.S. All Taxable Ex-Foreign Equity Index. The fund conducts in-house research to create its portfolios. Cohen & Steers Closed-End Opportunity Fund, Inc. was formed on September 14, 2006 and is domiciled in the United States.
ANH	Anworth Mortgage Asset Corp	0	0	3	#{}	#{}	#{"United States" "real estate"}	Anworth Mortgage Asset Corporation operates as a real estate investment trust (REIT) in the United States. It primarily invests in, finances, and manages a leveraged portfolio of residential mortgage-backed securities and loans that are guaranteed by government-sponsored enterprises, such as the Federal National Mortgage Association or the Federal Home Loan Mortgage Corporation. The company also invests in non-agency mortgage backed securities that are secured by first-lien residential mortgage loans; and other mortgage-related investments consisting of mortgage derivative securities, subordinated interests, and residential real estate properties. Anworth Mortgage Asset Corporation qualifies as a REIT for federal income tax purposes. The company generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. Anworth Mortgage Asset Corporation was founded in 1997 and is based in Santa Monica, California.
DX	Dynex Capital	0	0	3	#{}	#{}	#{"United States" "real estate"}	Dynex Capital, Inc., a mortgage real estate investment trust, invests in mortgage-backed securities (MBS) on a leveraged basis in the United States. It invests in agency and non-agency MBS consisting of residential MBS, commercial MBS (CMBS), and CMBS interest-only securities. Agency MBS have a guaranty of principal payment by an agency of the U.S. government or a U.S. government-sponsored entity, such as Fannie Mae and Freddie Mac. Non-Agency MBS have no such guaranty of payment. The company has qualified as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. Dynex Capital, Inc. was founded in 1987 and is headquartered in Glen Allen, Virginia.
PROS	Prosight Global Inc	0	0	3	#{}	#{}	#{"energy" "United States" "real estate"}	ProSight Global, Inc., together with its subsidiaries, operates as an entrepreneurial specialty insurance company in the United States. The company underwrites insurance coverages in the lines of commercial auto, general liability, workers' compensation, commercial multiple peril, and other. It serves customers in construction, consumer service, marine and energy, media and entertainment, professional service, real estate, sports, and transportation industries. ProSight Global, Inc. was founded in 2009 and is headquartered in Morristown, New Jersey.
BLW	Blackrock Ltd Duration Income Trust	0	0	3	#{}	#{}	#{"United States" "US"}	BlackRock Limited Duration Income Trust is a close ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income securities of the United States. It invests in securities of companies operating across diversified sectors. The fund primarily invests in investment grade corporate bonds, mortgage-related securities, asset-backed securities, US Government and agency securities, and senior, secured floating rate loans. It has an average portfolio duration of less than five years. The fund benchmarks the performance of its portfolio against the Lehman Brothers U.S. Aggregate Index. BlackRock Limited Duration Income Trust was formed on July 31, 2003 and is domiciled in the United States.
PMT	Pennymac Mortgage Investment Trust	0	0	3	#{}	#{}	#{"United States" "real estate"}	PennyMac Mortgage Investment Trust, a specialty finance company, invests primarily in mortgage-related assets in the United States. The company operates through Credit Sensitive Strategies, Interest Rate Sensitive Strategies, and Correspondent Production segments. Its Credit Sensitive Strategies segment invests in credit risk transfer (CRT) agreements, including firm commitment to purchase CRT securities, distressed loans, real estate, and non-agency subordinated bonds. The company's Interest Rate Sensitive Strategies segment engages in investing in mortgage servicing rights, excess servicing spreads, and agency and senior non-agency MBS; and related interest rate hedging activities. Its Correspondent Production segment engages in purchasing, pooling, and reselling newly originated prime credit residential loans directly or in the form of mortgage-backed securities (MBS). PNMAC Capital Management, LLC acts as the manager of PennyMac Mortgage Investment Trust. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its shareholders. PennyMac Mortgage Investment Trust was founded in 2009 and is headquartered in Westlake Village, California.
BKU	BankUnited Inc	0	0	3	#{}	#{}	#{"United States" "real estate"}	BankUnited, Inc. operates as the bank holding company for BankUnited, a national banking association that provides a range of banking services to small and medium sized businesses, and individual and corporate customers in the United States. The company offers deposit products, such as checking, money market deposit, and savings accounts; certificates of deposit; and treasury and cash management services. Its loans portfolio includes commercial loans, including equipment loans, secured and unsecured lines of credit, formula-based loans, owner-occupied commercial real estate term loans and lines of credit, mortgage warehouse lines, letters of credit, SBA product offerings, trade finance, and business acquisition finance credit facilities; commercial real estate loans; residential mortgages; and other consumer loans. The company also offers ATMs, as well as online, mobile, and telephone banking services. As of December 31, 2019, it operated through a network of 74 branches located in 14 Florida counties; and 5 banking centers in the New York metropolitan area. The company was formerly known as BU Financial Corporation. BankUnited, Inc. was founded in 2009 and is headquartered in Miami Lakes, Florida.
SBI	Western Asset Intermediate Fund Inc	0	0	2	#{}	#{}	#{"United States"}	Western Asset Intermediate Muni Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in the fixed income markets of the United States. The fund invests in securities that provide income exempt from federal income tax. It invests primarily in investment grade municipal securities. The fund employs intensive proprietary research to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Capital 1-15 Year Municipal Bond Index. The fund was formerly known as Intermediate Muni Fund Inc. Western Asset Intermediate Muni Fund Inc. was formed on December 19, 1991 and is domiciled in the United States.
BFY	Blackrock New York Muni Trust II	0	0	2	#{}	#{}	#{"United States"}	BlackRock New York Municipal Income Trust II is a close ended fixed income mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests in the fixed income markets of United States. The fund primarily invests in the investment grade municipal bonds exempt from federal income taxes and New York State and New York City personal income taxes. BlackRock New York Municipal Income Trust II was formed on July 26, 2002 and is domiciled in United States.
SFTW	Osprey Technology Acquisition Corp Cl A	0	0	2	#{}	#{}	#{"technology" "Technology"}	Osprey Technology Acquisition Corp. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. It focuses on opportunities in the technology sector, primarily in Software-as-a-Service model. The company was founded in 2018 and is based in Philadelphia, Pennsylvania.
WAL	Western Alliance Bancorp	0	0	2	#{}	#{}	#{"real estate"}	Western Alliance Bancorporation operates as the holding company for Western Alliance Bank that provides various banking products and related services primarily in Arizona, California, and Nevada. The company offers deposit products, including checking accounts, savings accounts, and money market accounts, as well as fixed-rate and fixed maturity certificates of deposit accounts. It also offers commercial and industrial loan products, such as working capital lines of credit, inventory and accounts receivable lines, mortgage warehouse lines, equipment loans and leases, and other commercial loans; commercial real estate loans, which are secured by multi-family residential properties, professional offices, industrial facilities, retail centers, hotels, and other commercial properties; construction and land development loans for single family and multi-family residential projects, industrial/warehouse properties, office buildings, retail centers, medical office facilities, and residential lot developments; and consumer loans. In addition, the company provides other financial services, such as Internet banking, wire transfers, electronic bill payment and presentment, lock box services, courier, and cash management services. Further, it holds certain investment securities, municipal and non-profit loans, and leases; invests primarily in low income housing tax credits and small business investment corporations; and holds certain real estate loans and related securities. As of December 31, 2018, the company operated 38 branch locations and 11 loan production offices. Western Alliance Bancorporation was founded in 1994 and is headquartered in Phoenix, Arizona.
BDJ	Blackrock Enhanced Dividend Achievers	0	0	2	#{}	#{}	#{"United States"}	BlackRock Enhanced Equity Dividend Trust is a closed-ended equity mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in dividend paying stocks of companies across all market capitalizations. The fund also invests through derivatives, with an emphasis on option writing. It benchmarks the performance of its portfolio against the Russell 1000 Value Index. The fund was formerly known as BlackRock Enhanced Dividend Achievers TM Trust. BlackRock Enhanced Equity Dividend Trust was formed on August 31, 2005 and is domiciled in the United States.
ZTR	Virtus Global Divd & Income Fund	0	0	2	#{}	#{}	#{"United States"}	Virtus Global Dividend & Income Fund Inc. is a closed-ended balanced mutual fund launched by Virtus Investment Partners, Inc. The fund is co-managed by Virtus Investment Advisers, Inc., Kayne Anderson Rudnick Investment Management LLC and Newfleet Asset Management, LLC. It invests in the public equity and fixed income markets of the United States. The fund seeks to invest in securities of companies operating across diversified sectors. It primarily invests in reasonably priced growth (GARP) stocks of large cap companies and investment grade bonds issued by companies and governments. The fund is actively managed. It benchmarks the performance of its portfolio against a composite index comprised of 60% Russell Developed Large Cap Index and 40% Bloomberg Barclays U.S. Aggregate Bond Index. The fund was formerly known as The Zweig Total Return Fund, Inc. Virtus Global Dividend & Income Fund Inc. was formed on September 30, 1988 and is domiciled in the United States.
BBN	Balckrock Build America Trust	0	0	2	#{}	#{}	#{"United States"}	BlackRock Taxable Municipal Bond Trust is a closed-ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in the fixed income markets of the United States. It primarily invests in taxable municipal securities, which include Build America Bonds. The fund also invests in tax-exempt securities, U.S. treasury securities, obligations of the U.S. government, its agencies and instrumentalities, and corporate bonds. It was formerly known as BlackRock Build America Bond Trust. BlackRock Taxable Municipal Bond Trust was formed on August 27, 2010 and is domiciled in the United States.
BBK	Blackrock Muni Trust	0	0	2	#{}	#{}	#{"United States"}	BlackRock Municipal Bond Trust is a closed-ended fixed income mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets of the United States. It primarily invests in investment grade municipal bonds which are exempt from regular federal income taxes. BlackRock Municipal Bond Trust was formed on April 30, 2002 and is domiciled in the United States.
AIRC	Apartment Income REIT Corp	0	0	2	#{}	#{}	#{"United States" "real estate"}	AIR is a real estate investment trust focused on the ownership and management of quality apartment communities located in the largest markets in the United States. AIR is one of the country's largest owners and operators of apartments, with 98 communities in 12 states and the District of Columbia. AIR common shares are traded on the New York Stock Exchange under the ticker symbol AIRC.
BBF	Blackrock Muni Income Trust	0	0	2	#{}	#{}	#{"United States"}	BlackRock Municipal Income Investment Trust is a closed ended fixed income mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests in the fixed income markets of United States. The fund primarily invests in investment grade municipal bonds exempt from federal income taxes. It was formerly known as BlackRock Florida Municipal Income Trust. BlackRock Municipal Income Investment Trust was formed on July 25, 2001 and is domiciled in United States.
BANC	First Pactrust Bancorp	0	0	2	#{}	#{}	#{"United States" "real estate"}	Banc of California, Inc. operates as the bank holding company for Banc of California, National Association that provides banking products and services in the United States. The company offers deposit products, including checking, savings, money market, retirement, and interest-bearing and noninterest-bearing demand accounts, as well as certificate of deposits. It also provides various commercial and consumer loan products, such as commercial and industrial loans; commercial real estate and multifamily loans; construction loans; single family residential mortgage loans; warehouse and indirect/direct leveraged lending; home equity lines of credit; small business administration loans; and other consumer loans. In addition, the company offers automated bill payment, cash and treasury management, foreign exchange, card payment, remote and mobile deposit capture, automated clearing house origination, wire transfer, direct deposit, and internet banking services; and master demand accounts, interest rate swaps, and safe deposit boxes. Further, it invests in collateralized loan obligations, agency securities, municipal bonds, agency residential mortgage-backed securities, and corporate debt securities. As of October 27, 2020, the company operated 31 full-service branches in Southern California. The company was formerly known as First PacTrust Bancorp, Inc. and changed its name to Banc of California, Inc. in July 2013. Banc of California, Inc. was founded in 1941 and is headquartered in Santa Ana, California.
SNR	New Senior Investment Group Inc	0	0	2	#{}	#{}	#{"United States" "real estate"}	New Senior Investment Group Inc. (NYSE: SNR) is a publicly-traded real estate investment trust with a diversified portfolio of senior housing properties located across the United States. New Senior is one of the largest owners of senior housing properties, with 103 properties across 36 states.
SOR	Source Capital	0	0	2	#{}	#{}	#{"United States"}	Source Capital, Inc. is a close-ended balanced fund launched and managed by First Pacific Advisors, LLC. The fund invests in the public equity markets of the United States. It seeks to invest in the stocks of companies operating across diversified sectors. The fund primarily invests in value stocks of small to mid cap companies. It employs fundamental analysis with a bottom-up stock selection approach, focusing on such factors as high liquidity, relatively unleveraged balance sheets, and long-term ability to earn above-average returns on capital to create its portfolio. The fund benchmarks the performance of its portfolio against the Russell 2500 Index, the S&P 500 Index, and the Nasdaq Composite Index. Source Capital, Inc. was formed in June 1, 1968 and is domiciled in the United States.
SPXX	Nuveen Equity Premium and Growth Fund	0	0	2	#{}	#{}	#{"United States"}	Nuveen S&P 500 Dynamic Overwrite Fund is a closed-ended equity indexed mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in stocks of large cap companies. The fund also invests through financial derivatives such as call options. It seeks to replicate the performance of the S&P 500 Index. The fund was formerly known as Nuveen Equity Premium and Growth Fund. Nuveen S&P 500 Dynamic Overwrite Fund was formed on November 11, 2004 and is domiciled in the United States.
AX	Axos Financial Inc	0	0	2	#{}	#{}	#{"United States" "real estate"}	Axos Financial, Inc., together with its subsidiaries, provides consumer and business banking products in the United States. The company offers deposits products, including consumer and business checking, demand, savings, time deposit, and money market accounts. It also provides single family and multifamily mortgage secured lending products; commercial real estate secured loans; automobile and RV secured loans; factoring loans; commercial and industrial loans and leases; and other loans, such as unsecured consumer loans, and other small balance business and consumer loans. In addition, Axos Financial, Inc. offers commercial lending, specialty finance factoring, and overdraft lines of credit, as well as fixed rate term unsecured loans to individual borrowers. Further, it provides prepaid card and refund transfer, debit card or ATM card, portfolio management, online bill payment, money transfer, overdraft protection, online and mobile banking, and text message banking services. Additionally, the company offers concierge banking services, bankruptcy and non-bankruptcy trustee and fiduciary services, mobile deposit services, peer to peer payment services, interbank transfer services, digital wallets, securities clearing services, and digital investment advisory services, as well as introduces broker-dealers and registered investment advisor correspondents. The company was formerly known as BofI Holding, Inc. and changed its name to Axos Financial, Inc. in September 2018. Axos Financial, Inc. was incorporated in 1999 and is headquartered in Las Vegas, Nevada.
AVK	Advent Claymore Convertible Securities	0	0	2	#{}	#{}	#{"United States"}	Advent Claymore Convertible Securities and Income Fund is a closed-ended fixed income mutual fund launched and managed by Advent Capital Management, LLC. The fund primarily invests in the fixed income markets of the United States. It seeks to invest in securities of companies operating across the diversified sectors. The fund invests approximately 60% of its portfolio in convertible securities and rest in lower-grade non-convertible income securities. It employs fundamental analysis to create its portfolio. Advent Claymore Convertible Securities and Income Fund was formed on April 29, 2003 and is domiciled in the United States.
STL	Sterling Bancorp	0	0	2	#{}	#{}	#{"United States" "real estate"}	Sterling Bancorp operates as the bank holding company for Sterling National Bank that provides various banking products and services to commercial, consumer, and municipal clients in the United States. The company accepts deposit products, including checking, savings, money market, time, and interest and non-interest bearing demand deposits, as well as certificates of deposit and mortgage escrow funds. It also originates various loans that comprise residential and commercial mortgage loans; commercial and industrial, asset-based, payroll finance, warehouse, factored receivables, equipment finance, public sector finance, and commercial real estate and multi-family loans; consumer loans, such as homeowner loans, home equity lines of credit, new and used automobile loans, mortgage loans, and personal unsecured loans; and acquisition, development, and construction loans. In addition, the company engages in the third-party provider to sell mutual funds and annuities; and provision of annuity and wealth management products. As of December 31, 2019, it operated 82 full-service retail and commercial financial centers, which comprise 21 offices are located in Nassau County, 16 in Suffolk County, 11 in Queens County, seven in Westchester County, nine in Kings County, seven in Rockland County, five in Orange County, New York City, and two in Bronx County, as well as one office each in Sullivan and Ulster Counties in New York; and one office in Bergen County, New Jersey. Sterling Bancorp was founded in 1888 and is headquartered in Pearl River, New York.
STON	Stonemor Partners LP	0	0	2	#{}	#{}	#{"United States" "lawn"}	StoneMor Inc. owns and operates cemeteries and funeral homes in the United States. The company operates in two segments, Cemetery Operations and Funeral Home Operations. The Cemetery Operations segment provides cemetery property interment rights, such as burial lots, lawn and mausoleum crypts, and cremation niches; cemetery merchandise comprising burial vaults, caskets, grave markers, and memorials; and cemetery services, which include opening and closing, cremation, and cemetery merchandise installation services. The Funeral Home Operations segment offers caskets and other funeral related items; and funeral home services, such as family consultation, the removal and preparation of remains, insurance products, and the use of funeral home facilities for visitation and memorial services. As of December 31, 2019, it owned and operated 321 cemeteries in 27 states and Puerto Rico; and 90 funeral homes in 17 states and Puerto Rico. The company is headquartered in Trevose, Pennsylvania.
SWZ	Swiss Helvetia Fund	0	0	2	#{}	#{}	#{"United States" "Switzerland"}	The Swiss Helvetia Fund Inc. is a closed-ended equity mutual fund launched and managed by Schroder Investment Management North America Inc. The fund invests in public equity markets of Switzerland. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in value stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach, focusing on factors such as capital appreciation, income, economic and industry trends, quality of management, financial condition, business plan, industry and sector market position, dividend payout ratio, and corporate governance to create its portfolio. The fund benchmarks the performance of its portfolio against the S&P 500 Index and MSCI EAFE Index. It was previously known as The Helvetia Fund, Inc. The Swiss Helvetia Fund Inc. was formed in October 24, 1986 and is domiciled in the United States.
ATEN	A10 Networks Inc	0	0	2	#{}	#{}	#{"technology" "United States"}	A10 Networks, Inc. provides software and hardware solutions in the United States, Japan, other Asia Pacific and EMEA countries, and Latin America. The company offers Thunder application delivery controller (ADC) that provides advanced server load balancing; Lightning ADC, a cloud-native software-as-a-service platform to boost the delivery and security of applications and micro services; and Thunder carrier grade networking product, which offers standards-compliant address and protocol translation services for service provider networks. It also provides Thunder threat protection system for the protection of networks and server resources against massive distributed denial of service attacks; Thunder secure sockets layer (SSL) insight solution that decrypts SSL-encrypted traffic and forwards it to a third-party security device for deep packet inspection; and Thunder convergent firewall, which addresses various critical security capabilities in one package by consolidating various security and networking functions in a single appliance. In addition, the company offers intelligent management and automation tools comprising harmony controller that provides intelligent management, automation, and analytics for secure application delivery in multi-cloud environment; and aGalaxy TPS, a multi-device network management solution. The company delivers its solutions on optimized hardware appliances, bare metal software, containerized software, virtual appliances, and cloud-native software. It serves cloud providers, Web-scale businesses, service providers, government organizations, and enterprises in the telecommunications, technology, industrial, retail, government, financial, gaming, and education industries. The company markets its products through sales organizations, as well as distribution channel partners, including distributors, value added resellers, and system integrators. A10 Networks, Inc. was incorporated in 2004 and is headquartered in San Jose, California.
