symbol	company	yayk	nayk	mayk	yay	nay	may	desc
OAS	Oasis Petroleum Inc	2	9	0	clojure.lang.LazySeq@e1a308e1	clojure.lang.LazySeq@f3491d57	clojure.lang.LazySeq@1	Oasis Petroleum Inc., an independent exploration and production company, focuses on the acquisition and development of onshore unconventional oil and natural gas resources in the North Dakota and Montana regions of the Williston Basin and the Texas region of the Delaware Basin. As of December 31, 2019, the company had 408,117 net leasehold acres in the Williston Basin; and 24,995 net leasehold acres in the Delaware Basin, as well as approximately 286.4 million barrels of oil equivalent of estimated net proved reserves. It also operates midstream services business. The company sells its crude oil and natural gas to refiners, marketers, and other purchasers that have access to pipeline and rail facilities. Oasis Petroleum Inc. was founded in 2007 and is headquartered in Houston, Texas.
XPEL	Xpel Technologies	2	1	1	clojure.lang.LazySeq@1f2b1ee1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@86da3fbe	XPEL, Inc. manufactures, sells, distributes, and installs after-market automotive products in the United States, China, Canada, Continental Europe, the United Kingdom, Asia Pacific, Latin America, the Middle East/Africa, and internationally. The company offers automotive surface and paint protection, headlight protection, and automotive and architectural window films, as well as proprietary software. It also provides merchandise and apparel, aftercare products, and ceramic coatings. In addition, the company offers paint protection kits, car wash products, after-care products, and installation tools through its website. It sells its products to independent installers and new car dealerships, third party distributors, owned installation centers, and franchisees and online. XPEL, Inc. was founded in 1999 and is headquartered in San Antonio, Texas.
XSPA	Xpresspa Group Inc	2	2	0	clojure.lang.LazySeq@165d610a	clojure.lang.LazySeq@66e645c1	clojure.lang.LazySeq@1	XpresSpa Group, Inc., a health and wellness services company, provides spa services and related products at airports. The company offers massage services for the neck, back, feet, and whole body; nail care, including pedicures, manicures, and polish changes; travel products, such as neck pillows, blankets, and massage tools; and cryotherapy services, compression services, and personal care services, as well as retail products. As of December 7, 2020, it provided its services through 50 locations in 25 airports worldwide. XpresSpa Group, Inc., through its subsidiary XpresTest, Inc., provides COVID-19 screening and testing, and rapid testing services for other communicable diseases, such as influenza, mononucleosis and group A streptococcus, and flu vaccination services under the XpresCheck brand. The company was formerly known as FORM Holdings Corp. and changed its name to XpresSpa Group, Inc. in January 2018. XpresSpa Group, Inc. is headquartered in New York, New York.
YI	111 Inc ADR	2	7	1	clojure.lang.LazySeq@de428861	clojure.lang.LazySeq@8b1b76c3	clojure.lang.LazySeq@9be7852b	111, Inc., through its subsidiaries, operates an integrated online and offline platform in the healthcare market in the People's Republic of China. It operates through two segments, B2B and B2C. The company sells medical and wellness products through online retail, and wholesale and retail pharmacies, as well as provides value-added services, such as online consultation services and e-prescription services to consumers. Its product portfolio comprises prescription and over-the counter drugs, such as western and traditional Chinese medicinal drugs; nutritional supplements, such as vitamins and dietary products; contact lenses; medical supplies and devices, including bandages and thermometers; and personal care products, such as skin care, birth control, and sexual wellness products; and baby products. The company also operates an online marketplace where third-party sellers can directly sell to pharmacies; provides online loan application services to the clients of 1 Drug Mall, including pharmacies and wholesalers; and digital contract sales organization and data services. As of December 31, 2019, it operated 12 offline retail pharmacies under the Yi Hao Pharmacy brand name in Guangzhou, Shanghai, Tianjin, and Kunshan. In addition, the company offers warehousing, logistics, procurement, research and development, and consulting services; and software development and information technology support services. It serves pharmacies, pharmaceutical companies and distributors, medical professionals, and insurance companies. 111, Inc. has a strategic partnership with Bayer Healthcare Co. Ltd. to develop a digitalized content portal that would provide online pharmacist training and interactive patient education content and services. The company was formerly known as New Peak Group and changed its name to 111, Inc. in April 2018. 111, Inc. was founded in 2010 and is headquartered in Shanghai, the People's Republic of China.
AHPI	Allied Healthcare	2	3	0	clojure.lang.LazySeq@e6a04f41	clojure.lang.LazySeq@192925bf	clojure.lang.LazySeq@1	Allied Healthcare Products, Inc. manufactures and markets respiratory products for use in the health care industry in a range of hospitals and alternate site settings worldwide. The company offers respiratory care/anesthesia products, including air compressors, calibration equipment, humidifiers, croup tents, and equipment dryers, as well as respiratory disposable products, such as oxygen tubing products, facemasks, cannulas, and ventilator circuits; and home respiratory care products comprising aluminum oxygen cylinders, oxygen regulators, pneumatic nebulizers, portable suction equipment, and a line of respiratory disposable products. It also provides medical gas equipment, which include construction products consisting of in-wall medical system components, central station pumps and compressors, and headwalls; regulation devices and suction equipment comprising flowmeters, vacuum regulators, and pressure regulators, as well as related adapters, fittings, and hoses that measure, regulate, monitor, and transfer medical gases from walled piping or equipment to patients; and disposable oxygen cylinders to provide oxygen for short periods. In addition, the company offers emergency medical products that include respiratory/resuscitation products, such as demand resuscitation valves, portable resuscitation systems, bag masks and related products, emergency transport ventilators, precision oxygen regulators, minilators, multilators, and humidifiers; and trauma and patient handling products that include spine immobilization products, pneumatic anti-shock garments, and trauma burn kits. It serves hospitals, hospital equipment dealers, hospital construction contractors, home health care dealers, emergency medical products dealers, and others. Allied Healthcare Products, Inc. was incorporated in 1979 and is headquartered in St. Louis, Missouri.
ALTM	Altus Midstream Company	2	6	0	clojure.lang.LazySeq@e1a308e1	clojure.lang.LazySeq@88b967b8	clojure.lang.LazySeq@1	Altus Midstream Company owns gas gathering, processing, and transmission assets in the Permian Basin of West Texas. As of December 31, 2019, its assets included approximately 178 miles of in-service natural gas gathering, 55 miles of residue gas, and 38 miles of natural gas liquids (NGL) pipelines; three cryogenic processing trains; and an NGL truck loading terminal with six lease automatic custody transfer units and eight NGL bullet tanks. The company is based in Houston, Texas. Altus Midstream Company is a subsidiary of Apache Midstream LLC.
YTRA	Yatra Online Inc	2	0	0	clojure.lang.LazySeq@870726a1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Yatra Online, Inc. operates as an online travel company in India and internationally. It operates through Air Ticketing, and Hotels and Packages segments. The company provides travel-related services, including domestic and international air ticketing, hotel bookings, homestays, holiday packages, bus ticketing, rail ticketing, cab bookings, and ancillary services for leisure and business travelers. It offers various services, including exploring and searching comprises web and mobile platforms that enable customers to explore and search flights, hotels, holiday packages, buses, trains, and activities through its Website, yatra.com. In addition, the company provides its services through mobile applications that comprise Yatra, a mobile interface; Yatra Mini, a multi-lingual, mass-market Android application that provides customers with ready access to rail and bus bookings, as well as budget hotels; Yatra Web Check-In, an application for flight check-in process for travelers; Yatra Corporate, a self-booking application for business customers; Travelguru HomeStay, an application that connects homeowners and travelers to facilitate homestay booking; and Yatra Hoteliers DESTranet, an application for hotel owners and operators to update and manage their inventories, rates, and check-in process. Further, it offers tours, sightseeing, shows, and event services; rail and cab services, and other ancillary travel services; and sells travel vouchers and coupons. As of March 31, 2020, it served approximately 11.1 million customers. The company was incorporated in 2005 and is headquartered in Gurugram, India.
ELTK	Eltek Ltd	2	0	2	clojure.lang.LazySeq@fbac133	clojure.lang.LazySeq@1	clojure.lang.LazySeq@6373efc1	Eltek Ltd. manufactures, markets, and sells printed circuit boards (PCBs) in Israel, Europe, North America, India, the Netherlands, and internationally. The company offers a range of custom designed PCBs, including rigid, double-sided, and multi-layer PCBs; and flexible circuitry, such as flex and flex-rigid boards. It primarily serves manufacturers of defense and aerospace, medical, industrial, telecom, and networking equipment, as well as contract electronic manufacturers and others. The company markets and sells its products primarily through direct sales personnel, sales representatives, and PCB trading and manufacturing companies. Eltek Ltd. was founded in 1970 and is headquartered in Petach Tikva, Israel. Eltek Ltd. is a subsidiary of Nistec Golan Ltd.
ZCMD	Zhongchao Inc Cl A	2	2	0	clojure.lang.LazySeq@b0053b61	clojure.lang.LazySeq@7c20aaa1	clojure.lang.LazySeq@1	Zhongchao Inc. provides healthcare information, education, and training services in China. It offers online and onsite health information services, healthcare education programs, and healthcare training products, including clinical practice training, open classes of popular medical topics, interactive case studies, academic conference and workshops, continuing education courses, and articles and short videos with educational healthcare content. The company operates through its mdmooc.org online platform, as well as Sunshine Health Forums, a Wechat subscription account and mobile app. It serves enterprises, non-for-profit organizations, and medical journals, as well as healthcare professionals, nurses, doctors, and other healthcare workers. The company was founded in 2012 and is headquartered in Shanghai, China.
ODP	Office Depot	2	0	10	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d5b5ce74	The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom. The Business Solutions division offers office supply products and services, cleaning and breakroom supplies, technology services, copy and print services, and office furniture products and services through sales forces, catalogs, and telesales, as well as through Internet Websites in the United States, Puerto Rico, the U.S. Virgin Islands, and Canada. The Retail division operates a chain of retail stores, which offer office supplies; technology products and solutions; business machines and related supplies; print, cleaning, breakroom, and facilities products; and furniture, as well as printing, reproduction, mailing, and shipping services. As of March 28, 2020, this division operated 1,295 retail stores in the United States, Puerto Rico, and the U.S. Virgin Islands. The CompuCom division offers technology services supporting the distributed technology needs of enterprise organizations in the United States and Canada. It offers a range of solutions, including technology lifecycle management, end user computing and collaboration, service desk, remote technology monitoring and management, and IT workforce solutions. The company offers its products under various brands, including Office Depot, OfficeMax, CompuCom, and Grand&Toy, as well as others. The ODP Corporation was founded in 1986 and is based in Boca Raton, Florida.
OEG	Orbital Energy Group Inc	2	1	5	clojure.lang.LazySeq@35086f88	clojure.lang.LazySeq@31431fe7	clojure.lang.LazySeq@9cbbdf92	Orbital Energy Group, Inc. engages in the design, installation, and commissioning of industrial gas sampling, measurement, and delivery systems for energy, power, and processing markets in the United States and the United Kingdom. It also provides engineering, construction, maintenance, and emergency response solutions to the power, utilities, and midstream markets; and engineering, procurement, and construction services in the renewable energy industry The company, formerly known as CUI Global, Inc., was founded in 1998 and is based in Houston, Texas.
OFS	Ofs Capital Corp	2	0	1	clojure.lang.LazySeq@c2b78a78	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	OFS Capital Corporation is a business development company specializing in direct and fund investments as well as add-on acquisitions. It does not invest in operational turnarounds or start-up businesses. For direct, it specializes in debt and structured equity investments, recapitalizations and refinancing, management and leveraged buyouts, acquisition financings, shareholder liquidity events, growth capital, independent sponsor transactions, ESOPs, and minority investments in the lower middle market companies. It invests in the aerospace and defense, business services, consumer products and services, food and beverage, health care services, specialty chemicals, transportation and logistics, value added distribution, franchising, and industrial and niche manufacturing sectors. The firm invests in companies based in United States. It seeks to invest between $5 million and $20 million, revenues between $10 million and $200 million, Annual EBITDA more than $3 million, and Enterprise value between $10 million and $500 million. The firm seeks to invest in companies with debt investment values between $5 million and $25 million. The fund uses senior secured, unitranche loans, first-lien, second-lien, subordinated/ mezzanine loans, warrants, and preferred equity securities and common equity securities. It prefers to take a minority stake in the investments made. It also co-invests with its partners for additional capital.
HUGE	Fsd Pharma Inc Cl B	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@f8c1f362	clojure.lang.LazySeq@1	FSD Pharma Inc., through its subsidiary, FV Pharma Inc., produces medical cannabis in Canada. The company focuses on the development of indoor grown pharmaceutical grade cannabis; and research and development of various cannabinoid-based treatments for central nervous system disorders and autoimmune diseases of the skin, GI tract, and musculoskeletal system, such as chronic pain. FSD Pharma Inc. has strategic alliance agreements with SciCann Therapeutics Inc., CannTab Therapeutics, and Solarvest BioEnergy Inc. The company was founded in 1998 and is headquartered in Toronto, Canada.
OLED	Universal Display	2	1	3	clojure.lang.LazySeq@6abe121	clojure.lang.LazySeq@e2923ebf	clojure.lang.LazySeq@bd0b87eb	Universal Display Corporation engages in the research, development, and commercialization of organic light emitting diode (OLED) technologies and materials for use in display and solid-state lighting applications. As of February 20, 2020, it owned, exclusively licenses, or had sole rights to sublicense approximately 5,000 issued and pending patents worldwide. The company licenses and supplies its proprietary UniversalPHOLED materials to display and lighting manufacturers, and others. It is also involved in the research, development, and commercialization of other OLED device and manufacturing technologies, including FOLED that are flexible OLEDs for the fabrication of OLEDs on flexible substrates; OVJP, an organic vapor jet printing technology; thin-film encapsulation technology for the packaging of flexible OLEDs and other thin-film devices, as well as for use as a barrier film for plastic substrates; and UniversalP2OLED, which are printable phosphorescent OLEDs. In addition, the company provides technology development and support services, including third-party collaboration and support to third parties for the commercialization of their OLED products. Further, it provides contract research services in the areas of chemical materials synthesis research, development, and commercialization for non-OLED applications. The company was founded in 1985 and is headquartered in Ewing, New Jersey.
OLLI	Ollies Bargain CS	2	0	2	clojure.lang.LazySeq@e6a04f41	clojure.lang.LazySeq@1	clojure.lang.LazySeq@8cfa11d4	Ollie's Bargain Outlet Holdings, Inc. operates as a retailer of brand name merchandise. The company offers food products, housewares, books and stationery, bed and bath products, health and beauty products, floor coverings, electronics, and toys; and other products, including hardware, personal health care, candy, clothing, sporting, pet and lawn, and garden products. It provides its products primarily under the Ollie's, Ollie's Bargain Outlet, Good Stuff Cheap, Ollie's Army, Real Brands Real Cheap!, Real Brands! Real Bargains, Sarasota Breeze, Steelton Tools, American Way, and Commonwealth Classics names. As of June 6, 2019, it operated 327 stores in 23 states in the eastern half of the United States. The company was formerly known as Bargain Holdings, Inc. and changed its name to Ollie's Bargain Outlet Holdings, Inc. in March 2015. Ollie's Bargain Outlet Holdings, Inc. was founded in 1982 and is headquartered in Harrisburg, Pennsylvania.
HURC	Hurco Cos Inc	2	0	2	clojure.lang.LazySeq@953eef92	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3c36a745	Hurco Companies, Inc., an industrial technology company, designs, manufactures, and sells computerized machine tools to companies in the metal cutting industry worldwide. The company's principal products include general-purpose computerized machine tools, including vertical machining centers and turning centers. It also provides computer control systems and related software for press brake applications. In addition, the company offers machine tool components, automation integration equipment, and solutions for job shops; and software options, control upgrades, and accessories and replacement parts for its products, as well as customer service, training, and applications support services. It serves independent job shops and specialized short-run production applications within large manufacturing operations, as well as precision tool, die, and mold manufacturers in aerospace, defense, medical equipment, energy, automotive/transportation, electronics, and computer industries. The company sells its products under the Hurco, Milltronics, and Takumi brands through independent agents and distributors, as well as through its direct sales and service organizations. Hurco Companies, Inc. was founded in 1968 and is headquartered in Indianapolis, Indiana.
SNRHU	Senior Connect Acquisition Corp. I	1	0	0	clojure.lang.LazySeq@8099ee9b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Senior Connect Acquisition Corp. I focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was formerly known as Health Connect Acquisitions Corp. I. Senior Connect Acquisition Corp. I was founded in 2020 and is based in Scottsdale, Arizona.
CYBR	Cyberark Soft Ord	1	0	5	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@5ee6091e	CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services for organizations to safeguard and monitor their privileged accounts. The company's solutions include Core Privileged Access Security for risk-based credential security and session management with add-on options for least privilege server and domain controller protection, as well as secure remote vendor access to privileged access security; Application Access Manager for secrets management for application types and non-human identities; and Endpoint Privilege Manager for least privilege and credential theft protection for workstations. It also provides Sensitive Information Management solution; and software maintenance and support, and professional services. The company offers its products to financial services, manufacturing, insurance, healthcare, energy and utilities, transportation, retail, technology, and telecommunications industries; and government agencies through direct sales force, as well as distributors, systems integrators, value-added resellers, and managed security service providers. It operates in the United States, Europe, the Middle East, Africa, the Asia Pacific, Japan, Latin America, and Canada. CyberArk Software Ltd. was founded in 1999 and is headquartered in Petach Tikva, Israel.
SNY	Sanofi-Aventis S.A.	1	2	0	clojure.lang.LazySeq@8099ee9b	clojure.lang.LazySeq@cf45d3c1	clojure.lang.LazySeq@1	Sanofi provides therapeutic solutions worldwide. It offers Cerezyme and Cerdelga for Gaucher, Myozyme and Lumizyme for Pompe, Fabrazyme for Fabry, and Aldurazyme for mucopolysaccharidosis Type 1; and Aubagio and Lemtrada for multiple sclerosis. It also provides Dupixent for atopic dermatitis; Kevzara for rheumatoid arthritis; Eloctate and Alprolix to treat hemophilia; and Cablivi to treat acquired thrombotic thrombocytopenic purpura. In addition, it offers Libtayo for metastatic cutaneous squamous cell carcinoma; Jevtana and Taxotere taxane for cancers; Eloxatin for colon cancer; Thymoglobulin, an immunosuppressive and immunomodulating agent; Mozobil for hematologic malignancies; and Zaltrap for metastatic colorectal cancer. Further, it provides Lantus, Toujeo, Apidra, and Insuman insulins; Amaryl sulfonylurea; Adlyxin/Lyxumia, a GLP-1 receptor agonist; Soliqua 100/33/Suliqua, an insulin glargine and lixisenatide combination to treat diabetes; Admelog/Insulin lispro insulin; Praluent, a cholesterol-lowering drug; and Multaq, an anti-arrhythmic drug. Additionally, it offers Plavix for atherothrombotic conditions; Lovenox for the prophylaxis, venous thromboembolism, and acute coronary syndrome; Aprovel and CoAprovel anti-hypertensives; Renagel and Renvela for patients undergoing dialysis; Synvisc and Synvisc-One viscosupplements for osteoarthritis; Stilnox for insomnia; Allegra for seasonal allergic rhinitis and uncomplicated hives; and Depakine for epilepsy. It also provides generic products; and products for allergy, cough, cold, pain, nutrition, digestion, pediatrics, influenza, meningitis, travel, and endemic vaccines; and adult and adolescent boosters. Sanofi has collaborations with Verily Life Sciences LLC; Happify Health; GlaxoSmithKline Plc; Kymera Therapeutics; Parkinson's Foundation, Inc.; and Nurix Therapeutics, Inc. The company was formerly known as Sanofi-Aventis. Sanofi was incorporated in 1994 and is headquartered in Paris, France.
CPSS	Consumer Portfol	1	1	1	clojure.lang.LazySeq@f44527cc	clojure.lang.LazySeq@6983c7e	clojure.lang.LazySeq@86da3fbe	Consumer Portfolio Services, Inc. operates as a specialty finance company in the United States. It purchases and services retail automobile contracts originated by franchised automobile dealers and select independent dealers in the sale of new and used automobiles, light trucks, and passenger vans. The company, through its automobile contract purchases, offers indirect financing to the customers of dealers with limited credit histories or past credit problems. It serves as an alternative source of financing for dealers, facilitating sales to customers who might not be able to obtain financing from commercial banks, credit unions, and the captive finance companies. The company also acquires installment purchase contracts in four merger and acquisition transactions; and offers financing directly to sub-prime consumers to facilitate their purchase of a new or used automobile, light truck, or passenger van. The company services its automobile contracts through its branches in California, Nevada, Virginia, Florida, and Illinois. Consumer Portfolio Services, Inc. was founded in 1991 and is headquartered in Irvine, California.
ANAT	Amer Natl Insurance	1	1	1	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@86da3fbe	American National Group, Inc. provides life insurance, annuities, property and casualty insurance, health insurance, credit insurance, and pension products in the United States, the District of Columbia, and Puerto Rico. It offers whole life, term life, universal life, variable universal life, and credit life insurance products. The company also provides deferred, variable, and single premium immediate annuity products; and medicare supplement, supplemental, stop-loss, credit disability, and medical expense insurance products. In addition, it offers personal lines insurance, such as auto, homeowners, boats, motorcycles, recreational vehicles, and other exposures; and commercial lines of insurance, including property and casualty coverage tailored for a farm, ranch, or other agricultural business within the rural and suburban markets, as well as business owners, property, liability, mortgage security insurance, and workers' compensation coverages. Further, the company provides credit-related property insurance products comprising collateral or creditor protection insurance; and guaranteed auto protection or guaranteed asset protection insurance. Additionally, it engages in the investment activities. The company distributes its products through career and multiple-line agents, broker-dealers, independent insurance agents and brokers, managing general underwriters, marketing organizations, employee benefit firms, and financial institutions, as well as through direct marketing channels and call centers. American National Group, Inc. was founded in 1905 and is based in Galveston, Texas.
AROW	Arrow Financial Corp	1	0	5	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@bb33912d	Arrow Financial Corporation, a bank holding company, provides commercial and consumer banking, and financial products and services. The company's deposit products include demand deposits, interest-bearing checking accounts, savings deposits, time deposits, and other time deposits. Its lending activities comprise commercial loans, such as term loans, time notes, and lines of credit; and commercial real estate loans to finance real estate purchases, refinancing, expansions, and improvements to commercial properties, as well as commercial construction and land development loans to finance projects. The company's lending activities also include consumer installment loans to finance personal expenditures, personal lines of credit, overdraft protection, and automobile loans; and residential real estate loans, fixed home equity loans, and home equity lines of credit for consumers to finance home improvements, debt consolidation, education, and other uses. In addition, it maintains an indirect lending program; and sells residential real estate loan originations into the secondary market. Further, the company provides retirement planning, trust, and estate administration services for individuals; and pension, profit-sharing, and employee benefit plan administration services for corporations. Additionally, it offers insurance agency services comprising group health care policies and life insurance, and property and casualty insurance products; and investment advisory services to its proprietary mutual funds, as well as holds a real estate investment trust. The company operates in the northeastern region of New York State in Warren, Washington, Saratoga, Essex, Clinton, Rensselaer, Albany, and Schenectady counties, as well as surrounding areas. It owns twenty-seven branch banking offices; and leases thirteen branch banking offices, as well as two residential loan origination offices. The company was founded in 1851 and is headquartered in Glens Falls, New York.
MAYS	J W Mays Inc	1	0	2	clojure.lang.LazySeq@f640e59b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@74abe912	J.W. Mays, Inc. owns, operates, and leases commercial real estate properties in the United States. Its properties are located in Brooklyn, Jamaica, Fishkill, Levittown, and Massapequa of New York, as well as Circleville of Ohio. The company was founded in 1924 and is based in Brooklyn, New York.
ATHA	Athira Pharma Inc	1	0	3	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@6af725d2	Athira Pharma, Inc., a clinical-stage biopharmaceutical company, develops small molecules to restore neuronal health and stop neurodegradation. Its lead product candidate is ATH-1017, a blood brain barrier-penetrating, small hepatocyte growth factor/MET activator that is in various clinical trials for the treatment of Alzheimer's and Parkinson's diseases. The company also develops product candidates, which are in preclinical stage, including ATH-1019 for depression; and ATH-1018 for peripheral neuropathy. Athira Pharma, Inc. was formerly known as M3 Biotechnology, Inc. and changed its name to Athira Pharma, Inc. in April 2019. The company was incorporated in 2011 and is based in Seattle, Washington.
BRP	Brp Group Inc Cl A	1	0	1	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	BRP Group, Inc. operates as an insurance distribution company in the United States and internationally. The company operates through four segments: Middle Market, Specialty, MainStreet, and Medicare. The Middle Market segment provides private risk management, commercial risk management, and employee benefits solutions for mid-to-large size businesses and high net worth individuals and families. The Specialty segment operates as a wholesale co-brokerage platform that delivers programs requiring underwriting and placement services. The MainStreet segment offers personal, commercial, and life and health solutions to individuals and businesses in their communities. The Medicare segment provides consultation for government assistance programs and solutions to seniors and individuals through a network of agents. The company was founded in 2011 and is headquartered in Tampa, Florida.
QUMU	Qumu Corp	1	0	1	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@9be7852b	Qumu Corporation provides tools to create, manage, secure, distribute, and deliver live and on-demand video content for the enterprises. It offers an end-to-end video creation, management, and delivery solution through the sale of software licenses and hardware, software on server appliance, software-enabled devices, and a cloud-hosted software-as-a-service platform. The company also provides maintenance and support, professional, and other services. The company markets its products to customers in the banking, finance and insurance, manufacturing, services and consulting, telecom and technology, and biotech and health care markets, as well as to government customers through direct sales and channel partners in North America, Europe, and Asia. The company was formerly known as Rimage Corporation and changed its name to Qumu Corporation in September 2013. Qumu Corporation was founded in 1978 and is headquartered in Minneapolis, Minnesota.
ADTN	Adtran Inc	1	0	1	clojure.lang.LazySeq@65cda8a	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	ADTRAN, Inc. provides networking and communications equipment for service providers, cable/multiple system operators, and distributed enterprises in the United States and internationally. The company operates through Network Solutions, and Services & Support segments. It offers fiber to the premises and fiber to the node (FTTN) multi-service access nodes (MSAN); fiber aggregation and FTTN MSAN; network management and subscriber services control and orchestration software; software defined networking -controlled programmable network elements; fiber to the distribution point units; optical line terminals and transport solutions; optical networking edge aggregation; IP digital subscriber line access multiplexers; cabinet and outside-plant enclosures and services; transceivers, cables, and other miscellaneous materials; and other products, software, and services. The company also provides broadband customer premise solutions and point-to-point Ethernet optical network terminals; radio frequency over glass micro nodes; residential gateway products and accessories; Wi-Fi access points; ethernet switches for multi-gigabit local area networking; SmartOS software licensing for residential and enterprise gateway, and Wi-Fi devices; cloud-based SaaS management platforms; Wi-Fi-enabled residential gateway products and accessories; access points and virtual wireless local area networks for business-class Wi-Fi and management; and pre-sale and post-sale technical support. In addition, it offers planning, engineering, program management, maintenance, installation, and commissioning services. Further, the company offers time division multiplexed and asynchronous transfer mode based aggregation systems and customer devices; and high-bit-rate digital subscriber line, asymmetric digital subscriber line, and other technologies to deliver business and residential services. ADTRAN, Inc. was founded in 1985 and is headquartered in Huntsville, Alabama.
SONM	Sonim Technologies Inc	1	0	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@272961d8	Sonim Technologies, Inc. provides ruggedized mobile phones and accessories for task workers. It offers ruggedized mobile phones, such as Sonim XP8, Sonim XP5s, and Sonim XP3 based on the Android platform that are capable of attaching to public and private wireless networks; industrial-grade accessories, including remote speaker microphones, multi-bay charging accessories, and in-vehicle hands-free voice communications solutions; cloud-based software and application services; and Rapid Deployment Kit, a portable communications system. Sonim Technologies, Inc. sells its mobile phones and accessories primarily to wireless carriers in the United States and Canada. The company serves transportation and logistics, construction, manufacturing, facilities management, energy and utility, and public sectors. The company was formerly known as NaviSpin.com, Inc. and changed its name to Sonim Technologies, Inc. in December 2001. Sonim Technologies, Inc. was incorporated in 1999 and is headquartered in Austin, Texas.
BCLI	Brainstorm Cell	1	0	3	clojure.lang.LazySeq@ed8dccff	clojure.lang.LazySeq@1	clojure.lang.LazySeq@56e9e8a3	Brainstorm Cell Therapeutics Inc., a biotechnology company, engages in the development and commercialization of central nervous system (CNS) adult stem cell therapies designed to address the unmet medical needs of patients with debilitating neurodegenerative diseases. The company holds rights to develop and commercialize its NurOwn technology that utilizes a patient's own cells, which are engineered outside the body, to produce and secrete factors known to promote neuronal survival. It is developing NurOwn for various neurodegenerative diseases, including its lead indication, which is in Phase III clinical trial for the treatment of amyotrophic lateral sclerosis, as well as in Phase II for the treatment of multiple sclerosis, and preclinical trial for Parkinson's disease, Huntington's disease, and autism spectrum disorder. The company has a partnership with Catalent for the manufacture of NurOwn, an autologous cellular therapy. The company was formerly known as Golden Hand Resources Inc. and changed its name to Brainstorm Cell Therapeutics Inc. in November 2004. Brainstorm Cell Therapeutics Inc. was founded in 2000 and is headquartered in New York, New York.
YVR	Liquid Media Group Ltd	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@aa1	clojure.lang.LazySeq@e663d2fb	Liquid Media Group Ltd. operates as a media and entertainment company. The company provides video game products primarily for the casual-game consumers; and publishes video games for interactive entertainment hardware platforms. It also offers gaming, visual effects (VFX), and production services; and distributes third-party film and TV content through its digital platforms. Liquid Media Group Ltd. is headquartered in Vancouver, Canada.
MBNKP	Medallion Bank Fixed-To-Floating Rate Non-Cumula	1	1	4	clojure.lang.LazySeq@688a5e0	clojure.lang.LazySeq@5edbbfc	clojure.lang.LazySeq@598f113d	Medallion Bank operates as an industrial bank in the United States. The company operates through four segments: Recreation Lending, Home Improvement Lending, Medallion Lending, and Other. It provides consumer loans to purchase recreational vehicles, boats, and utility and horse trailers. The company also offers financing for windows, siding, and roof replacement; swimming pool and solar system installation; kitchen, bath, and basement remodels; HVAC replacement or installation; and other home improvement projects. It offers its products through the network of dealers, contractors, and financial service providers (FSPs). The company was founded in 2002 and is headquartered in Salt Lake City, Utah. Medallion Bank operates as a subsidiary of Medallion Financial Corp.
