symbol	company	yayk	nayk	mayk	yay	nay	may	desc
CPX.TO	Capital Power Corp	6	2	2	clojure.lang.LazySeq@689db888	clojure.lang.LazySeq@72b9ff6c	clojure.lang.LazySeq@272961d8	Capital Power Corporation develops, acquires, owns, and operates power generation facilities in Canada and the United States. The company generates electricity from various energy sources, including natural and landfill gas, coal, wind, waste heat, solid fuels, and solar. It owns an approximately 6,500 megawatts of power generation capacity at 28 facilities. The company also manages its related electricity, natural gas, and emissions portfolios by undertaking trading and marketing activities. Capital Power Corporation was founded in 1891 and is headquartered in Edmonton, Canada.
GWO.TO	Great-West Lifeco Inc	6	0	1	clojure.lang.LazySeq@c679fce2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Great-West Lifeco Inc., a financial services holding company, engages in the life and health insurance, retirement and investment services, asset management, and reinsurance businesses in Canada, the United States, and Europe. The company offers a portfolio of financial and benefit plan solutions for individuals, families, businesses, and organizations; life, disability, critical illness, accidental death, dismemberment, health and dental protection, and creditor insurance products; and wealth savings and income, accumulation, and annuity products. It also provides employer-sponsored retirement savings plans, individual retirement accounts, enrollment services, communication materials, investment options, and education services; and fund management, investment, and advisory services. In addition, the company offers private-label recordkeeping and administrative services; and investment products, including equity, fixed income, absolute return, and alternative strategies. Further, it provides protection and wealth management products, including payout annuity products; life, annuity/longevity, mortgage, and property catastrophe reinsurance; and pension products. The company offers its products under the under various brand names, including the Great-West Life, London Life, the Canada Life, the Freedom 55 Financial, the Irish Life, the Great-West Financial, the Empower Retirement, and the Putnam Investments. It distributes its products through a network of advisors, dealers, brokers, managing general agencies, financial institutions, consultants, third-party administrators, sales force, financial planners, employee benefit consultants, banks, and multi-tied agents. The company was founded in 1891 and is based in Winnipeg, Canada. Great-West Lifeco Inc. operates as a subsidiary of Power Financial Corporation.
RY.TO	Royal Bank of Canada	6	0	0	clojure.lang.LazySeq@60ddf3ef	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Royal Bank of Canada operates as a diversified financial service company worldwide. The company's Personal & Commercial Banking segment offers checking and savings accounts, home equity financing, personal lending, private banking, indirect lending, mutual funds and self-directed brokerage accounts, guaranteed investment certificates, credit cards, and payment products and solutions; and lending, leasing, deposit, investment, foreign exchange, cash management, auto dealer financing, trade products, and services to small and medium-sized commercial businesses. This segment offers financial products and services through branches, automated teller machines, and mobile sales network. Its Wealth Management segment provides a suite of advice-based solutions and strategies to high net worth and ultra-high net worth individuals, and institutional clients. The company's Insurance segment offers life, health, home, auto, travel, wealth, annuities, and reinsurance advice and solutions; and creditor and business insurance services to individual, business, and group clients through its field sales force, advice centers, and online, as well as through independent insurance advisors and affinity relationships. Its Investor & Treasury Services segment provides asset, cash management, transaction banking, and treasury services to institutional clients; correspondent banking and trade finance services for financial institutions; and short-term funding and liquidity management services. The company's Capital Markets segment offers corporate and investment banking, as well as equity and debt origination, distribution, sale, and trading services for corporations, institutional investors, asset managers, governments, and central banks. Royal Bank of Canada has a strategic partnership with Royal College Of Physicians & Surgeons Of Canada to support the needs of Canada's medical specialists. The company was founded in 1864 and is headquartered in Toronto, Canada.
FFH.TO	Fairfax Financial Holdings Ltd	6	0	2	clojure.lang.LazySeq@bd488d96	clojure.lang.LazySeq@1	clojure.lang.LazySeq@8cb9cf3e	Fairfax Financial Holdings Limited, together with its subsidiaries, provides property and casualty insurance and reinsurance, and investment management services in the United States, Canada, Asia, and internationally. It insures against losses to property from fire, explosion, earthquake, windstorm, flood, boiler explosion, machinery breakdown, and construction defects, as well as underwrites automobile, commercial and personal property, and crop insurance. The company also offers workers' compensation, employer's liability, accident and health, medical malpractice, professional liability, and umbrella coverage insurance products; marine, aerospace, surety risk, and other miscellaneous risks and liabilities insurance products; and reinsurance products. In addition, it retails home improvement goods, toys and baby products, golf equipment, consumables, athletic apparel and accessories, and tableware and gifts; invests in retail and other businesses; owns and operates holiday resorts; and develops, produces, markets, and distributes television programs. Further, the company provides pet medical insurance and database, media and marketing, and integrated travel and travel-related financial services, as well as infrastructure services to industries and government; and originates, processes, and distributes pulses, food staples, and food ingredients. It operates approximately 82 toys and baby products stores in Canada. The company was formerly known as Markel Financial Holdings Limited and changed its name to Fairfax Financial Holdings Limited in 1987. Fairfax Financial Holdings Limited was incorporated in 1951 and is headquartered in Toronto, Canada.
ERF.TO	Enerplus Corp	6	9	1	clojure.lang.LazySeq@7f7cfb41	clojure.lang.LazySeq@194791f1	clojure.lang.LazySeq@86da3fbe	Enerplus Corporation, together with subsidiaries, engages in the exploration and development of crude oil and natural gas in the United States and Canada. The company's oil and natural gas properties are located primarily in North Dakota, Montana, Colorado, and Pennsylvania; and Alberta, British Columbia, and Saskatchewan. As of December 31, 2019, it had proved plus probable gross reserves of approximately 10.6 million barrels (MMbbls) of light and medium crude oil; 26.6 MMbbls of heavy crude oil; 181.1 MMbbls of tight oil; 22.7 MMbbls of natural gas liquids; 31.6 billion cubic feet (Bcf) of conventional natural gas; and 1,167.3 Bcf of shale gas. Enerplus Corporation was founded in 1986 and is headquartered in Calgary, Canada.
PYR.TO	Pyrogenesis Canada Inc	6	2	2	clojure.lang.LazySeq@f05a1ba2	clojure.lang.LazySeq@35be01	clojure.lang.LazySeq@604a9a89	PyroGenesis Canada Inc. designs, develops, manufactures, and commercializes advanced plasma processes and systems in Canada and internationally. It offers DROSRITE, a sustainable process for enhancing metal recovery from dross targeting primarily metallurgical industry; plasma atomized metal powders; PUREVAP, a process to produce high purity metallurgical grade silicon and solar grade silicon from quartz; plasma fired steam generator, which directly generates steam suitable for steam-assisted gravity drainage (SAGD) for the oil and gas industry; and custom reactors and furnaces for use in advanced materials, metallurgical, environmental, and chemical fields. The company also provides plasma torches, including APT for waste treatment, gas heating, research and development, and advanced materials production applications; Minigun, which offers a solution for thermal treatment of metals, nanotechnology, and material fabrication; reverse polarity torches for use in the production of high purity materials and nanomaterials, research and development, waste treatment, and thermal spray coatings; and SPT plasma torches for use in the destruction of refrigerants and other substances. In addition, it offers plasma arc gasification and vitrification system; plasma arc waste destruction system for land; plasma arc waste destruction system; PRRS, a plasma waste-to-energy solution; SPARC, a process for the destruction of ozone depleting substances and other environmentally noxious chemicals; and tactical PACWADS system that destroys chemical warfare agents. The company serves defense, metallurgical, mining, advanced materials, oil and gas, and environmental industries. PyroGenesis Canada Inc. is based in MontrÃ©al, Canada.
IPL.TO	Inter Pipeline Ltd	6	21	1	clojure.lang.LazySeq@7d6fcfd8	clojure.lang.LazySeq@37201856	clojure.lang.LazySeq@b29732a7	Inter Pipeline Ltd. engages in the petroleum transportation and storage, and natural gas liquids processing businesses in Canada and Europe. The company operates through four segments: Oil Sands Transportation; Conventional Oil Pipelines; Natural Gas Liquids (NGL) Processing; and Bulk Liquid Storage. The Oil Sands Transportation segment transports petroleum products, such as bitumen blend and diluent through Cold Lake, Corridor, and Polaris pipeline systems covering approximately 3,300 kilometers of pipeline and 3.8 million barrels of storage capacity. This segment also offers related blending and handling services. The Conventional Oil Pipelines segment is involved in the transportation of petroleum products, including crude oil through Bow River, Central Alberta, and Mid-Saskatchewan pipeline systems covering approximately 3,900 kilometers of pipeline and 1,375,000 barrels of storage capacity; and related blending, handling, and marketing activities. The NGL Processing segment processes pipeline natural gas to remove NGL, including ethane, propane, butane, and pentanes-plus; and fractionates NGL stream to produce ethane products and propane plus. These NGLs are used as energy products; and as a feedstock for the petrochemical and crude oil refining industries. The Bulk Liquid Storage segment stores and handles bulk liquid products. This segment operates 23 bulk liquid storage terminals and approximately 37 million barrels of storage capacity. Inter Pipeline Ltd. was founded in 1997 and is headquartered in Calgary, Canada.
BHC.TO	Bausch Health Companies Inc	6	4	5	clojure.lang.LazySeq@e34f13e1	clojure.lang.LazySeq@5df8a6e	clojure.lang.LazySeq@1a0041bf	Bausch Health Companies Inc. develops, manufactures, and markets a range of pharmaceutical, medical device, and over-the-counter (OTC) products primarily in the therapeutic areas of eye health, gastroenterology, and dermatology. The company operates through four segments: Bausch + Lomb/International, Salix, Ortho Dermatologics, and Diversified Products. The Bausch + Lomb/International segment offers products with a focus on the vision care, surgical, and consumer and ophthalmology Rx products in the United States; and Solta products, branded and generic pharmaceutical products, OTC products, and medical device products, and Bausch + Lomb products in Canada, Europe, Asia, Australia, Latin America, Africa, and the Middle East. The Salix segment provides gastroenterology products in the United States. The Ortho Dermatologics segment offers dermatological products in the United States; and Solta medical aesthetic devices internationally. The Diversified Products segment provides pharmaceutical products in the areas of neurology and other therapeutic classes, as well as generic and dentistry products in the United States. The company was formerly known as Valeant Pharmaceuticals International, Inc. and changed its name to Bausch Health Companies Inc. in July 2018. Bausch Health Companies Inc. is headquartered in Laval, Canada.
SPG.TO	Spark Power Group Inc	6	0	2	clojure.lang.LazySeq@3095a2d4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@52e654c1	Spark Power Group Inc. provides electrical power services in North America. The company operates through Technical Services, Renewables, and Sustainability Solutions segments. The Technical Services segment offers low-voltage technical services, including electrical contracting, custom control panel design and assembly, industrial automation, and electronic repair under the New Electric and 3-Phase brands; and medium and high voltage technical services, such as medium and high voltage management, insulating fluid lab, equipment installation, sub-station construction, power Â‘on', thermography, power systems engineering, power line construction and maintenance, and commissioning under the Pelikan, Rondar, Tal Trees, Tiltran, and Orbis Engineering brands. The Renewables segment offers renewables operations and maintenance services comprising solar photovoltaics, monitoring and performance analytics, wind power, and battery energy storage solutions under the Northwind and One Wind brands. The Sustainability Solutions segment offers renewable energy solutions services under the Bullfrog brand; integrated power solutions, including power planning, generation infrastructure, systems management, and innovation and future grid strategies; community power; and asset management services. The company serves approximately 6,500 industrial, commercial, institutional, renewable, and agricultural customers, as well as utility markets, including municipalities, universities, schools, and hospitals. Spark Power Group Inc. was founded in 2009 and is headquartered in Oakville, Canada.
DRM.TO	Dream Unlimited Corp	6	0	5	clojure.lang.LazySeq@eb44161f	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d27d1aa7	Dream Unlimited Corp. formerly known as Dundee Realty Corporation is a real estate investment firm. The firm provides real estate asset management and advisory services including sourcing, acquiring, managing, and developing commercial and residential real estate primarily in Western Canada. It invests in the real estate markets across the globe. The firm also seeks to invest in renewable energy infrastructure and power projects with a focus on wind, hydro, and solar in North American. Dream Unlimited Corp. was founded in 1996 and is based in Toronto, Canada.
L.TO	Loblaw CO	6	3	0	clojure.lang.LazySeq@6efc81ca	clojure.lang.LazySeq@9c0048c	clojure.lang.LazySeq@1	Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores comprising in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card services, the PC Optimum loyalty program, insurance brokerage services, and telecommunication services. It also offers PC Healthapp, a health and wellness app that provides Canadians with access to healthcare resources and support. Loblaw Companies Limited provides its products and services under the President's Choice, Life Brand, no name, Farmer's Market, and Joe Fresh brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.
TEV.TO	Tervita Corporation	6	4	6	clojure.lang.LazySeq@4220774f	clojure.lang.LazySeq@451d1497	clojure.lang.LazySeq@163ea90	Tervita Corporation operates as a waste and environmentally focused energy service provider in Canada and the United States. It operates in two segments, Energy Services and Industrial Services. The Energy Services segment treats, recovers, and disposes fluids; provides oil terminalling and energy marketing services; processes and disposes solid materials; disposes oilfield-generated waste; offers onsite services using centrifugation or other processes for heavy oil producers involved in mining and in situ production; and supplies and operates drill site processing equipment, such as solids control and drill cuttings management. The Industrial Services segment provides site remediation, facility decommissioning, water treatment, sludge and slurry management, bio-remediation, emergency response, and rail, as well as hazardous and non-hazardous waste management, and disposal services; and technologies. This segment also offers recycling services that include purchase and processing of ferrous and non-ferrous metals recovered from demolition sites and other locations. As of December 31, 2019, the company operated 107 active waste processing, disposal, and industrial facilities, including 47 treatment, recovery, and disposal facilities; seven stand-alone disposal wells; three cavern disposal facilities; seven onsite facilities; 24 engineered landfills; four transfer stations; one naturally occurring radioactive material facility; nine bioremediation facilities; and five metals recycling facilities. It serves oil and gas industry, and industrial and natural resource sectors. The company was formerly known as CCS Corporation and changed its name to Tervita Corporation in March 2012. Tervita Corporation was founded in 1979 and is headquartered in Calgary, Canada.
CEU.TO	Ces Energy Solutions Corp	6	17	6	clojure.lang.LazySeq@1f2aa82f	clojure.lang.LazySeq@66ff259b	clojure.lang.LazySeq@6da72934	CES Energy Solutions Corp., together with its subsidiaries, provides consumable chemical solutions throughout the life-cycle of the oilfield. It provides solutions at the drill-bit, at the point of completion and stimulation, at the wellhead and pump-jack, and through to the pipeline and midstream market. The company's solutions include corrosion inhibitors, demulsifiers, H2S scavengers, paraffin control products, surfactants, scale inhibitors, biocides, and other specialty products. It also designs and implements drilling fluid systems and completion solutions for oil and gas producers; and designs and manufactures production and specialty chemicals for use in the oil and natural gas production markets, the stimulation and fracturing markets, and the pipeline and midstream markets. In addition, the company provides environmental consulting, water management services, and drilling fluids waste disposal services primarily to oil and gas producers; and trucks and trailers to transport products in the oil and gas industry. It serves oil and natural gas industry, including multinational producers, intermediate oil and natural gas operators, independent juniors, and joint ventures, as well as pipeline and mid-stream markets in western Canada and the United States. The company was formerly known as Canadian Energy Services & Technology Corp. and changed its name to CES Energy Solutions Corp. in June 2017. CES Energy Solutions Corp. was incorporated in 1986 and is headquartered in Calgary, Canada.
ATH.TO	Athabasca Oil Corp	5	13	0	clojure.lang.LazySeq@c6fb59e8	clojure.lang.LazySeq@83a4365c	clojure.lang.LazySeq@1	Athabasca Oil Corporation engages in the exploration, development, and production of light and thermal oil resource plays in the Western Canadian Sedimentary Basin in Alberta, Canada. The company operates in Light Oil and Thermal Oil segments. Its principal properties are in the Greater Placid and Greater Kaybob areas near the Town of Fox Creek in northwestern Alberta; and the Leismer and Hangingstone projects located in the Athabasca region of northeastern Alberta. The company produces light oil, natural gas, and natural gas liquids; and bitumen from sand and carbonate rock formations. As of December 31, 2019, it held approximately 1,116,228 net acres of mineral resource leases, licenses, and permits, which include approximately 760,000 net acres of oil sands leases and permits in the Athabasca region of northeastern Alberta and approximately 259,200 net acres of petroleum and natural gas leases in northwestern Alberta. The company was formerly known as Athabasca Oil Sands Corp. and changed its name to Athabasca Oil Corporation in May 2012. Athabasca Oil Corporation was founded in 2006 and is headquartered in Calgary, Canada.
TWM.TO	Tidewater Midstream and Infras Ltd	5	13	0	clojure.lang.LazySeq@c6fb59e8	clojure.lang.LazySeq@f342712f	clojure.lang.LazySeq@1	Tidewater Midstream and Infrastructure Ltd., through its subsidiaries, operates as a diversified midstream and infrastructure company in North America. It primarily focuses on natural gas, natural gas liquids (NGLs), and crude oil midstream infrastructure, and light oil refining within the Western Canadian Sedimentary Basin, including the Montney, Edmonton, and Deep Basin core areas, as well as Prince George, British Columbia in Canada. The company engages in gas gathering, processing, and transportation; and NGLs/crude oil marketing and extraction. It also sells refined petroleum products, including gasoline, low sulphur diesel, and ancillary products; produces and sells natural gas and NGLs; retails propane; and rents railcar, as well as operates export terminals and storage facilities. The company was incorporated in 2015 and is headquartered in Calgary, Canada.
BIR.TO	Birchcliff Energy Ltd	5	7	2	clojure.lang.LazySeq@c6fb59e8	clojure.lang.LazySeq@80ae281	clojure.lang.LazySeq@7f83d8c1	Birchcliff Energy Ltd., an intermediate oil and natural gas company, explores for, develops, and produces natural gas, crude oil, and natural gas liquids in Western Canada. The company holds interests in the Montney/Doig resource play, as well as other assets located in the Peace River Arch area of Alberta. As of December 31, 2018, it had interests in various gas plants, oil batteries, compressors, facilities, and infrastructure; and 193,049.6 net acres of undeveloped land, as well as proved plus probable reserves of 1,032.2 million barrels of oil equivalent. Birchcliff Energy Ltd. was founded in 2004 and is headquartered in Calgary, Canada.
CIX.TO	CI Financial Corp	5	0	0	clojure.lang.LazySeq@338ad4c	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	CI Financial Corp. is a publicly owned asset management holding company. Through its subsidiaries, the firm manages separate client focused equity, fixed income, and alternative investments portfolios. It also manages mutual funds, hedge funds, and fund of funds for its clients through its subsidiaries. The firm was founded in 1965 and is based in Toronto, Canada with additional offices in Vancouver, Canada; Calgary, Canada; and Montreal, Canada.
ESI.TO	Ensign Energy Services Inc	5	18	4	clojure.lang.LazySeq@c6fb59e8	clojure.lang.LazySeq@d008359c	clojure.lang.LazySeq@743e7dd0	Ensign Energy Services Inc., together with its subsidiaries, provides oilfield services to the oil and natural gas industry in Canada, the United States, and internationally. The company offers shallow, intermediate, and deep well drilling, as well as specialized drilling services, including horizontal, underbalanced, horizontal re-entry, and slant drilling for steam assisted gravity drainage applications; and equipment and other services. It also provides coring and oil sands drilling services to the mining, and oil and natural gas industries; directional drilling and related services for conventional and horizontal drilling applications; shallow to deep well services, such as completions, abandonments, production, workovers, and bottom hole pump changes for oil and natural gas producers; and interactive pressure drilling services with self-contained systems comprising nitrogen generation and compression equipment, and surface control systems. In addition, the company rents drill strings, loaders, tanks, pumps, rig mattings, blow-out preventers, waste bins, and wastewater treatment equipment for the drilling and completions segments of the oilfield industry. Further, it offers transportation services. As of December 31, 2019, it operated a fleet of 226 land drilling rigs, 21 specialty coring rigs, and 99 well servicing rigs. Ensign Energy Services Inc. was founded in 1987 and is headquartered in Calgary, Canada.
GLG.TO	Glg Life Tech Corp	5	0	0	clojure.lang.LazySeq@95d0e144	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	GLG Life Tech Corporation engages in the research and development, growing, refining, and production of natural sweeteners extracted from the stevia plant and monk fruit worldwide. The company also offers P-Pro Plus, a pea protein product; and natural ingredients. It serves the food and beverage industry. The company was formerly known as GLG Life Tech Limited and changed its name to GLG Life Tech Corporation in March 2007. GLG Life Tech Corporation was incorporated in 1998 and is headquartered in Richmond, Canada.
WEED.TO	Canopy Growth Corp	5	0	2	clojure.lang.LazySeq@3762639f	clojure.lang.LazySeq@1	clojure.lang.LazySeq@fdd9522d	Canopy Growth Corporation, together with its subsidiaries, engages in the production, distribution, and sale of cannabis for recreational and medical purposes primarily in Canada, the United States, Germany, and the United Kingdom. It operates through two segments, Cannabis, Hemp and Other Consumer Products; and Canopy Rivers. The company's products include dried cannabis flowers, oils and concentrates, and softgel capsules. It offers its products under the Tweed, Quatreau, Deep Space, Spectrum Therapeutics, First & Free, TWD, This Works, BioSteel, DNA Genetics CraftGrow, Tokyo Smoke, DOJA, Van der Pop, and Bean & Bud brands. The company also provides growth capital and a strategic support platform that pursues investment opportunities in the global cannabis sector. Canopy Growth Corporation has a clinical research partnership with NEEKA Health Canada and NHL Alumni Association to examine the efficacy of CBD-based therapies as part of the mitigation of persistent post-concussion symptoms. As of February 14, 2020, it operated 28 cannabis retail stores under the Tweed or Tokyo Smoke name. The company was formerly known as Tweed Marijuana Inc. and changed its name to Canopy Growth Corporation in September 2015. Canopy Growth Corporation is headquartered in Smiths Falls, Canada.
S.TO	Sherritt Intl Rv	5	7	3	clojure.lang.LazySeq@eb39b76d	clojure.lang.LazySeq@21f12525	clojure.lang.LazySeq@c18b2d0c	Sherritt International Corporation engages in the mining, refining, and sale of nickel and cobalt from lateritic ores primarily in Europe, Japan, and China. It produces and sells agriculture fertilizers in Western Canada; and provides additional fertilizer storage and administrative facilities in Fort Saskatchewan, Alberta, and Canada. The company also explores for and produces oil and gas primarily from offshore reservoirs located in the north coast of Cuba. It has interests in four production-sharing contracts; working-interests in various oil fields and related production platform located in the Gulf of Valencia in Spain; and a working interest in a natural gas field in Pakistan. In addition, the company produces and sells by-products, such as condensate and liquefied petroleum gas; and generates and sells electricity from natural gas and steam facilities, as well as provides technical support, process optimization, and technology development services. As at December 31, 2019, its facilities had a total capacity of 506 megawatts. The company operates two combined cycle plants at Varadero and Boca de Jaruco; and has two nickel deposits located near Moramanga in Madagascar. Sherritt International Corporation was founded in 1927 and is based in Toronto, Canada.
FAR.TO	Foraco International Sa	5	5	2	clojure.lang.LazySeq@a74f67d6	clojure.lang.LazySeq@8dfabc86	clojure.lang.LazySeq@62a7a5a1	Foraco International SA, together with its subsidiaries, provides drilling services worldwide. It operates through Mining and Water segments. The company offers its drilling services in the exploration, development, and production related underground water drilling services. It also drills wells for drinking, irrigation, and industrial water; and undertakes a range of projects, including large scale village water drilling programs, specialized drilling projects to access mineral water using sanitary protection methods, and large diameter well fields for residential supply in urban environments, as well as provides inspection, servicing, and rehabilitation services for existing wells. As of December 31, 2019, the company operated 302 drill rigs. It serves mining companies, governmental organizations, and international development funds. Foraco International SA was founded in 1961 and is headquartered in Marseille, France.
PPL.TO	Pembina Pipeline Corp	5	13	1	clojure.lang.LazySeq@636e06cd	clojure.lang.LazySeq@347ccee7	clojure.lang.LazySeq@b29732a7	Pembina Pipeline Corporation provides transportation and midstream services for the energy industry in North America. It operates through three segments: Pipelines, Facilities, and Marketing & New Ventures. The Pipelines segment operates conventional, transmission, and oil sands and heavy oil pipeline assets with a transportation capacity of 3.1 million barrels of oil, ground storage of 11 millions of barrels, and rail terminalling capacity of approximately 145 thousands of barrels of oil equivalent serving markets and basins across North America. The Facilities segment offers processing and fraction facilities, and other infrastructure related services to provide customers with natural gas and natural gas liquid services, as well as 326 thousands of barrels per day of natural gas liquids fractionation, 21 millions of barrels of cavern storage, and associated pipeline and rail terminalling facilities. The Marketing & New Ventures segment buys and sells hydrocarbon liquids and natural gas originating in the Western Canadian sedimentary basin and other basins. Pembina Pipeline Corporation was founded in 1997 and is headquartered in Calgary, Canada.
OLY.TO	Olympia Financial Group Inc	5	0	1	clojure.lang.LazySeq@18e1c5bb	clojure.lang.LazySeq@1	clojure.lang.LazySeq@9be7852b	Olympia Financial Group Inc., through its subsidiary Olympia Trust Company, operates as a non-deposit taking trust corporation in Canada. The company operates through Private Health Services Plan, Registered Plans, Foreign Exchange, Corporate and Shareholder Services, and Exempt Edge divisions. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners. The Registered Plans division administers self-directed registered plans. The Foreign Exchange division provides personalized services, such as buying and selling foreign currencies for corporations and private clients. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. The Exempt Edge division focuses on the provision of information technology services to exempt market dealers, registrants, and issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.
BEPC.TO	Brookfield Renewable Corporation	5	1	2	clojure.lang.LazySeq@830c6d93	clojure.lang.LazySeq@e9d2aac1	clojure.lang.LazySeq@f24df554	Brookfield Renewable Corporation operates renewable power assets in the United States, Brazil, and Colombia. It operates hydroelectric, wind, and solar power plants with an installed capacity of approximately 19,000 megawatts, as well as 18,000 megawatt of development pipeline. The company was founded in 2019 and is headquartered in New York, New York.
PIF.TO	Polaris Infrastructure Inc	5	0	2	clojure.lang.LazySeq@bdc15d87	clojure.lang.LazySeq@1	clojure.lang.LazySeq@52e654c1	Polaris Infrastructure Inc., a renewable energy company, acquires, explores for, develops, and operates geothermal and hydroelectric energy projects in Latin America. The company, through its subsidiaries, owns and operates the San Jacinto project, a 72 megawatt (MW) net capacity geothermal facility located in northwest Nicaragua. Its exploration and development property includes the Casita San Cristobal project comprising an exploration concession with an area of 100 square kilometers located in northwest Nicaragua. Polaris Infrastructure Inc. also operates run-of-river (ROR) hydro facility of 5 MW in Canchayllo, Peru; and 2 ROR hydro projects with the capacity of approximately 8 MW (net) and 20 MW (net) in Peru. The company was formerly known as Ram Power, Corp. and changed its name to Polaris Infrastructure Inc. in May 2015. Polaris Infrastructure Inc. was incorporated in 1984 and is based in Toronto, Canada.
VFF.TO	Village Farms International Inc	5	0	1	clojure.lang.LazySeq@d8272964	clojure.lang.LazySeq@1	clojure.lang.LazySeq@7bfc1ec7	Village Farms International, Inc., together with its subsidiaries, produces, markets, and distributes greenhouse-grown tomatoes, bell peppers, and cucumbers in North America. It operates through three segments: Produce Business, Energy Business, and Cannabis and Hemp Business. The company also owns and operates a 7.0 megawatt power plant that generates and sells electricity to British Columbia Hydro and Power Authority; and produces and supplies cannabis products. It markets and distributes its products under the Village Farms brand name to retail supermarkets and fresh food distribution companies, as well as products produced under exclusive arrangements with other greenhouse producers. The company was formerly known as Village Farms Canada Inc. and changed its name to Village Farms International, Inc. in December 2009. Village Farms International, Inc. was founded in 1989 and is headquartered in Delta, Canada.
WLLW.TO	Willow Biosciencesinc	5	2	1	clojure.lang.LazySeq@775f0555	clojure.lang.LazySeq@198d9884	clojure.lang.LazySeq@a1165833	Willow Biosciences Inc., a biotechnology company, produces plant derived compounds for the pharmaceutical, health and wellness, and consumer packaged goods industries in Canada. It primarily focuses on the production of cannabinoids for the treatment for pain, anxiety, obesity, cancer, and brain disorders. The company also produces cannabidiol, cannabigerol, and varin cannabinoids, such as cannabigerovarin, cannabidivarin, and tetrahydrocannabivarin. Willow Biosciences Inc. is headquartered in Calgary, Canada.
CJT.TO	Cargojet Inc	5	1	2	clojure.lang.LazySeq@579100d	clojure.lang.LazySeq@3d3df9c9	clojure.lang.LazySeq@fdd9522d	Cargojet Inc. provides time sensitive overnight air cargo services in Canada. Its air cargo business activities include operation of domestic overnight air cargo co-load network between 15 cities in North America; and provision of dedicated aircraft to customers on an aircraft, crew, maintenance, and insurance (ACMI) basis operating between points in Canada, North and South America, and Europe. The company also operates scheduled international routes for various cargo customers between the United States and Bermuda; between Canada and Germany; and between Canada and Mexico. In addition, it offers specialty charter services for livestock shipments, military equipment movements, emergency relief supplies, and virtually large shipments across North America, Mexico, South America, the Caribbean, and Europe. Further, the company is involved in the ground handling and ground service equipment business. As of February 20, 2020, it operated a fleet of 26 aircraft. Cargojet Inc. is headquartered in Mississauga, Canada.Cargojet Inc. operates as a subsidiary of Flagship International Marketing Limited.
KEL.TO	Kelt Exploration Ltd	5	7	0	clojure.lang.LazySeq@c6fb59e8	clojure.lang.LazySeq@80ae281	clojure.lang.LazySeq@1	Kelt Exploration Ltd., an oil and gas company, engages in the exploration, development, and production of crude oil and natural gas resources primarily in northwestern Alberta and northeastern British Columbia, Canada. As of December 31, 2019, its proved plus probable reserves were 461.0 million barrels of oil equivalent. The company markets and sells its crude oil, natural gas, and natural gas liquids production primarily to third party marketing companies. Kelt Exploration Ltd. was incorporated in 2012 and is headquartered in Calgary, Canada.
BDT.TO	Bird Construction Inc	5	2	3	clojure.lang.LazySeq@bcb0f7a8	clojure.lang.LazySeq@354d8771	clojure.lang.LazySeq@69042ee7	Bird Construction Inc. operates as a general contractor in Canada. The company primarily focuses on projects in the industrial, commercial, and institutional sectors of the general contracting industry. It constructs industrial buildings; and performs civil construction operations, including site preparation, concrete foundations, metal and modular fabrication, mechanical process work, underground piping, and earthwork for clients primarily operating in the oil and gas, liquefied natural gas, mining, and nuclear sectors. The company also engages in the construction and renovation of shopping malls, big box stores, office buildings, hotels, and selected high rise condominiums and apartments; and the construction of hospitals, post-secondary education facilities, schools, prisons, courthouses, government buildings, and retirement and senior housing facilities, as well as environmental facilities, such as water and wastewater treatment centers, composting facilities, and biosolids treatment and management facilities. It serves clients in the commercial, institutional, retail, multi-tenant residential, industrial, mining, water and wastewater, energy, civil, light industrial, and renovation and restoration sectors. Bird Construction Inc. was founded in 1920 and is based in Mississauga, Canada.
