symbol	company	yayk	nayk	mayk	wyay	wnay	wmay	desc
CPYT	CarePayment Technologies, Inc.	1	0	1	#{"Oregon"}	#{}	#{"United States"}	CarePayment Technologies, Inc. provides accounts receivable services in the United States. It offers services for accounts receivables generated by healthcare providers in connection with providing healthcare services to their patients under the CarePayment brand name. The company was formerly known as microHelix, Inc. CarePayment Technologies, Inc. was founded in 1991 and is based in Lake Oswego, Oregon.
ECIA	Encision Inc.	1	0	1	#{"systems"}	#{}	#{"United States"}	Encision Inc., a medical device company, designs, develops, manufactures, and markets patented surgical instruments in the United States. The company provides active electrode monitoring (AEM) surgical instruments and monitors that enhance patient safety and patient outcomes in laparoscopic surgical procedures. Its AEM instruments product line comprises a range of endo-mechanical instruments, including scissors, graspers, and dissectors, as well as fixed-tip electrodes and suction-irrigation electrodes. The company also offers various handles, which are used for advanced laparoscopic procedures that incorporate stiffer shafts and ergonomic features; and AEM EndoShield 2 burn protection systems, as well as markets AEM monitor product line that is used in conjunction with AEM instruments. It sells its products through a network of direct and independent sales representatives. The company was founded in 1991 and is based in Boulder, Colorado.
DUSXF	Dustin Group AB (publ)	1	0	0	#{"Netherlands"}	#{}	#{}	Dustin Group AB (publ) offers online IT products and services in the Nordic region and the Netherlands. It operates through three segments: Small and Medium-sized Businesses, Large Corporate and Public Sector, and Business to Consumer. The company sells hardware, software, and related services and solutions. The company act as a strategic IT partner primarily for small and medium-sized, and large-sized businesses, as well as the public sector and consumers. Dustin Group AB (publ) was founded in 1984 and is headquartered in Nacka Strand, Sweden.
QEPC	Q.E.P. Co., Inc.	1	0	1	#{"clean"}	#{}	#{"Australia"}	Q.E.P. Co., Inc. manufactures, markets, and distributes a range of hardwood flooring, flooring installation tools, adhesives, and flooring related products for the professional installer and do-it-yourself markets. It operates through three segments: North America, Europe, and Australia/New Zealand. The company also provides industrial tools to the industrial trades. Its product portfolio includes tile saws, blades, and accessories; tile cutters and accessories; hand tools; tile spacers; scrapers; trowels and floats; mixers and paddles; drill bits, hole saws, and jigsaw blades; clean-up, repair, and maintenance products; knee pads and safety tools; installation kits; underlayment products; cement boards and masonry tools; and Brutus products. The company markets its products under the QEP, LASH, ROBERTS, Capitol, Kraus, Brutus, HarrisWood, Fausfloor, Homelux, TileRite, Nupla, HISCO, Ludell, Vitrex, Plasplugs, PRCI, Porta-Nails, Premix-Marbletite, Tomecanic, Apple Creek, BÃ©nÃ¨tiere, and Elastiment brands. It sells its products to home improvement retail centers, specialty distribution outlets, flooring dealers, municipalities, and industrial solution providers. The company was founded in 1979 and is headquartered in Boca Raton, Florida.
HDVW	HD View 360, Inc.	1	0	1	#{"systems"}	#{}	#{"United States"}	HD View 360, Inc. provides security surveillance products and systems to commercial users under the HD View 360 brand name in the United States. Its products include IP network video recorders, analog digital video recorders, HDCVI video recorders, HDCVI cameras, HDCVI pan tilt cameras, IP cameras, IP pan tilt zoom cameras, video IP intercoms, analog cameras, connectors, cables, secure lock boxes, HDMI video products, and IP networking products, as well as tools, testers, and power supplies. The company also provides various services, such as networking, IT solutions, structured cabling, mobile app and mobile device integration, and closed-circuit television installation and upgrades. HD View 360, Inc. was founded in 2014 and is based in Miami, Florida.
ELECF	Electric Royalties Ltd.	1	0	0	#{"Canada"}	#{}	#{}	Electric Royalties Ltd. focuses on investing in and acquiring royalties in mines and projects. The company primarily focuses on various commodities, including lithium, vanadium, manganese, tin, graphite, cobalt, nickel, and copper. The company is based in Vancouver, Canada.
EMSNF	Emmerson PLC	1	0	0	#{"United Kingdom"}	#{}	#{}	Emmerson PLC engages in the exploration, development, and exploitation of a potash development project. Its principal property is the Khemisset Potash project located in northern Morocco. The company was incorporated in 2016 and is based in London, the United Kingdom.
EROMF	Euro Manganese Inc.	1	0	0	#{"Canada"}	#{}	#{}	Euro Manganese Inc. engages in the evaluation, exploration, and development of mineral assets in the Czech Republic. Its principal property is the 100% owned Chvaletice manganese project located to the east of Prague, the Czech Republic, which is involved in the re-processing of a leachable manganese deposit for the production of high-purity electrolytic manganese metal and high-purity manganese sulphate monohydrate, as well as other high-purity manganese products. Euro Manganese Inc. was incorporated in 2014 and is based in Vancouver, Canada.
HALB	Alaric Corporation	1	0	1	#{"seed"}	#{}	#{"United States"}	Alaric Corporation, formerly known as Halberd Corporation is out of business. It is a venture capital firm specializing in incubation, early stage, and seed investments. The firm invests in the United States. It invests up to $2 million. The firm prefers to take equity stakes between 15 percent to 80 percent. Tykhe Corporation was founded in January 26, 2009 and is based in Sherman Oaks, California.
QMCI	QuoteMedia, Inc.	1	0	0	#{"systems"}	#{}	#{}	QuoteMedia, Inc. provides financial data, news feeds, market research information, and financial software solutions to online brokerages, clearing firms, banks, financial service companies, media portals, and public corporations worldwide. It collects, aggregates, and delivers delayed and real-time financial data content through the Internet. The company also offers market information and services, including streaming stock market data feeds, research and analysis information, content applications, portfolio management systems, software products, corporate investor relations provisioning, news services, wireless applications, and custom development. In addition, its data feed coverage includes equities, options, futures, commodities, currencies, mutual funds, and indices. Further, the company provides financial data delivery application products and components comprising quote modules, charts, market movers, news, watch lists, tickers, market summaries, option chains, SEC filings, investor relations solutions, component fundamentals, and others. Additionally, it offers Quotestream, a Web-delivered embedded application, which provides real-time, tick-by-tick, and streaming market quotes and research information; and Quotestream Mobile that allows users to access financial data, news, and charting in real time or delayed modes from various handheld devices. The company also provides Quotestream Professional, which offers market coverage, data, customizable screens, charting, technical analysis, news, and research data primarily to financial services professionals and their support personnel; Web Portfolio Manager that allows users to track their holdings, conduct research, and analyze performance for stocks, mutual funds, and indices listed on exchanges; and Quotestream Connect that delivers real time data feeds to individual users to power third party applications. QuoteMedia, Inc. was founded in 1999 and is headquartered in Fountain Hills, Arizona.
ACNV	Accelera Innovations, Inc	1	0	2	#{"health"}	#{}	#{"Technology" "United States"}	Accelera Innovations, Inc., a healthcare service company, focuses on the development of Internet-based software in the United States. The company's Accelera Technology, an Internet-based software platform enhances the functionality and performance of healthcare services through making clinical healthcare data available to healthcare consumers. It also provides billing, practice management, and administrative services to doctors and other clinicians, as well as home health services to patients in Chicago. The company was formerly known as Accelerated Acquisitions IV, Inc. and changed its name to Accelera Innovations, Inc. in October 2011. Accelera Innovations, Inc. was founded in 2008 and is based in Colorado Springs, Colorado.
HZHI	Horizons Holdings International, Corp.	1	0	1	#{"Health"}	#{}	#{"real estate"}	Horizons Holdings International, Corp. operates as a real estate holding, investment, and development company. It is primarily involved in the acquisition and management of mid-tier vacation properties in Central America and the Caribbean islands. The company was formerly known as Horizon Health International Corp. and changed its name to Horizons Holdings International, Corp. in April 2015. Horizons Holdings International, Corp. was founded in 1969 and is based in Las Vegas, Nevada.
SCAY	Generations Bancorp NY, Inc.	1	0	1	#{"health"}	#{}	#{"agriculture"}	Seneca-Cayuga Bancorp, Inc. operates as a bank holding company for Generations Bank that provides various banking products and services. The company's deposit products include statement, minor/custodian, money market, holiday club, school, and health savings accounts, as well as checking accounts and certificates of deposits. It offers mortgage loans, such as no closing cost, fixed rate, and adjustable rate mortgages, fixed and variable rate home equity line of credit, and home equity installment loans, as well as MyGenMortgage and federal housing administration loans; and consumer loans comprising personal, boat / RV / motorhome, snowmobile / jet ski / ATV / off-road motorcycle, construction, private and refinance student, and community hardship assistance loans, as well as generations overdraft line of credit. The company also provides auto, home, business, medicare, and life insurance services, as well as farm and agriculture insurance services. In addition, it offers securities and investment advisory services; and electronic and mobile banking services. The company was founded in 1870 and is headquartered in Seneca Falls, New York. Seneca-Cayuga Bancorp, Inc. is a subsidiary of Seneca Falls Savings Bank, MHC.
BFLD	Broadcast Live Digital Corp.	1	0	0	#{"Canada"}	#{}	#{}	Broadcast Live Digital Corp. is a shell company that does not have significant operations. The company was formerly known as Brookfield Resources Inc. and changed its name to Broadcast Live Digital Corp. in August 2013. Broadcast Live Digital Corp. was incorporated in 2010 and is based in Mississauga, Canada.
PPPS	RTCORE Inc	1	0	0	#{"systems"}	#{}	#{}	RTCORE Inc provides software solutions. It engages in the development of Real Time Core Processing System, a cloud-native software to displace the monolithic systems plaguing industries worldwide. The company was formerly known as iSocialy, Inc. and changed its name to RTCORE Inc in September 2020. RTCORE Inc is headquartered in Charlotte, North Carolina.
GULDF	Guild Esports Plc	1	0	0	#{"United Kingdom"}	#{}	#{}	Guild Esports Plc does not have significant operations. It focuses to own and operate an esports team. The company was formerly known as The Lords Esports plc and changed its name to Guild Esports Plc in April 2020. Guild Esports Plc was incorporated in 2019 and is based in London, the United Kingdom.
PFMS	PaperFree Medical Solutions, Inc.	1	0	0	#{"health"}	#{}	#{}	PaperFree Medical Solutions, Inc., through its subsidiaries, provides paper-free turnkey medical solutions for small to large multi-physician, and multi-specialty offices. It offers billing services under LEAPprn trade name. The company provides direct and managed services through a combination of direct and on-site implementation; and software services through broadband connectivity that helps in performing various data entry solutions. It also offers teeth whitening services. PaperFree Medical Solutions serves sole practitioners, doctors, and other health care providers in the Midwest. The company was founded in 2002 and is based in Kokomo, Indiana.
PCLI	Protocall Technologies Inc.	1	0	0	#{"produce"}	#{}	#{}	Protocall Technologies Inc. develops and commercializes an electronic sell-through platform that enables retailers to produce DVD movie, consumer software, and video game products in retail packaging at their stores and Website distribution centers. It offers TitleMatch DVD On-Demand, which offers retailers a virtual inventory of digital media products, which can be produced on-demand, thereby eliminating the cost of physical inventories. The company also uses its solutions to provide outsourced fulfillment services to Web retailers whereby digital media product orders are electronically routed to the company for on-demand production and shipment to the retailer's customer. Protocall Technologies Inc. was founded in 1992 and is based in Panama City Beach, Florida.
IREP	Interep National Radio Sales, Inc.	1	0	1	#{"Canada"}	#{}	#{"United States"}	Interep National Radio Sales, Inc., a spot radio representation firm, provides radio station advertising sales and marketing services. The company offers sales representation for clients whose diverse formats include country, rock, sports, Hispanic, classical, urban, news, talk, oldies, adult contemporary, jazz, and contemporary hits; and other media advertising services, including television and the Internet. It serves radio station clients and advertisers in the United States, and portions of Mexico and Canada. Interep National Radio Sales, Inc. was formerly known as The Interep Radio Store and changes its name to Interep National Radio Sales, Inc. in December 1999. The company was founded in 1953 and is based in New York, New York. On October 24, 2008, the voluntary petition of Interep National Radio Sales, Inc. for reorganization under Chapter 11 was converted to Chapter 7. It had filed for Chapter 11 bankruptcy on March 30, 2008. Interep National Radio Sales, Inc. is in liquidation.
CRKT	Cirmaker Technology Corporation	1	0	2	#{"systems"}	#{}	#{"Technology"}	Cirmaker Technology Corporation engages in the manufacture, distribution, and assembling of various electronic parts and components for sale primarily in the Asian markets. It provides electronic terminals, electronic blocks and accessories, electronic panel control and locking components, power distribution blocks and accessories, electronic timer and relay sockets, optical fiber connectors and adapters, car audio components, DVD players, electronics, cooling fins and systems for laptop and personal computers, and electrical tools, and other devices. The company also manufactures LCD backlight components and produces voice over Internet Protocol telephones. Further, it distributes or resells crimping tools, switches, cable ties, meters, sirens, power cords, and terminal strips, as well as imports and exports computer chips and various electronic products. Cirmaker Technology Corporation sells its products through sales personnel and marketing agents. The company was organized in 1984 and is based in Taoyuan, Taiwan.
RGGI	Resgreen Group International Inc.	1	0	1	#{"Canada"}	#{}	#{"mining"}	Resgreen Group International Inc. primarily engages in the acquisition, exploration, and development of uranium mining properties in Africa. The company holds an option to acquire up to a 100% undivided right, title, and interest in and to the Gambaro Resources property located in Njombe and Songea districts in the Republic of Tanzania. It also has option to acquire up to a 75% undivided right, title, and interest in and to the Nkoko and Kagadi uranium properties, which contain approximately 820 square kilometers located in Kiballe District, Uganda; and option to earn a 75% interest in the Karoo project that consists of approximately 8,600 square kilometers of Karoo-based uranium exploration lands located in the Southern regions of Tanzania. The company was formerly known as Uranium Hunter Corporation and changed its name to Resgreen Group International Inc. in February 2007. Resgreen Group International Inc. was founded in 2003 and is based in Toronto, Canada.
TRAC	Track Data Corporation, Inc.	1	0	1	#{"systems"}	#{}	#{"United States"}	Track Data Corporation, Inc. provides market data, financial information, quote systems, and trading platforms for professional and individual traders in the United States and internationally. The company offers market data and research solutions, such as FastTrack-MX, an institutional grade application that provides faster quotes, unique news items, advanced option data, or in-depth charting applications; and myTrack Pro, a quote, portfolio, and news service. It also offers trading solutions, including myTrack, a Web-based market data and trading software platform; proTrack, an advanced execution and market data platform designed for the institutional marketplace; myTrack Edge, a direct access online trading platform. In addition, the company provides NewsWatch that delivers news and information from different sources worldwide; Track SDK, an application program interface that gives market data; OpTrack, an option strategy search and rank tool; AIQ Trading Expert Pro, a trading software package for personal computers; AIQ OptionExpert, an option data and option evaluation system; Dial-Data that offers end-of-day financial market data, financial data bases, historical information, analytical services, and data manipulation tools; AIQ Analyst, a browser-based charting that provides end of day and twenty minute delayed price charting for stocks and market indices; and Track ECN, an electronic communications network. It also offers news and research solutions. Track Data Corporation, Inc. was founded in 1981 and is based in Brooklyn, New York.
OCLG	Oncologix Tech, Inc.	1	0	1	#{"health"}	#{}	#{"United States"}	Oncologix Tech, Inc., a diversified medical holding company, provides health care services in the United States. It offers personal home care services, including daily living assistance, companionship, and homemaker services, as well as Alzheimer's care, home care resource planning, and medical care coordination services. The company also manufactures, markets, and distributes medical technologies and products for skilled nursing facilities, acute and critical care facilities, assisted living facilities, hospitals and medical institutions, federal agencies, home medical care industry, respiratory and therapy- physical/occupational therapy centers. In addition, it distributes and sells home medical equipment for sleep and respiratory therapies; supplies and services durable medical equipment to treat obstructive Sleep Apnea; C-PAP and BiPAP oxygen equipment, a large selection of mask interfaces; and offers personalized treatment plans, as well as monitoring and support services. The company was formerly known as BestNet Communications Corp. and changed its name to Oncologix Tech, Inc. in January 2007. Oncologix Tech, Inc. was founded in 1995 and is based in Lafayette, Louisiana.
IPSBF	Impulsora del Desarrollo y el Empleo en América Latina, S.A.B. de C.V.	1	0	0	#{"hydroelectric"}	#{}	#{}	Impulsora del Desarrollo y el Empleo en AmÃ©rica Latina, S.A.B. de C.V., through its subsidiaries, engages in the infrastructure and engineering businesses in Mexico. It is involved in the construction, operation, and maintenance of road concessions; operation of wastewater treatment plants, multimodal terminals for passenger transport, and hydroelectric power plants; and provision of electronic toll services. The company also leases medical equipment for hospitals and equipment for universities; develops prison infrastructure; and offers electronic parking payment system services. Impulsora del Desarrollo y el Empleo en AmÃ©rica Latina, S.A.B. de C.V. was founded in 2005 and is headquartered in Mexico City, Mexico.
AXTG	Axis Technologies Group, Inc.	1	0	1	#{"systems"}	#{}	#{"energy"}	Axis Technologies Group, Inc., through its subsidiary, Axis Technologies, Inc., designs, manufactures, and markets a range of daylight harvesting fluorescent lighting ballasts for the commercial lighting industry in North America. The company offers patented T8 Axis Daylight Harvesting Dimming Ballast, which are used to reduce the lighting energy costs. It also develops a line of dimming and daylight harvesting ballasts that would utilize 54 watt lamps; and a line of addressable and load shedding ballasts, which would allow communications between the fixtures installed in the building and the building management systems. The company focuses on marketing its products to commercial users of fluorescent lighting fixtures, including office buildings, wholesale and retail buildings, hospitals, schools, and government buildings. The company was formerly known as Axis Technologies, Inc. and changed its name to Axis Technologies Group, Inc. in September 2006. Axis Technologies Group, Inc. was founded in 1997 and is based in Lincoln, Nebraska.
HRTT	Heart Tronics, Inc.	1	0	2	#{"health"}	#{}	#{"technology" "United States"}	Heart Tronics, Inc., a medical device company, engages in the research, development, and marketing of medical devices in the United States. Its medical devices are used to monitor and measure physiological signals in order to detect diseases that impact an individual's health. The company offers Fidelity 100 Monitor System, an integrated system in which its component Model 100 Patient Module collects, processes, and amplifies electrocardiogram (ECG) signals from that patient through a set of 10 electrodes that are wirelessly transmitted to the laptop computer. Its products in the development stage include Fidelity 350 Holter Monitor, an ambulatory Holter monitor that collects ECG data of arrhythmia and transient heart disease, while the patient carries out daily activities away from the physician's office or hospital. The company's products in the development stage also consist of Fidelity 200 Event Recording System/Heart Tempo Card, a non-prescription heart monitoring device, which is used as an early-detection device by patients who desire to monitor their condition. Its products also include Cardiac Vest, a lightweight, close-fitting vest or undergarment made of stretchable material in which the electrodes are stitched into the fabric; and Fidelity 400 Intracardiac Monitor that applies its proprietary physiological signal acquisition and amplification technology to read intracardiac signals procured from intracardiac catheter. The company was formerly known as Signalife, Inc. and changed its name to Heart Tronics, Inc. in November 2008. Heart Tronics, Inc. was incorporated in 1987 is headquartered in Studio City, California.
INOH	In Ovations Holdings, Inc.	1	0	0	#{"systems"}	#{}	#{}	In Ovations Holdings, Inc., through its subsidiaries, offers lighting system solutions. It markets GradiLuxtm total lighting system solution, which reduces electricity consumption and carbon emissions in municipal lighting systems worldwide. It also offers Caribbean-based marine-related eco-tourism business, as well as engages in ocean search and recovery operations. The company was formerly known as Marine Exploration, Inc. and changed its name to In Ovations Holdings, Inc. in October 2013. In Ovations Holdings, Inc. was founded in 1996 and is headquartered in New York, New York.
DTRO	Deltron, Inc.	1	0	0	#{"systems"}	#{}	#{}	Deltron, Inc. does not have significant operations. It intends to seek a suitable merger or acquisition partner. Previously, the company engaged in the manufacture and sale of polyurethane products and rebreather systems. Deltron, Inc. was founded in 1979 and is based in Clearwater, Florida.
GPGC	Global Poletrusion Group Corp	1	0	2	#{"Canada"}	#{}	#{"United States" "Energy"}	Global Poletrusion Group Corp., together with its subsidiary, Los Santos Energy Corp provides electrical distribution/transmission poles and towers for utility companies in the United States, Central America, Mexico, Canada, and internationally. It offers composite utility poles and transmission structures. The company was formerly known as Novacab International Inc. and changed its name to Global Poletrusion Group Corp. in April 2017. Global Poletrusion Group Corp. was incorporated in 1995 and is based in Miami, Florida.
KRMCF	KRM22 Plc	1	0	0	#{"United Kingdom"}	#{}	#{}	KRM22 Plc develops and sells risk management software to the financial services industry. The company offers Risk Cockpit, which shows enterprise risk profile in real time; and Regulatory Navigator that brings out-the-box regulatory functionality covering market abuse, SM&CR, and financial crime. It also provides Irisium that provides analytics and contextual surveillance tools, which helps capital market firms to identify and manage potential risks of market abuse, fraud, and operational breaches; Individual Accountability Regime, which gives financial institutions to manage accountability throughout the firm; Digital Client Onboarding that provides capital market firms with the tools to make client onboarding; and Ascent, which uses AI and machine learning to digitise the regulatory, internal compliance, and policy information into defined obligations. In addition, the company offers Regulatory Reporting that enables capital market firms to comply with its regulatory reporting obligations across multiple jurisdictions; Enhanced Due Diligence, which enables firms to understand online reputational risks and evidence compliance; and Regulatory training that helps regulated firms address their mandatory training requirements. Further, it provides ProOpticus to meet stress management goals by scaling the type and amount of risk calculations performed before passing the trade to the exchange; ProOpticus VaR that provides the unique view of multiple VaR calculations across the whole portfolio in a single place; Risk Monitor, an invaluable tool for clearing houses, clearing members, traders, brokers, and other financial institutions that make decisions based on the management of risk; and Order Limit Management, which helps combat time consuming and error prone processes by maintaining pre-trade limits in one centralized application. The company was incorporated in 2018 and is headquartered in London, the United Kingdom.
KWWMF	Kew Media Group Inc.	1	0	0	#{"Canada"}	#{}	#{}	Kew Media Group Inc. operates as a content company worldwide. The company operates in two segments, Production and Distribution. It develops, produces, and distributes a range of genres comprising drama, comedy, documentary, crime, home improvement, paranormal, and entertainment. The company also offers fiction and non-fiction content from a range of third-party producers and suppliers. In addition, it publishes music, as well as manages content library. Kew Media Group Inc. was founded in 2015 and is headquartered in Toronto, Canada.
CATI	Clone Algo Technologies Inc.	1	0	2	#{"systems"}	#{}	#{"technology"}	Clone Algo Technologies Inc., a technology company, develops algorithms and risk management systems based on artificial intelligence. Its products include Clone Algo, a social investment network app that enables users to clone trades from master accounts to users own account with connected brokers, banks, and hedge funds using algorithms, and advanced cloning and non-predictive timing technology; HomeAway, a hotel booking and management system for booking discounted hotel room rates; and AlgoTrust, a mobile banking system for do it yourself banking. The company was formerly known as Travelsafe, Inc. and changed its name to Clone Algo Technologies Inc. in September 2014. Clone Algo Technologies Inc. was founded in 2013 and is based in Chapel Hill, North Carolina.
LOIMF	Loomis AB (publ)	1	0	0	#{"recycling"}	#{}	#{}	Loomis AB (publ) provides solutions for the distribution, handling, storage, and recycling of cash and other valuables. The company offers a range of solutions for cash in transit, cash management services, and international valuables logistics. It serves banks, retailers, and other operators. The company operates through a network of approximately 400 branches in 20 countries. Loomis AB (publ) was founded in 1852 and is headquartered in Stockholm, Sweden.
HMAGF	home24 SE	1	0	7	#{"Netherlands"}	#{}	#{"Brazil" "Switzerland" "Germany"}	home24 SE markets, sells, and ships furniture and home furnishings in continental Europe and Brazil. It offers living, dining, and bedroom, upholstered, outdoor, and garden furniture; mattresses; lighting products; and lamps and accessories. The company sells its products under the Studio Copenhagen, home24, Mobly, ARS NATURA, MORTEENS, ars MANUFACTI, Masion Belfort, and fredriks brand names. It operates 13 showrooms in Germany, Austria, Switzerland, and Brazil, as well as nine outlets in Germany and Brazil; and an online platform. The company also operates in France, the Netherlands, Belgium, and Italy. home24 SE was founded in 2009 and is headquartered in Berlin, Germany.
CRKN	Crown Electrokinetics Corp. Common Stock	1	0	2	#{"Oregon"}	#{}	#{"technology"}	Crown Electrokinetics Corp. focuses on commercializing electrokinetic technology for use in the smart glass market. It offers electrokinetic film technology for smart or dynamic glass. The company was formerly known as 3D Nanocolor Corp. and changed its name to Crown ElectroKinetics Corp. in October 2017. Crown ElectroKinetics Corp. was incorporated in 2015 and is based in Corvallis, Oregon.
SSUR	StatSure Diagnostic Systems, Inc.	1	0	1	#{"Systems"}	#{}	#{"United States"}	StatSure Diagnostic Systems, Inc. develops, manufactures, and markets rapid in-vitro assays for use in the detection of infectious diseases and other conditions in the United States and internationally. The company offers SURE CHECK HIV 1/2 and Clearview Complete HIV 1/ 2 tests, which are single-use diagnostic tests for visual detection of antibodies to HIV 1 and HIV 2. It also provides medical specimen collection devices. The company was founded in 1986 and is based in Brooklyn, New York.
DMCD	Detwiler Fenton Group, Inc.	1	0	1	#{"health"}	#{}	#{"United States"}	Detwiler Fenton Group, Inc., through its subsidiaries, provides financial services to institutional and individual investors primarily in the United States. The company offers institutional channel research and wealth management/investment brokerage services to high net worth and other individuals. It also markets annuities and life insurance, health insurance, and long term care products, as well as mutual funds. The company, formerly known as Detwiler, Mitchell & Co., was founded in 1983 and is based in Boston, Massachusetts.
TISNF	TIS Inc.	1	0	1	#{"systems"}	#{}	#{"technology"}	TIS Inc. provides information technology (IT) services in Japan and internationally. The company operates through Service IT Business, BPO, Financial IT Services, Industrial IT Services, and Other segments. The Service IT Business segment provides knowledge-intensive IT services to create universalized and template-oriented solutions, such as default configuration and ERP for clients. The BPO segment offers business process outsourcing services, including marketing and sales services; and office and contract operations. The Financial IT Services segment offers value-added services for client's operations, expand use of IT, and IT-based support services for financial sector. The Industrial IT Business segment value-added services for client's operations, expand use of IT, and IT-based support services for non-financial sector. The Others segment provides leasing and other information systems. The company serves clients in the credit card, banking, insurance and other financial, manufacturing, distribution, service, public, and other sectors. The company was formerly known as IT Holdings Corporation and changed its name to TIS Inc. in July 2016. TIS Inc. was founded in 1971 and is headquartered in Tokyo, Japan.
PXYN	Praxsyn Corporation	1	0	0	#{"health"}	#{}	#{}	Praxsyn Corporation, a health care company, provides medical practitioners with medications and services for their patients. It formulates non-narcotic and non-habit forming medications using therapeutic and preventative agents in the forms of transdermal creams, patches, and oral capsules for pain management, erectile dysfunction, and metabolic therapies. Praxsyn Corporation provides its products to patients covered under the California workers' compensation system, as well as preferred provider contracts. The company was formerly known as The PAWS Pet Company, Inc. and changed its name to Praxsyn Corporation in March 2014. Praxsyn Corporation was founded in 2005 and is headquartered in Las Vegas, Nevada.
CLEV	Concrete Leveling Systems, Inc.	1	0	0	#{"Systems"}	#{}	#{}	Concrete Leveling Systems, Inc. manufactures and sells specialized equipment for end users in the concrete leveling industry. The company was founded in 2007 and is based in Canton, Ohio.
MERR	Merriman Holdings, Inc.	1	0	1	#{"Canada"}	#{}	#{"United States"}	Merriman Holdings, Inc., through its subsidiary, Merriman Capital, Inc., provides capital market advisory and research, corporate, and investment banking services primarily in the United States and Canada. The company's investment banking services include corporate financing services, such as initial public offerings, secondary offerings, and private placements services; and strategic advisory services comprise transaction-specific advice regarding mergers and acquisitions, divestitures, spin-offs, and privatizations, as well as general strategic advice. It also offers institutional brokerage services, including institutional sales trading and equity execution, and options execution services to institutional clients. In addition, the company executes securities transactions for money managers, mutual funds, hedge funds, insurance companies, and pension and profit-sharing plans; and provides integrated research and trading solutions, as well as capital markets advisory services. It primarily serves institutional investors and corporate clients. The company was formerly known as Merriman Curhan Ford Group, Inc. and changed its name to Merriman Holdings, Inc. in August 2010. Merriman Holdings, Inc. was founded in 1987 and is headquartered in San Francisco, California.
NEXPF	Nexi S.p.A.	1	0	0	#{"UK"}	#{}	#{}	Nexi S.p.A. provides electronic money and payment services to banks, financial and insurance institutions, merchants, businesses, and public administration in Italy. The company offers acquiring services; configuration, activation, and maintenance of POS terminals; fraud prevention; and dispute management services, as well as customer support services. It also provides a range of issuing services, such as issue, supply, and management of private and corporate payment cards; installation and management of ATM's; clearing services; and digital banking services for the management of current accounts and payments. In addition, the company offers application and administrative outsourcing, and legal advisory services; and software applications for invoice management and storage, prepaid card reloading, bill payments, and postal payments. The company is based in Milan, Italy. Nexi S.p.A. is a subsidiary of Mercury UK Holdco Limited.
IMGX	Image Metrics, Inc.	1	0	2	#{"Canada"}	#{}	#{"technology" "United States"}	Image Metrics, Inc. provides technology-based facial animation services for entertainment and film industries in the United States, Canada, and Europe. Its products are used primarily in the production of computer games and high-budget films. Image Metrics, Inc. was founded in 2000 and is headquartered in El Segundo, California.
TIKK	Tel-Instrument Electronics Corp.	1	0	1	#{"aerospace"}	#{}	#{"United States"}	Tel-Instrument Electronics Corp. designs, manufactures, and sells avionics test and measurement instruments for the commercial air transport, general aviation, and government/military aerospace and defense markets in the United States and internationally. The company operates in two segments, Avionics Government and Avionics Commercial. It provides instruments to test, measure, calibrate, and repair a range of airborne navigation and communication equipment. The company's products also include TS-4530A and T-4530i, an identification friend or foe test sets; T-47/M5, a dual crypto test set; and AN/ARM-206, an intermediate level TACAN test set. It also offers AN/USM-708 and AN/USM-719 communications/navigation radio frequency avionics flight line testers; TR-420, a ramp test set to test the operation of transponders and interrogators; and SDR-OMNI, a handheld avionics flight-line test set. It serves customers directly or through distributors. The company was founded in 1947 and is headquartered in East Rutherford, New Jersey.
ATHC	Accelerated Technologies Holding Corp.	1	0	3	#{"alternative"}	#{}	#{"technology" "United States"}	Accelerated Technologies Holding Corp. provides full service end to end business solution and cloud based disruptive technology in the United States. It offers services in the sectors of electronic integrated payment processing services, Web design, Web development, Web hosting and Web maintenance, alternative lending, printing, marketing, and toll free telecom for businesses operating in retail, ecommerce, and mobile environments. The company, under the Intelagy brand name, also offers the Intelagy Dash Board and enables merchants to navigate through and receive detailed reporting for the services to which business owners subscribe. In addition, it provides a full suite of customer engagement tools; discounted merchant services for card present and card not present transactions, including point-of-sale, mobile payment technology, Internet e-commerce businesses, service businesses, and mail order/telephone order; mobile payment processing; online marketing and reputation management; prepaid debit; gift card solutions; SEO; social media; and Bitcoin integration. The company was formerly known as Phantom Fiber Corporation. The company is based in New York, New York.
ROFO	Rockford Corporation	1	0	1	#{"systems"}	#{}	#{"United States"}	Rockford Corporation manufactures, markets, and distributes audio and security systems for the mobile audio aftermarket and OEM market in the United States. It distributes its products under the brand names of Rockford Fosgate, Rockford Acoustic Design, Lightning Audio, Crimestopper, Blaupunkt, Brax, Helix, and Renegade. The company was founded in 1980 and is headquartered in Tempe, Arizona.
CILZ	Carolina Mills, Inc.	1	0	0	#{"natural"}	#{}	#{}	Carolina Mills, Inc. engages in the manufacture, distribution, and sale of yarn for domestic and international textile markets. It offers natural, synthetic, and other yarns. The company was founded in 1928 and is based in Maiden, North Carolina.
