Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
CLWA,CALLWAVE INC NEW,Pink No Information,7.000000,,0,Common Stock,USA,California
ENGY,CENTRAL ENERGY PRTNRS LP,Pink No Information,0.004750,,0,Units,USA,Texas
FAKC,FACEKEY CORP NEW,Pink No Information,0.033100,,0,Common Stock,USA,Texas
IPWG,INTL POWER GROUP LTD,Pink No Information,0.000200,0.000000,1255125,Common Stock,USA,Florida
PECD,PET ECOLOGY BRANDS INC,Pink No Information,0.004300,,0,Common Stock,USA,Texas
RTWIQ,RTW RETAILWINDS INC,Pink No Information,0.018350,-26.305200,80857,Common Stock,USA,New York
WRGL,WARRIOR GIRL CORP,Pink No Information,0.001500,-25.000000,165000,Common Stock,USA,Nevada
WSSE,WALLSTREET SECS INC,Pink No Information,0.000100,0.000000,1780000,Common Stock,USA,California
INTK,INDUSTRIAL NANOTECH INC,Pink No Information,0.000800,-11.111100,175000,Common Stock,USA,Florida
GYGC,GUYANA GOLD CORP,Pink No Information,0.009000,1.123600,52600,Common Stock,USA,Nevada
LOCMQ,LOCAL CORP,Pink No Information,0.003580,37.692300,21750,Common Stock,USA,California
ELNX,ELINX CORP,Pink No Information,0.079550,,0,Common Stock,USA,Texas
GBPT,GLOBE PHOTOS INC,Pink No Information,0.003300,,0,Common Stock,USA,Nevada
NHVP,NORTHEAST DEV CORP INC,Pink No Information,0.003100,,0,Common Stock,USA,Pennsylvania
MOPN,MOP ENVIRONMENTAL SLTNS,Pink No Information,0.000700,-17.647100,102600,Common Stock,USA,Connecticut
GRHY,GREEN HYGIENICS INC,Pink No Information,0.003000,,1,Common Stock,USA,Nevada
AHROQ,ATHERONOVA INC,Pink No Information,0.003150,,0,Common Stock,USA,California
SESI,SES SOLAR INC,Pink No Information,0.015000,20.000000,216736,Common Stock,USA,Florida
FSTF,FIRST STATE FINCL CORP,Pink No Information,0.039500,,0,Common Stock,USA,Florida
SYPT,SCRYPT INC,Pink No Information,0.300000,,0,Common Stock,USA,Texas
CFPI,CALIFORNIA STYLE PALMS,Pink No Information,0.050500,,0,Common Stock,USA,California
FZRO,FLASHZERO CORP,Pink No Information,0.007500,-16.666700,36000,Common Stock,USA,Texas
CHOB,CHARTER OAK BANK (CA),Pink No Information,0.012775,,0,Common Stock,USA,California
EGDD,EASTERN GOLDFIELDS INC,Pink No Information,0.010800,,0,Common Stock,USA,California
SFBI,SFSB INC,Pink No Information,0.001700,,0,Common Stock,USA,Maryland
LEHNQ,LEHMAN BROS HLDG C/T VI N,Pink No Information,0.107000,,0,Preferred Stock,USA,New York
HYEG,HYDROGEN ENGINE CTR INC,Pink No Information,0.290000,15.537800,59342,Common Stock,USA,Tennessee
MDWK,MDWERKS INC,Pink No Information,0.008000,14.285700,11500,Common Stock,USA,Florida
LBWR,LABWIRE INC,Pink No Information,0.012800,0.000000,59000,Common Stock,USA,Texas
SUFF,OPHIR RESOURCES CO,Pink No Information,0.005200,0.000000,100,Common Stock,USA,Nevada
FWDG,FUTUREWORLD CORP,Pink No Information,0.000001,0.000000,77265613,Common Stock,USA,Florida
FTFY,FIT AFTER FIFTY INC,Pink No Information,0.009900,0.000000,4764,Common Stock,USA,
ECRO,ECC CAPITAL CORP,Pink No Information,0.053000,-10.169500,800,Common Stock,USA,California
ODMO,ODIMO INC,Pink No Information,0.010000,0.000000,10597,Common Stock,USA,Florida
WRMA,WIREMEDIA INC,Pink No Information,0.003700,0.000000,200,Common Stock,USA,Florida
GGRN,GLOBAL GREEN SLTNS INC,Pink No Information,0.080000,0.000000,1800,Common Stock,USA,Nevada
CRVH,CHILCO RIVER HLDGS INC,Pink No Information,0.005750,,0,Common Stock,USA,California
PLFF,ORPHEUM PROPERTY INC,Pink No Information,0.005000,,0,Common Stock,USA,Louisiana
CIVX,CTR INVTS&CNSLTNG INC,Pink No Information,0.000600,20.000000,1825000,Common Stock,USA,Maryland
TEXC,TEXCOM INC,Pink No Information,0.020000,,0,Common Stock,USA,Texas
PTRC,PETRO RIVER OIL CORP,Pink No Information,0.049000,-18.333300,30050,Common Stock,USA,New York
HDIH,H-D INTL HLDGS GRP,Pink No Information,0.041000,-9.890100,100,Common Stock,USA,Nevada
AESO,ATLANTIC ENERGY SLTNS INC,Pink No Information,0.017000,-25.764200,111771,Common Stock,USA,New York
HSFI,HOMEMLAND SAFETY INTL INC,Pink No Information,0.002000,-23.076900,51000,Common Stock,USA,Texas
MSIU,MEDICAL SUPPLY INTL USA,Pink No Information,0.098400,,0,Common Stock,USA,New York
SDVI,SIGNATURE DEVICES INC,Pink No Information,0.000100,0.000000,16784852,Common Stock,USA,California
QUAN,QUANTUM INTL CORP,Pink No Information,0.021000,0.000000,370891,Common Stock,USA,Texas
WOFA,WISDOM HOMES AMERICA INC,Pink No Information,0.000400,0.000000,666465,Common Stock,USA,Texas
PFNL,PLYMOUTH FINANCIAL CORP,Pink No Information,0.020200,,0,Common Stock,USA,Michigan
HAON,HALITRON INC,Pink No Information,0.000100,0.000000,92339980,Common Stock,USA,Connecticut
CVHL,CV HOLDINGS INC,Pink No Information,0.006850,20.175400,10000,Common Stock,USA,California
SLJB,SULJA BROS BLDG SUPPLIES,Pink No Information,0.004500,-8.163300,874851,Common Stock,USA,Texas
NRCD,NASHVILLE RECORDS INC,Pink No Information,0.002500,,0,Common Stock,USA,Florida
HYWI,HOLLYWOOD INTER INC,Pink No Information,0.000800,0.000000,75999,Common Stock,USA,California
TAGP,TRISTAR ACQUISITION GRP,Pink No Information,0.055400,,0,Common Stock,USA,New York
KLGG,KLEGG ELECTRONICS INC,Pink No Information,0.002000,42.857100,48240,Common Stock,USA,Nevada
QEGY,QUANTUM ENERGY INC,Pink No Information,0.200000,0.050000,36304,Common Stock,USA,Illinois
FAGI,FULL ALLIANCE GROUP INC,Pink No Information,0.017000,,0,Common Stock,USA,California
ORMTQ,ORMET CORP,Pink No Information,0.002700,,0,Common Stock,USA,Ohio
TWNE,TOWNE BANCORP INC AZ,Pink No Information,0.042500,,0,Common Stock,USA,Arizona
EXBX,EXOBOX TECHNOLOGIES CORP,Pink No Information,0.002400,-4.000000,402700,Common Stock,USA,California
ACNI,AMER CMNTY NEWSPAPRS INC,Pink No Information,0.002000,,0,Common Stock,USA,Texas
SCGX,SAXON CAPITAL GROUP INC,Pink No Information,0.510000,,0,Common Stock,USA,Arizona
LOGL,LEGEND OIL AND GAS LTD,Pink No Information,0.000500,0.000000,2458991,Common Stock,USA,Georgia
CGSO,CENTERGISTIC SLTNS INC,Pink No Information,0.045000,,0,Common Stock,USA,California
LTUS,LOTUS PHARMS INC,Pink No Information,0.008800,,0,Common Stock,USA,Florida
JERT,JER INVESTORS TR INC NEW,Pink No Information,0.038660,57.795900,2037,Common Stock,USA,Virginia
AERS,AERIUS,Pink No Information,0.003600,-20.879100,151100,Common Stock,USA,Nevada
NXSL,NEXTECH SOLUTIONS INC,Pink No Information,0.004000,,0,Common Stock,USA,Texas
SHMN,SOHM INC,Pink No Information,0.000700,0.000000,31870297,Common Stock,USA,California
HOKUQ,HOKU CORP,Pink No Information,0.004700,0.000000,15356,Common Stock,USA,Hawaii
RNWB,RENEWABLE CORP,Pink No Information,0.001600,0.000000,205000,Common Stock,USA,Florida
MAGP,MAGPLANE TECHNOLOGY INC,Pink No Information,0.006000,-4.761900,51400,Common Stock,USA,New Hampshire
KONAQ,KONA GRILL INC,Pink No Information,0.009100,-4.210500,8214,Common Stock,USA,Arizona
CGDI,CHINA GROWTH DEV INC,Pink No Information,0.008200,173.333300,222000,Common Stock,USA,California
PTAH,PTA HOLDINGS INC,Pink No Information,0.000300,13.207500,5010000,Common Stock,USA,Wisconsin
ITCC,INSPRO TECHNOLOGIES CORP,Pink No Information,0.005200,15.555600,50100,Common Stock,USA,Pennsylvania
IMGX,IMAGE METRICS INC,Pink No Information,0.100300,,0,Common Stock,USA,California
BGES,BIO-BRIDGE SCIENCE INC,Pink No Information,0.130000,,0,Common Stock,USA,Illinois
NXTYQ,NEXITY FINANCIAL CORP,Pink No Information,0.004200,7.692300,100,Common Stock,USA,Alabama
EGOC,ENERGY 1 CORP,Pink No Information,0.000800,0.000000,9563862,Common Stock,USA,Florida
SSHC,SOUTHSHORE CMNTY BK (FL),Pink No Information,0.047500,,0,Common Stock,USA,Florida
SOEN,SOLAR ENERTECH CORP,Pink No Information,0.017100,6.875000,303271,Common Stock,USA,California
USRI,USA RECYCLING INDUS INC,Pink No Information,0.025100,,0,Common Stock,USA,New York
RKOS,ARKOSE ENERGY CORP,Pink No Information,0.450000,,0,Common Stock,USA,Texas
UMFG,UMF GROUP INC,Pink No Information,0.021500,-27.118600,100,Common Stock,USA,Colorado
IMTO,INTERMETRO COMMUNS INC,Pink No Information,0.030000,,0,Common Stock,USA,California
LTHO,LEGACY TECH HOLDINGS INC,Pink No Information,0.150000,,0,Common Stock,USA,Colorado
ZYRX,ZYROX MINING INTL INC,Pink No Information,0.025000,-37.500000,100,Common Stock,USA,New York
FBEC,FBEC WORLDWIDE INC,Pink No Information,0.000200,100.000000,4785966,Common Stock,USA,California
EGTK,ENERGTEK INC,Pink No Information,0.002000,-25.925900,109000,Common Stock,USA,New York
IPLB,IPURE LABS INC,Pink No Information,0.450000,-10.000000,77163,Common Stock,USA,Nevada
AMAZ,AMAZING ENE OIL & GAS,Pink No Information,0.004500,4.651200,1497826,Common Stock,USA,Texas
TRPS,TRIP TECHNOLOGIES INC,Pink No Information,3.500000,,0,Common Stock,USA,New York
EPRSQ,EPIRUS BIOPHARMS INC,Pink No Information,0.008500,-15.000000,117635,Common Stock,USA,Massachusetts
PIFR,PREMIER INFORMATION MGMT,Pink No Information,0.017000,,0,Common Stock,USA,Arizona
CMIT,CMARK INTERNATIONAL INC,Pink No Information,0.001500,,0,Common Stock,USA,South Carolina
FLKI,FALKEN INDUSTRIES LTD,Pink No Information,0.002500,40.056000,220300,Common Stock,USA,New Jersey
GEGI,GENESIS ELECTRONICS GRP,Pink No Information,0.000400,0.000000,3641780,Common Stock,USA,Florida
AVGG,ADVANCED TECHS GROUP LTD,Pink No Information,0.003500,,0,Common Stock,USA,New Jersey
CAPB,CAPITALSOUTH BANCORP,Pink No Information,0.008500,,0,Common Stock,USA,Alabama
TRXO,COLUMBINE VALLEY RESOURCE,Pink No Information,0.030000,,0,Common Stock,USA,Colorado
UAPC,UNITED AMERICAN PETR,Pink No Information,0.004000,-11.111100,3844385,Common Stock,USA,Florida
GNOW,AMER CARESOURSE HLDGS INC,Pink No Information,0.005900,,0,Common Stock,USA,Georgia
OVIT,ONCOVISTA INNVTVE THERPS,Pink No Information,0.025000,,0,Common Stock,USA,Texas
SRNW,STRATOS RENEWABLE CORP,Pink No Information,0.002000,,0,Common Stock,USA,California
IMNPQ,IMMUNE PHARMS INC,Pink No Information,0.007500,8.695700,745032,Common Stock,USA,New Jersey
GEOR,GEOPETRO RES CO,Pink No Information,0.002000,-33.333300,296924,Common Stock,USA,California
GYPHQ,GRYPHON GOLD CORP,Pink No Information,0.010500,33.758000,72500,Common Stock,USA,Nevada
WPHM,WINSTON PHARMS INC,Pink No Information,0.026000,30.000000,1100,Common Stock,USA,Illinois
ISML,ISM INTERNATIONAL INC,Pink No Information,0.005000,,0,Common Stock,USA,Florida
ARGL,ARGYLE SECURITY INC,Pink No Information,0.005000,,0,Common Stock,USA,Texas
GFDV,GENERAL FINANCE & DEV INC,Pink No Information,0.510000,,0,Common Stock,USA,Minnesota
EXCE,EXCO RESOURCES PAR $,Pink No Information,1.250000,-0.793700,24559,Common Stock,USA,Texas
PCBN,PIEDMONT CMNTY BK GRP GA,Pink No Information,0.006750,,0,Common Stock,USA,Georgia
BSGC,BIGSTRING CORP,Pink No Information,0.007200,0.000000,1002,Common Stock,USA,New Jersey
HOTF,HOT MAMAS FOODS INC CO,Pink No Information,0.014900,,0,Common Stock,USA,Massachusetts
THRR,THRESHER INDUSTRIES INC,Pink No Information,0.001800,0.000000,3697650,Common Stock,USA,California
OHAQ,ORACLE HEALTHCARE ACQSTN,Pink No Information,0.002800,,0,Common Stock,USA,Connecticut
ARVY,ALLIANCE RECOVERY CORP,Pink No Information,0.014100,17.500000,80550,Common Stock,USA,Michigan
MRIB,MARANI BRANDS INC,Pink No Information,0.000100,0.000000,6003582,Common Stock,USA,Nevada
WCBH,WCB HOLDINGS INC,Pink No Information,0.002600,,0,Common Stock,USA,California
ODYC,ODYNE CORP,Pink No Information,0.014650,-8.437500,62500,Common Stock,USA,New York
XENO,XENO TRANSPLANTS CORP,Pink No Information,0.002160,-10.000000,76000,Common Stock,USA,Massachusetts
PPPS,ISOCIALY INC,Pink No Information,3.250100,,0,Common Stock,USA,New York
SOPK,SOUTHPEAK INTERACTIVE CRP,Pink No Information,0.001300,,0,Common Stock,USA,Virginia
AWHI,ANGO WORLD HOLDINGS INC,Pink No Information,1.000000,,0,Common Stock,USA,Texas
PNNB,PINNACLE BANK OF OREGON,Pink No Information,0.006000,,0,Common Stock,USA,Oregon
ORHB,ORHUB INC,Pink No Information,0.022000,-15.057900,166589,Common Stock,USA,California
VPOR,VAPOR GROUP INC,Pink No Information,0.000160,6.666700,5361513,Common Stock,USA,Florida
CLUBQ,TOWN SPORTS INTL HLDGS,Pink No Information,0.130000,7.438000,123247,Common Stock,USA,Florida
SKPN,SKYSHOP LOGISTICS INC,Pink No Information,0.001700,0.000000,30000,Common Stock,USA,Florida
CERX,COLOMBIA ENERGY RESOUR,Pink No Information,0.140000,,0,Common Stock,USA,California
INBI,INFUSION BRANDS INTL INC,Pink No Information,0.002600,-37.198100,1000,Common Stock,USA,Florida
TNKE,TANKE INC,Pink No Information,0.000400,,0,Common Stock,USA,Nevada
KVIL,KIDVILLE INC,Pink No Information,0.050000,,0,Common Stock,USA,New York
OTOW,O2 SECURE WIRELESS INC,Pink No Information,0.004100,,0,Common Stock,USA,Florida
FUGI,FUEGO ENTERPRISES INC,Pink No Information,0.520000,,0,Common Stock,USA,Florida
UTRK,UNIVERSAL TRACKING SLTNS,Pink No Information,0.022500,10.946700,51555,Common Stock,USA,Florida
IMUC,IMMUNOCELLULAR THRPTS NEW,Pink No Information,0.350600,16.866700,49996,Common Stock,USA,California
IMUCW,IMMUNOCELLULAR THRPTS WTS,Pink No Information,0.005000,-19.354800,7500,Warrants,USA,California
WPFH,WORLD POKER FD HLDGS,Pink No Information,0.035000,,0,Common Stock,USA,California
NABA,NATIONAL BNCSHS INC (IA),Pink No Information,7.000000,,0,Common Stock,USA,Iowa
GFTX,GLOBAL FIBER TECHS INC,Pink No Information,0.001000,0.000000,2930594,Common Stock,USA,New Jersey
BWAV,BETAWAVE CORP,Pink No Information,0.000500,,0,Common Stock,USA,California
PAPA,WO GROUP INC,Pink No Information,0.003000,,0,Common Stock,USA,Arizona
ESPIQ,ESP RESOURCES INC,Pink No Information,0.001700,-5.555600,50000,Common Stock,USA,Louisiana
REOS,REOSTAR ENERGY CORP,Pink No Information,0.002800,,0,Common Stock,USA,Texas
ASTI,ASCENT SOLAR TECH INC,Pink No Information,0.001900,5.555600,50146603,Common Stock,USA,Colorado
KRBF,KREIDO BIOFUELS INC,Pink No Information,0.326500,,0,Common Stock,USA,Utah
WTII,WATER TECH INTL,Pink No Information,0.002000,12.803200,1172084,Common Stock,USA,Florida
ATLS,ATLAS ENERGY GROUP LLC,Pink No Information,0.004500,32.352900,424,Units,USA,Texas
BBME,BORDER BANCSHARES ME,Pink No Information,0.013000,,0,Common Stock,USA,Maine
UPCO,UNIVERSAL POTASH CORP,Pink No Information,0.003000,,0,Common Stock,USA,Ohio
MVPT,MVP HOLDINGS INC NEW,Pink No Information,1.050000,0.000000,8845,Common Stock,USA,California
SYCRF,SYNCORA HOLDINGS LTD,Pink No Information,0.300000,,0,Foreign Ordinary Shares,USA,New York
ECPL,ECOPLUS INC,Pink No Information,0.002000,,0,Common Stock,USA,North Carolina
MWWC,MARKETING WRLDWD CORP,Pink No Information,0.000400,0.000000,49931811,Common Stock,USA,Michigan
SAKH,SAKHA ENTERPRISES CORP,Pink No Information,0.015000,33.333300,4001,Common Stock,USA,Nevada
DFTC,DEFENTECT GROUP INC,Pink No Information,0.001600,-37.254900,10000,Common Stock,USA,Connecticut
ARNI,ARNO THERAPEUTICS INC,Pink No Information,0.002500,,0,Common Stock,USA,Oregon
NWCI,NEWCARDIO INC,Pink No Information,0.001800,,0,Common Stock,USA,New Jersey
SPHS,SOPHIRIS BIO INC,Pink No Information,0.009000,0.000000,30322,Common Stock,USA,California
CQER,SECURCAPITAL HOLDINGS CP,Pink No Information,0.360000,,0,Common Stock,USA,California
TWER,TOWERSTREAM CORP,Pink No Information,0.280000,,51,Common Stock,USA,Rhode Island
EARI,ENTERTAINMENT ARTS RES,Pink No Information,0.012000,93.548400,418530,Common Stock,USA,Georgia
HPIL,HPIL HOLDING,Pink No Information,0.000300,0.000000,114645674,Common Stock,USA,Michigan
EIPC,ENABLE IPC CORP,Pink No Information,0.000800,-33.333300,40000,Common Stock,USA,California
IFUS,IMPACT FUSION INTL INC,Pink No Information,0.001700,,0,Common Stock,USA,Louisiana
CRWG,CROWDGATHER INC,Pink No Information,0.003600,28.571400,679791,Common Stock,USA,California
BNGI,BANGI INC,Pink No Information,0.000100,0.000000,395394561,Common Stock,USA,Michigan
BBLC,BLOCKCHAIN LOYALTY CORP,Pink No Information,0.218000,0.000000,3148,Common Stock,USA,California
ABKB,AMER BASKETBALL ASSN INC,Pink No Information,0.020000,,0,Common Stock,USA,Indiana
OFSI,OMNI FINCL SERVICES INC,Pink No Information,0.001500,,0,Common Stock,USA,Florida
ZMDC,USA ZHIMINGDE INTL GROUP,Pink No Information,0.150000,,0,Common Stock,USA,New York
NILA,NILAM RESOURCES INC,Pink No Information,0.023950,,0,Common Stock,USA,Washington
BTOW,BELLTOWER ENTMT CRP,Pink No Information,0.510000,,0,Common Stock,USA,California
GCYO,GOLD CANYON BANK (AZ),Pink No Information,0.030000,,0,Common Stock,USA,Arizona
HLXW,HELIX WIND CORP,Pink No Information,0.000300,0.000000,21549229,Common Stock,USA,California
USBK,USA BANK (NY),Pink No Information,0.009900,,0,Common Stock,USA,New York
BKSD,BLUEPRINT TECHS INC,Pink No Information,0.001000,,0,Common Stock,USA,Florida
AGGX,ANGIOGENEX INC,Pink No Information,0.100000,,0,Common Stock,USA,New York
WHCA,WILLISTON HOLDING CO,Pink No Information,0.125050,,0,Common Stock,USA,Minnesota
WCYN,WEST CANYON ENERGY CORP,Pink No Information,0.006300,,156,Common Stock,USA,Texas
SAGD,SOUTH AMERICAN GOLD CORP,Pink No Information,0.001000,11.111100,114500,Common Stock,USA,Nevada
VTXB,VORTEX BRANDS CO,Pink No Information,0.002800,,0,Common Stock,USA,California
ROBK,ROTATE BLACK INC,Pink No Information,0.002800,,0,Common Stock,USA,Michigan
VEST,VESTIAGE INC,Pink No Information,0.007820,152.258100,524,Common Stock,USA,California
FCNE,FOUR CORNERS INC,Pink No Information,1.530000,-1.290300,103,Common Stock,USA,Texas
INCC,INTL CONSOL COS INC,Pink No Information,0.000100,0.000000,21735101,Common Stock,USA,Florida
INOQ,INNOVAQOR INC,Pink No Information,3.000000,,0,Common Stock,USA,Georgia
FNDM,FUND.COM INC A,Pink No Information,1.500000,-50.000000,1292,Common Stock,USA,New York
AMLM,AMER LITHIUM MINERALS INC,Pink No Information,0.034500,1.620000,109070,Common Stock,USA,Nevada
SSRC,SENTISEARCH INC,Pink No Information,0.003300,,0,Common Stock,USA,New York
RDML,RED MILE ENTMT INC,Pink No Information,0.005600,,0,Common Stock,USA,California
UITA,UTILICRAFT AEROSPACE INDS,Pink No Information,0.001000,0.000000,235008,Common Stock,USA,Texas
MNVN,MONDIAL VNTRS INC,Pink No Information,0.000100,0.000000,1000000,Common Stock,USA,Arizona
LGTS,LIGHTSPACE CORP,Pink No Information,0.003500,,0,Common Stock,USA,Massachusetts
CBTRP,CORP-BCKD (JC PENNY)07-1,Pink No Information,0.013300,-86.700000,2405,Preferred Stock,USA,New York
CMOT,CURTISS MOTORCYCLES CO,Pink No Information,0.490000,-7.547200,400,Common Stock,USA,Alabama
NDTP,NDT PHARMACEUTICALS INC,Pink No Information,4.200000,,74,Common Stock,USA,Virginia
WSFGQ,WSB FINANCIAL GROUP INC,Pink No Information,0.000200,0.000000,200,Common Stock,USA,Washington
AFFY,AFFYMAX INC,Pink No Information,0.152000,-10.588200,33458,Common Stock,USA,California
EIHC,ENVIRONMENTAL INFRST,Pink No Information,0.010000,,0,Common Stock,USA,Pennsylvania
CDVIQ,CAL DIVE INTL INC DE,Pink No Information,0.001800,260.000000,21928893,Common Stock,USA,Texas
TOGL,TOGA LIMITED,Pink No Information,6.900000,0.000000,2420,Common Stock,USA,California
MSFN,MAINSTREET FINL CORP MICH,Pink No Information,0.031500,,0,Common Stock,USA,Michigan
KSSH,KESSELRING HOLDING CORP,Pink No Information,0.007100,-29.000000,18700,Common Stock,USA,Washington
DEVM,DEVMAR EQUITIES INC,Pink No Information,0.011100,0.000000,942,Common Stock,USA,Michigan
WPUR,WATERPURE INTL INC,Pink No Information,0.000700,-41.666700,1000,Common Stock,USA,Pennsylvania
PMMEF,PREMIUM EXPL INC,Pink No Information,0.001320,164.000000,2000,Foreign Ordinary Shares,USA,Idaho
STCO,STRATOCOMM CORP,Pink No Information,0.001300,,0,Common Stock,USA,New York
JAMN,JAMMIN JAVA CORP,Pink No Information,0.000400,33.333300,76051923,Common Stock,USA,Colorado
RTNB,ROOT9B HOLDINGS INC,Pink No Information,0.041000,0.000000,5404,Common Stock,USA,Arizona
RGLG,UHF LOGISTICS GROUP INC,Pink No Information,0.100000,11.111100,13750,Common Stock,USA,Nevada
AGGL,AGTECH GLOBAL INTL,Pink No Information,0.041000,,0,Common Stock,USA,California
MOCI,MODERN CINEMA GROUP INC,Pink No Information,0.101000,149.075200,37586,Common Stock,USA,California
ZGSI,ZERO GRAVITY SOLTNS INC,Pink No Information,1.000000,,0,Common Stock,USA,Florida
PTSS,PEARTRACK SECURITY SYSTEM,Pink No Information,0.087000,,0,Common Stock,USA,California
AWWI,ALPHA WASTEWATER INC,Pink No Information,0.006300,,0,Common Stock,USA,Nevada
VSMR,VERIFY SMART CORP,Pink No Information,0.010000,,0,Common Stock,USA,New Jersey
ROYE,ROYAL ENERGY RES INC,Pink No Information,0.275700,,0,Common Stock,USA,South Carolina
SNDZ,SUNRIDGE INTL INC,Pink No Information,0.002300,,0,Common Stock,USA,Arizona
LBAS,LOCATION BASED TECHS INC,Pink No Information,0.002200,-29.032300,1397335,Common Stock,USA,California
IZNN,IZON NETWORK INC,Pink No Information,0.004930,1.232000,200,Common Stock,USA,Arizona
XBOR,CROSS BORDER RES INC,Pink No Information,0.021000,,0,Common Stock,USA,Texas
RYMM,ROYAL MINES & MNRLS CORP,Pink No Information,0.001200,0.000000,100000,Common Stock,USA,Nevada
PTLF,PETLIFE PHARMS INC,Pink No Information,0.002200,4.761900,118700,Common Stock,USA,California
FDTC,FNDS3000,Pink No Information,0.002300,,0,Common Stock,USA,Florida
JUMT,JUMA TECHNOLOGY CORP,Pink No Information,0.015000,57.894700,281500,Common Stock,USA,New York
TRUL,TRULITE INC,Pink No Information,0.958000,-4.200000,1321,Common Stock,USA,Texas
IPUB,INDIEPUB ENTMT INC,Pink No Information,0.103000,12.833400,501945,Common Stock,USA,Ohio
CYRP,CYBRA CORP,Pink No Information,0.348000,16.000000,221,Common Stock,USA,New York
CGHC,CAPITAL GROUP HLDGS INC,Pink No Information,0.002700,,0,Common Stock,USA,Arizona
SOHL,SOUTHERN TR SECS HLDGS CP,Pink No Information,0.001000,,0,Common Stock,USA,Florida
GRNL,GREENLITE VNTRS INC,Pink No Information,0.081000,,0,Common Stock,USA,Nevada
OBMP,ONCBIOMUNE PHARMACEUTICAL,Pink No Information,0.165000,,29,Common Stock,USA,Colorado
PPBV,PURPLE BEVERAGE CO INC,Pink No Information,0.000200,-33.333300,300,Common Stock,USA,Florida
STSC,START SCIENTIFIC INC,Pink No Information,0.030000,,15,Common Stock,USA,Oklahoma
FBCD,FBC HOLDING INC,Pink No Information,0.000300,200.000000,185071825,Common Stock,USA,New Jersey
BICB,BIOCUBE INC,Pink No Information,0.004000,,0,Common Stock,USA,Arizona
BABL,BUILDABLOCK CORP,Pink No Information,0.008000,0.000000,2632000,Common Stock,USA,Florida
AAPT,ALL AMERICAN PET CO INC,Pink No Information,0.000200,0.000000,18282938,Common Stock,USA,California
HKGT,HK GRAPHENE TECH CORP,Pink No Information,0.000000,,0,Common Stock,USA,California
LUDG,LUDWIG ENTERPRISES,Pink No Information,0.029700,,0,Common Stock,USA,Nevada
SMMR,SYMMETRY TECHNOLOGIES INC,Pink No Information,0.007250,,0,Common Stock,USA,Florida
CETG,CAPITAL CITY ENERGY GROUP,Pink No Information,0.030950,-1.746000,4200,Common Stock,USA,Ohio
FRHV,FRESH HARVEST PRODS INC,Pink No Information,0.000300,0.000000,891000,Common Stock,USA,New York
HEME,HEALTHMED SVCS LTD,Pink No Information,0.002105,-8.478300,1000,Common Stock,USA,California
IFAM,INFRASTRUCTURE MATLS CORP,Pink No Information,0.001400,,0,Common Stock,USA,Nevada
HKBT,HK BATTERY TECH INC,Pink No Information,0.251000,-0.829700,563,Common Stock,USA,California
SLNX,SOLANBRIDGE GROUP INC,Pink No Information,0.000200,-33.333300,8362367,Common Stock,USA,Texas
SAFS,SAFER SHOT INC,Pink No Information,0.000100,0.000000,18262000,Common Stock,USA,Maryland
AIPG,AI TECHNOLOGY GROUP INC,Pink No Information,0.000000,,0,Common Stock,USA,New York
NECA,NEW AMERICA ENERGY CORP,Pink No Information,0.005400,20.000000,635005318,Common Stock,USA,Georgia
APRO,ALLEGIANT PROFESSNL B/S,Pink No Information,0.002900,38.095200,186500,Common Stock,USA,California
CFSU,COMPLETE FINCL SLTNS INC,Pink No Information,0.002200,,0,Common Stock,USA,Washington
OSCN,ONESCREEN INC,Pink No Information,0.030000,,0,Common Stock,USA,California
MGUY,MOGUL ENERGY INTL INC,Pink No Information,0.002800,,0,Common Stock,USA,Texas
RGDXQ,RESPONSE GENETICS INC,Pink No Information,0.002300,15.000000,45580,Common Stock,USA,California
VIAP,VIA PHARMACEUTICALS INC,Pink No Information,0.004060,,14,Common Stock,USA,California
ELCR,ELECTRIC CAR CO INC,Pink No Information,0.000400,0.000000,103077659,Common Stock,USA,Missouri
NVES,NVEST INC,Pink No Information,0.023000,-14.179100,9000,Common Stock,USA,Washington
SAPX,SEVEN ARTS ENTMT INC,Pink No Information,0.000200,,0,Common Stock,USA,California
ESNC,ENSYNC INC,Pink No Information,0.008500,7.799600,326682,Common Stock,USA,Wisconsin
OTED,OAK TREE EDUCATIONAL PRTN,Pink No Information,0.101000,,0,Common Stock,USA,New York
PNGM,PENGRAM CORP,Pink No Information,0.001800,,0,Common Stock,USA,Washington
BYIN,BAYING ECOLOGICAL HLD GRP,Pink No Information,4.100000,,0,Common Stock,USA,Michigan
PHOS,PHOSPHATE HOLDINGS INC,Pink No Information,0.006200,,0,Common Stock,USA,Mississippi
SGOO,SNOOGOO CORP,Pink No Information,0.007340,-18.444400,69286,Common Stock,USA,Arizona
RENU,RENUEN CORP,Pink No Information,0.004000,,0,Common Stock,USA,Florida
CNXS,CONNEXUS CORPORATION,Pink No Information,0.000200,100.000000,185741639,Common Stock,USA,Connecticut
QYBX,QIAN YUAN BAIXING INC,Pink No Information,0.010000,,0,Common Stock,USA,Washington
PIHN,POLARIS INTL HOLDINGS INC,Pink No Information,0.000200,-33.333300,50000,Common Stock,USA,Texas
HGGGQ,HHGREGG INC,Pink No Information,0.004400,0.000000,25750,Common Stock,USA,Indiana
