symbol	company	yayk	nayk	mayk	yay	nay	may	desc
CCU	Compania Cervecerias Unidas S.A.	2	1	5	clojure.lang.LazySeq@8abe13aa	clojure.lang.LazySeq@3d11f9f4	clojure.lang.LazySeq@6308f1f6	CompaÃ±Ã­a CervecerÃ­as Unidas S.A. operates as a beverage company principally in Chile, Argentina, Uruguay, Paraguay, Colombia, and Bolivia. The company operates through three segments: Chile, International Business, and Wine. It produces and sells alcoholic and non-alcoholic beer under proprietary and licensed brands, as well as distributes Pernod Ricard products in non-supermarket retail stores. The company also produces and sells non-alcoholic beverages, including carbonated soft drinks, nectars and juices, sports and energy drinks, and ice tea, as well as mineral, purified, and flavored bottled water. In addition, it is involved in the production and distribution of wine, cider, and spirits. The company serves small and medium-sized retail outlets; retail establishments, such as restaurants, hotels, and bars; wholesalers; and supermarket chains. CompaÃ±Ã­a CervecerÃ­as Unidas S.A. also exports its products to Europe, Latin America, the United States, Canada, Asia, Oceania, and internationally. The company was founded in 1850 and is based in Santiago, Chile. CompaÃ±Ã­a CervecerÃ­as Unidas S.A. is a subsidiary of Inversiones y Rentas S.A.
UTZ	Utz Brands Inc	2	1	1	clojure.lang.LazySeq@61bf65f0	clojure.lang.LazySeq@1175092c	clojure.lang.LazySeq@86da3fbe	Utz Brands, Inc. manufacturers, markets, and distributes snacking products in the United States. It offers a range of salty snacks, including potato chips, pretzels, cheese snacks, veggie snacks, pork skins, pub/party mixes, and other snacks under the Utz, Zapp's, Golden Flake, Good Health, Boulder Canyon, Hawaiian, and TORTIYAHS brands. The company distributes its products through grocery, mass, club, convenience, drug, and other retailers. The company was formerly known as Collier Creek Holdings and changed its name to Utz Brands, Inc. in August 2020. Utz Brands, Inc. was founded in 1921 and is headquartered in Hanover, Pennsylvania.
AM	Antero Midstream Corp	2	3	1	clojure.lang.LazySeq@8150b5cf	clojure.lang.LazySeq@b49839a1	clojure.lang.LazySeq@b29732a7	Antero Midstream Corporation owns and operates midstream energy assets. It owns and operates natural gas gathering pipelines, compression stations, processing and fractionation plants, and water handling and treatment assets in the Marcellus Shale and Utica Shale basins. The company was founded in 2013 and is headquartered in Denver, Colorado.
ACN	Accenture Plc	2	1	5	clojure.lang.LazySeq@9678650e	clojure.lang.LazySeq@937b295f	clojure.lang.LazySeq@acd8c351	Accenture plc, a professional services company, provides strategy and consulting, interactive, and technology and operations services worldwide. The company also provides outsourcing services. It serves communications, media, high tech, software, and platform companies; banking, capital market, and insurance industries; and consumer goods, retail, travel services, industrial, and life science industries, as well as clients in health, public service, chemicals and natural resources, energy, and utilities sectors. Accenture plc has alliance relationships with Adobe, Alibaba, Amazon Web Services, Blue Yonder, Cisco, Dell, Google, HPE, IBM RedHat, Microsoft, Oracle, Pegasystems, Salesforce, SAP, ServiceNow, VMWare, Workday, Massachusetts Institute of Technology, Institut Polytechnique de Paris, CNH Industrial, and Reactive Technologies. The company was incorporated in 2009 and is based in Dublin, Ireland.
CHD	Church & Dwight Company	2	4	2	clojure.lang.LazySeq@362611fc	clojure.lang.LazySeq@3a52c786	clojure.lang.LazySeq@272961d8	Church & Dwight Co., Inc. develops, manufactures, and markets household, personal care, and specialty products in the United States and internationally. It operates in three segments: Consumer Domestic, Consumer International, and Specialty Products Division. The company offers cat litters, carpet deodorization, laundry detergents, and baking soda, as well as other baking soda based products under the ARM & HAMMER brand; condoms, lubricants, and vibrators under the TROJAN brand; stain removers, cleaning solutions, laundry detergents, and bleach alternatives under the OXICLEAN brand; battery-operated and manual toothbrushes under the SPINBRUSH brand; home pregnancy and ovulation test kits under the FIRST RESPONSE brand; depilatories under the NAIR brand; oral analgesics under the ORAJEL brand; laundry detergents under the XTRA brand; gummy dietary supplements under the L'IL CRITTERS and VITAFUSION brands; dry shampoos under the BATISTE brand; water flossers and replacement showerheads under the WATERPIK brand; and hair removal products under the FLAWLESS brand. It provides specialty products, including animal productivity products, such as MEGALAC rumen bypass fat, a supplement, which enables cows to maintain energy levels during the period of high milk production; BIO-CHLOR and FERMENTEN, which are designed to help reduce health issues associated with calving, as well as provides needed protein; and CELMANAX refined functional carbohydrate, a yeast based prebiotic. In addition, the company offers sodium bicarbonate; and cleaning and deodorizing products. It sells its consumer products through supermarkets, mass merchandisers, wholesale clubs, drugstores, convenience stores, home stores, dollar and other discount stores, pet and other specialty stores, and Websites and other e-commerce channels; and specialty products to industrial customers and livestock producers through distributors. The company was founded in 1846 and is headquartered in Ewing, New Jersey.
CHE	Chemed Inc	2	0	1	clojure.lang.LazySeq@362611fc	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Chemed Corporation provides hospice and palliative care services to patients through a network of physicians, registered nurses, home health aides, social workers, clergy, and volunteers in the United States. It operates in two segments, VITAS and Roto-Rooter. The company also offers plumbing, drain cleaning, water restoration, and other related services to residential and commercial customers through company-owned branches and independent contractors, and franchised locations. The company was incorporated in 1970 and is headquartered in Cincinnati, Ohio.
NEU	Newmarket Corp	2	8	2	clojure.lang.LazySeq@883b87aa	clojure.lang.LazySeq@acb8654c	clojure.lang.LazySeq@8cae586a	NewMarket Corporation, through its subsidiaries, engages in the petroleum additives businesses. The company offers lubricant additives for use in various vehicle and industrial applications, including engine oils, transmission fluids, off-road powertrain and hydraulic systems, gear oils, hydraulic oils, turbine oils, and other applications where metal-to-metal moving parts are utilized; and engine oil, driveline, and industrial additives. It also provides engine oil additives comprising driveline additives for products, such as transmission fluids, axle fluids, and off-road powertrain fluids; and industrial additive comprising products for industrial applications, which include hydraulic fluids, grease, and industrial gear fluids, as well as industrial specialty applications, including turbine oils. In addition, the company offers fuel additives that are used to enhance the oil refining process and the performance of gasoline, diesel, biofuels, and other fuels to industry, government, original equipment manufacturers, and individual customers. Additionally, it engages in the antiknock compounds business, as well as contracted manufacturing and services business. The company has operations in the United States, Europe, the Asia Pacific, India, Latin America, Canada, Africa, and the Middle East. NewMarket Corporation was founded in 1887 and is headquartered in Richmond, Virginia.
NEM	Newmont Mining Corp	2	3	3	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@bc13dcdf	clojure.lang.LazySeq@e793d182	Newmont Corporation engages in the production and exploration of gold, copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2019, it had proven and probable gold reserves of 100.2 million ounces and land position of 68,300 square kilometers. The company has a strategic alliance agreement with Kirkland Lake Gold Ltd. to assess regional exploration opportunities around the company's Timmins properties and Kirkland's Holt Complex in Ontario, Canada. Newmont Corporation was founded in 1916 and is headquartered in Greenwood Village, Colorado.
CHRA	Charah Solutions Inc	2	4	1	clojure.lang.LazySeq@fa8a4d28	clojure.lang.LazySeq@ed184541	clojure.lang.LazySeq@86da3fbe	Charah Solutions, Inc. provides environmental and maintenance services to the power generation industry in the United States. The company operates in two segments, Environmental Solutions; and Maintenance and Technical Services. The Environmental Solutions segment offers remediation and compliance services, including development, construction, and management of landfills for coal-fired power generation facilities, and new and existing ash ponds; and active pond management services, such as clean closure, cap-in-place, and design and construction of new ponds. This segment also sells recycling of recurring and contracted volumes of coal-fired power generation waste byproducts comprising bottom ash, fly ash, and gypsum byproducts for the use in various industrial purposes. The Maintenance and Technical Services segment provides fossil services, including coal ash management, silo management, on-site ash transportation, landfill management, and capture and disposal of ash byproducts, as well as staffing solutions for coal-fired power generation facilities; and manages combustion byproducts comprising bottom ash, as well as disposal of flue gas desulfurization gypsum, Pozatec/fixated scrubber sludge, and fluidized bed combustion fly ash. This segment also offers nuclear services consisting of routine maintenance, outage services, facility maintenance, and staffing solutions for nuclear power generation facilities. Charah Solutions, Inc. was founded in 1987 and is headquartered in Louisville, Kentucky.
NEA	Nuveen Insured Tax-Free Advantage Fund	2	0	3	clojure.lang.LazySeq@9b1a96cb	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d3bdb389	Nuveen AMT-Free Quality Municipal Income Fund is a closed-ended fixed income mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Asset Management, LLC and Nuveen Fund Advisors LLC. It invests in the fixed income markets of the United States. The fund primarily invests in undervalued municipal bonds that are exempt from federal income taxes, including the alternative minimum tax. It seeks to invest in securities that are rated Baa/BBB or better by S&P, Moody's, or Fitch. The fund's investment portfolio comprises investments in various industries, which include transportation, healthcare, utilities, housing/multifamily, and water and sewer. It was formerly known as Nuveen AMT-Free Municipal Income Fund. Nuveen AMT-Free Quality Municipal Income Fund was formed on November 21, 2002 and is domiciled in the United States.
NCLH	Norwegian Cruise Ord	2	1	1	clojure.lang.LazySeq@883b87aa	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@af1ca97f	Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in the North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers cruise itineraries ranging from a few days to 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, India and the rest of Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, South America, the Panama Canal, the Caribbean, and Harvest Caye. As of February 20, 2020, the company had 28 ships with approximately 59,150 berths. It distributes its products through retail/travel advisor, international travel advisor, and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is headquartered in Miami, Florida.
USAC	USA Compression Partners LP	2	4	0	clojure.lang.LazySeq@e1a308e1	clojure.lang.LazySeq@86208e01	clojure.lang.LazySeq@1	USA Compression Partners, LP, together with its subsidiaries, provides compression services under fixed-term contracts to oil companies and independent producers, processors, gatherers, and transporters of natural gas and crude oil. The company also designs, engineers, owns, operates, and maintains natural gas compression packages. In addition, it provides compression services in shale plays primarily in the Utica, Marcellus, Permian Basin, Delaware Basin, Eagle Ford, Mississippi Lime, Granite Wash, Woodford, Barnett, Haynesville, Niobrara, and Fayetteville shales in the Unites States. The company was founded in 1998 and is headquartered in Austin, Texas.
UNVR	Univar Inc	2	8	0	clojure.lang.LazySeq@bb465744	clojure.lang.LazySeq@5c6e827	clojure.lang.LazySeq@1	Univar Solutions Inc. distributes commodity and specialty chemical products, and related services worldwide. It also provides epoxy resins, polyurethanes, titanium dioxide, fumed silica, esters, plasticizers, silicones, and specialty amines; chemicals and service to midstream pipeline and downstream refinery operators; and commodity and specialty products for meat processing, baked goods, dairy, grain mill products, processed foods, carbonated soft drinks, fruit drinks, and alcoholic beverage markets. In addition, the company offers chemical products for use at various stages of production, from sap stain prevention to pulp and paper manufacturing; ingredients for cleaners, detergents, and disinfectant products; base stocks and performance-enhancing additives for lubricants and metalworking fluids; excipients, solvents, reactants, active pharmaceutical ingredients, and intermediates to pharmaceutical ingredient producers; and products for water treatment that includes pH adjusters, flocculants, coagulants, dechlorinators, and disinfectants. Further, it provides transportation and warehousing infrastructure, chemicals and hazardous materials handling, waste management services, inventory management, and blending and repackaging services, as well as industrial cleaning, site remediation, and emergency environmental response services. Univar Solutions Inc. distributes its products through warehouse and direct-to-consumer delivery channels. The company was formerly known as Univar Inc. and changed its name to Univar Solutions Inc. in September 2019. The company was founded in 1924 and is headquartered in Downers Grove, Illinois.
MSI	Motorola Solutions	2	0	1	clojure.lang.LazySeq@1f2b1ee1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Motorola Solutions, Inc. provides mission-critical communication solutions in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Services and Software. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video solutions, as well as the implementation, optimization, and integration of networks, devices, software, and applications for government, public safety and first-responder agencies, municipalities, and commercial and industrial customers. Its products include two-way portable and vehicle-mounted radios, accessories, software features, and upgrades; video cameras; radio network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Services segment provides repair, technical support, and hardware maintenance services. This segment also offers monitoring, software updates, and cybersecurity services; and public safety and enterprise command center software suite, unified communications applications, and video software solutions. It serves for government, public safety, and commercial communication networks. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.
CLF	Cleveland-Cliffs Inc	2	0	3	clojure.lang.LazySeq@4e48fe9c	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d88581de	Cleveland-Cliffs Inc. operates as an independent iron ore mining company in the United States, Canada, and internationally. It operates in two segments, Mining and Pelletizing, and Metallics. The company operates three iron ore mines, including the Tilden mine in Michigan; and the Northshore and United Taconite mines in Minnesota, as well as holds 23% stake in the Hibbing mine in Minnesota. It produces various grades of iron ore pellets, including standard, fluxed, and DR-grade for blast furnace steel producers; and flat-rolled carbon, stainless, and electrical steel products primarily for the automotive, infrastructure, and manufacturing markets. The company was formerly known as Cliffs Natural Resources Inc. and changed its name to Cleveland-Cliffs Inc. in August 2017. Cleveland-Cliffs Inc. was founded in 1847 and is headquartered in Cleveland, Ohio.
MRK	Merck & Company	2	10	0	clojure.lang.LazySeq@e6a04f41	clojure.lang.LazySeq@fa1f8048	clojure.lang.LazySeq@1	Merck & Co., Inc. provides healthcare solutions worldwide. The company offers therapeutic for cardiovascular, type 2 diabetes, chronic hepatitis C virus, HIV-1 infection, intra-abdominal, fungal infection, insomnia, and inflammatory diseases; neuromuscular blocking agents; cholesterol modifying medicines; and anti-bacterial and vaginal contraceptive products. It provides products to prevent chemotherapy-induced and post-operative nausea and vomiting; treat non-small-cell lung, ovarian and breast, esophageal, thyroid, cervical, and brain cancers; and prevent diseases caused by human papillomavirus, as well as vaccines for measles, mumps, rubella, varicella, shingles, rotavirus gastroenteritis, and pneumococcal diseases. In addition, the company offers drugs for hepatocellular and merkel cell carcinoma; antibiotic and anti-inflammatory drugs for infectious and respiratory diseases, fertility disorders, and pneumonia in cattle, bovine, and swine; vaccines for poultry; parasiticides for sea lice in salmon; and antibiotics and vaccines for fish. Further, it provides companion animal products; diabetes mellitus treatment and anthelmintic products for dogs and cats; products to treat fleas, ticks, mosquitoes, and sandflies; horse fertility management products for swine; and dog, cat, and horse vaccines. Additionally, the company offers services and solutions that focus on engagement, clinical, and health analytics. Merck & Co., Inc. has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Almac Discovery Ltd.; Skyhawk Therapeutics, Inc.; Ridgeback Biotherapeutics; Shanghai Junshi Biosciences Co., Ltd.; FUJIFILM Corporation; Intec Pharma Ltd.; Transcenta Holding Ltd.; and Janux Therapeutics, Inc. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers; and physicians and physician distributors, veterinarians, and animal producers. The company was founded in 1891 and is headquartered in Kenilworth, New Jersey.
MRC	Mrc Global Inc	2	7	2	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@92f04c9f	clojure.lang.LazySeq@272961d8	MRC Global Inc., through its subsidiaries, distributes pipes, valves, fittings, and other infrastructure products and services to the energy industry in the United States, Canada, and internationally. The company supplies products across various markets, such as upstream, midstream, and downstream. It offers ball, butterfly, gate, globe, check, diaphragm, needle, and plug valves; and other products, such as lined corrosion resistant piping systems, control valves, valve automation products, top work components, and valve modification services, as well as measurement, steam, and instrumentation products. The company also provides carbon steel fittings and flanges comprising carbon weld fittings, flanges, and piping components; stainless steel, alloy, tubing, fittings, and flanges; and carbon line pipes. In addition, it offers natural gas distribution products, including risers, meters, polyethylene pipes and fittings, and various other components and industrial supplies; oilfield and industrial supplies and completion equipment, such as high density polyethylene pipes, fittings, and rods; and specialized production equipment comprising tanks and separators. Further, the company provides various services, such as product testing, manufacturer assessments, multiple daily deliveries, volume purchasing, inventory and zone store management and warehousing, technical support, training, just-in-time delivery, truck stocking, order consolidation, product tagging, and system interfaces; and various other services under the ValidTorque and FastTrack names. Its products are used in the construction, maintenance, repair, and overhaul of equipment used in extreme operating conditions, including high pressure, high/low temperature, and high corrosive and abrasive environments. The company was formerly known as McJunkin Red Man Holding Corporation and changed its name to MRC Global Inc. in January 2012. MRC Global Inc. was founded in 1921 and is headquartered in Houston, Texas.
MPC	Marathon Petroleum Corp	2	11	5	clojure.lang.LazySeq@e1a308e1	clojure.lang.LazySeq@96636d74	clojure.lang.LazySeq@3aa4f19e	Marathon Petroleum Corporation, together with its subsidiaries, engages in refining, marketing, retailing, and transporting petroleum products primarily in the United States. It operates through three segments: Refining & Marketing, Retail, and Midstream. The Refining & Marketing segment refines crude oil and other feed stocks at its 16 refineries in the West Coast, Gulf Coast, and Mid-Continent regions of the United States; and purchases refined products and ethanol for resale. Its refined products include transportation fuels, such as reformulated gasolines and blend-grade gasolines; heavy fuel oil; and asphalt. This segment also manufactures aromatics, propane, propylene, and sulfur. It sells refined products wholesale marketing customers domestically and internationally, buyers on the spot market, and independent entrepreneurs who operate primarily Marathon branded outlets. The Retail segment sells transportation fuels and convenience products in the retail market through company-owned and operated convenience stores, primarily under the Speedway brand; and long-term fuel supply contracts with direct dealers who operate locations mainly under the ARCO brand. The Midstream segment transports, stores, distributes, and markets crude oil and refined products through refining logistics assets, pipelines, terminals, towboats and barges; gathers, processes, and transports natural gas; and gathers, transports, fractionates, stores, and markets natural gas liquids. The company also exports its refined products. As of September 30, 2020, it owned, leased, and had ownership interests in approximately 17,200 miles of crude oil and refined product pipelines, as well as owned and operated 3,854 convenience stores; and had approximately 7,000 branded outlets operated by independent entrepreneurs in 35 states of the United States, the District of Columbia, and Mexico. The company was founded in 1887 and is headquartered in Findlay, Ohio.
CLS	Celestica Inc	2	1	3	clojure.lang.LazySeq@83619b0a	clojure.lang.LazySeq@ab37322f	clojure.lang.LazySeq@1c9da48b	Celestica Inc. provides hardware platform and supply chain solutions in North America, Europe, and Asia. It operates through two segments, Advanced Technology Solutions, and Connectivity & Cloud Solutions. The company offers a range of services, including design and development, engineering, supply chain management, new product introduction, component sourcing, engineering, electronics manufacturing and assembly, testing, complex mechanical assembly, systems integration, precision machining, order fulfillment, logistics, asset management, product licensing, and after-market repair and return services. It also provides enterprise-level data communications and information processing infrastructure products, such as routers, switches, servers, and storage-related products; capacitors, microprocessors, resistors, and memory modules; and power inverters, energy storage products, smart meters, and other electronic componentry. The company serves aerospace and defense, industrial, energy, healthtech, capital equipment, original equipment manufacturers (OEMs), cloud-based, and other service providers. Celestica Inc. was incorporated in 1994 and is headquartered in Toronto, Canada.
CM	Canadian Imperial Bank of Commerce	2	1	2	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@a261f4f	Canadian Imperial Bank of Commerce, a diversified financial institution, provides various financial products and services to personal, business, public sector, and institutional clients in Canada, the United States, and internationally. The company operates through four strategic business units: Canadian Personal and Business Banking; Canadian Commercial Banking and Wealth Management; U.S. Commercial Banking and Wealth Management; and Capital Markets. The company offers chequing, savings, and business accounts; mortgages; loans, lines of credit, student lines of credit, and business and agriculture loans; investment and insurance services; and credit cards, as well as overdraft protection services. It also provides day-to-day banking, borrowing and credit, investing and wealth, specialty, and international services; correspondent banking and online foreign exchange services; and cash management services. The company serves its customers through its banking centers, as well as direct, mobile, and remote channels. Canadian Imperial Bank of Commerce was founded in 1867 and is headquartered in Toronto, Canada.
CMD	Cantel Medical	2	4	1	clojure.lang.LazySeq@b5cbdbaf	clojure.lang.LazySeq@b04516c1	clojure.lang.LazySeq@86da3fbe	Cantel Medical Corp. provides infection prevention and control products and services for the healthcare market. The company's Medical segment offers automated endoscope reprocessing systems; disinfectants and sterilants; detergents; leak testing and manual cleaning products; storage cabinets and transport systems; manual cleaning products; endoscope process tracking products; other consumables, accessories, and supplies for use in disinfect rigid endoscopes, flexible endoscopes, and other instrumentation; and technical maintenance services. Its Life Sciences segment provides dialysis water purification and bicarbonate mixing systems; hollow fiber filters, and other filtration and separation products; liquid disinfectants and cold sterilization products; dry fog products; room temperature sterilization equipment and services; and clean-room certification and decontamination services for the dialysis and other healthcare, research laboratories, food and beverage, and commercial industrial customers, as well as microbiological testing services. The company's Dental segment offers hand and powered dental instruments, instrument reprocessing and sterility assurance products, towels, bibs, tray liners, sponges, nitrous oxide/oxygen sedation equipment and related single-use disposable nasal masks, face masks, and shields. It also provides hand sanitizers, germicidal wipes, disinfectants, surface disinfectants, waterline treatment products, saliva ejectors, evacuator tips, plastic cups, prophy angles, and prophy paste. The company's Dialysis segment provides hemodialysis concentrates and other ancillary supplies; medical device reprocessing systems; and sterilants and disinfectants. The company sells its products through its direct distribution network in the United States; and directly or under various third-party distribution agreements internationally. Cantel Medical Corp. was founded in 1963 and is headquartered in Little Falls, New Jersey.
CMG	Chipotle Mexican Grill	2	0	2	clojure.lang.LazySeq@1f2b1ee1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@fdd9522d	Chipotle Mexican Grill, Inc., together with its subsidiaries, operates Chipotle Mexican Grill restaurants. As of September 30, 2020, it operated approximately 2,700 restaurants in the United States, Canada, the United Kingdom, France, and Germany. The company was founded in 1993 and is headquartered in Newport Beach, California.
MHE	Massachusetts Health and Education Tax-Exempt TR	2	0	2	clojure.lang.LazySeq@b0053b61	clojure.lang.LazySeq@1	clojure.lang.LazySeq@db47f7a1	BlackRock Massachusetts Tax-Exempt Trust is a close ended fixed income mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests in fixed income markets of the United States. The fund primarily invests in long term municipal obligations with maturities of more than ten years. It invests in tax-exempt obligations (including bonds, notes and capital lease obligations) issued on behalf of Massachusetts not-for-profit health and education institutions. The fund was formerly known as The Massachusetts Health & Education Tax-Exempt Trust. BlackRock Massachusetts Tax-Exempt Trust was formed on July 23, 1993 and is domiciled in the United States.
CNI	Canadian National Railway	2	3	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@e050a98c	clojure.lang.LazySeq@1	Canadian National Railway Company, together with its subsidiaries, engages in the rail and related transportation business. The company's portfolio of goods comprises petroleum and chemicals, fertilizers, coal, metals and minerals, forest products, grain, intermodal, and automotive products serving exporters, importers, retailers, farmers, and manufacturers. It operates a network of approximately 20,000 route miles of track in Canada and mid-America ranging from the Atlantic and Pacific oceans to the Gulf of Mexico. The company also provides trucking services, such as door-to-door, import and export dray, interline, and other specialized services; and supply chain services, which include transloading and distribution, customs brokerage, freight forwarding, marine shipping, and private car storage services, as well as operates logistics parks. It serves the cities and ports of Vancouver, Prince Rupert, Montreal, Halifax, New Orleans, and Mobile (Alabama), as well as the metropolitan areas of Toronto, Edmonton, Winnipeg, Calgary, Chicago, Memphis, Detroit, Duluth/Superior, and Jackson with connections to various points in North America. Canadian National Railway Company was founded in 1919 and is headquartered in Montreal, Canada.
MGY	Magnolia Oil & Gas Corp	2	5	1	clojure.lang.LazySeq@e1a308e1	clojure.lang.LazySeq@3c2fefd1	clojure.lang.LazySeq@86da3fbe	Magnolia Oil & Gas Corporation engages in the acquisition, development, exploration, and production of oil, natural gas, and natural gas liquids reserves in the United States. The company's properties are located primarily in Karnes County and the Giddings Field in South Texas principally comprising the Eagle Ford Shale and the Austin Chalk formation. As of December 31, 2019, its assets consisted of a total leasehold position of 450,854 net acres, including 22,088 net acres in Karnes, Gonzales, DeWitt, and Atascosa counties, Texas; 428,766 net acres in the Giddings Field; and approximately 1,141 net wells with a total production capacity of 66.8 thousand barrels of oil equivalent per day. The company is headquartered in Houston, Texas.
CNO	Cno Financial Group	2	0	1	clojure.lang.LazySeq@e6a04f41	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	CNO Financial Group, Inc., through its subsidiaries, develops, markets, and administers health insurance, annuity, individual life insurance, and other insurance products for senior and middle-income markets in the United States. It operates through Bankers Life, Washington National, Colonial Penn, and Long-Term Care in Run Off segments. The company's Bankers Life segment underwrites, markets, and distributes Medicare supplement insurance, interest-sensitive and traditional life insurance, fixed annuities, and long-term care insurance products; and Medicare advantage and prescription drug plan products through various distribution and marketing agreements. Its Washington National segment underwrites, markets, and distributes supplemental health insurance, including specified disease, accident, and hospital indemnity insurance products; and life insurance at home and the worksite through independent marketing organizations and insurance agencies. The company's Colonial Penn segment primarily markets graded benefit and simplified issue life insurance directly to customers through television advertising, direct mail, the internet, and telemarketing. Its Long-Term Care in Run Off segment engages in the long-term care business. The company sells its products through career agents, independent producers, and direct marketing. CNO Financial Group, Inc. was founded in 1979 and is headquartered in Carmel, Indiana.
MET	Metlife Inc	2	1	0	clojure.lang.LazySeq@e6a04f41	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@1	MetLife, Inc. engages in the insurance, annuities, employee benefits, and asset management businesses worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and stable value products, including general and separate account guaranteed interest contracts, and private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, tort settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, the company offers automobile, homeowners', and personal excess liability insurance products. Further, it provides fixed annuities and pension products; medical and credit insurance products; variable, universal, term, endowment, and whole life insurance products; variable, and fixed and indexed-linked annuities; and protection against long-term health care services. The company serves individuals, corporations and their employees, and other institutions and their members through independent agents, property and casualty specialists, sales forces, sales teams and relationship managers, and sponsoring organizations and affinity groups, as well as through career and independent agencies, bancassurance, direct marketing and e-commerce, brokers, and other third-party distribution channels. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.
CNS	Cohn & Steers Inc	2	0	3	clojure.lang.LazySeq@15bdc106	clojure.lang.LazySeq@1	clojure.lang.LazySeq@56d0a6a7	Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. Cohen & Steers, Inc. was founded in 1986 and is based in New York, with additional offices in London, United Kingdom; Central, Hong Kong; Tokyo, Japan; and Seattle, Washington.
COF	Capital One Financial Corp	2	0	3	clojure.lang.LazySeq@1f2b1ee1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@410f6a3e	Capital One Financial Corporation operates as the financial services holding company for the Capital One Bank (USA), National Association; and Capital One, National Association, which provides various financial products and services in the United States, the United Kingdom, and Canada. It operates through three segments: Credit Card, Consumer Banking, and Commercial Banking. The company offers non-interest-bearing and interest-bearing deposits, such as checking accounts, money market deposit accounts, negotiable order of withdrawals, savings deposits, and time deposits. It also provides credit card loans; auto, home, and retail banking loans; and commercial and multifamily real estate, commercial and industrial, and small-ticket commercial real estate loans. In addition, the company offers credit and debit card products; online direct banking services; and treasury management and depository services. It serves consumers, small businesses, and commercial clients through the Internet and mobile banking, as well as through CafÃ©s, ATMs, and branches located in New York, Louisiana, Texas, Maryland, Virginia, New Jersey, and the District of Columbia. Capital One Financial Corporation was founded in 1988 and is headquartered in McLean, Virginia.
